strategy,state_id,role,split_role,pcap_member,csv_member,record_start_ts,feature_rows_emitted,packets_scanned,pre_record_packets,state_hash_before,state_hash_after
reset_at_split_boundary,reset::final_ood_benign_eval::iotsim-domotic-monitor-2,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-domotic-monitor-2_0-0_to_OpenvSwitch-23_2-0.pcap,processed/iotsim-domotic-monitor-2.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,0d11e7f0e61734129d06b721ee97baf130146f6b08465cb3ae2c99ecaaa6b867
reset_at_split_boundary,reset::final_ood_benign_eval::iotsim-domotic-monitor-3,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap,processed/iotsim-domotic-monitor-3.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,44d53fb53c76d91f58cce7a260d40092fdc685d86f34d1ac5208e966284e2352
reset_at_split_boundary,reset::attack_support::iotsim-air-quality-1,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,processed/iotsim-air-quality-1.csv,1737235793.490203,800,2833,2032,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,8f15f62fef07179b53e5c231dbc2f62ce417316ec79f921f3a07d8456016afdc
reset_at_split_boundary,reset::attack_support::iotsim-city-power-1,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737235783.576491,800,1664,863,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,fa59ac097bbb8977908d423bdd5069a8b0d03aa9e41d28247c8132526f9bb462
reset_at_split_boundary,reset::attack_support::iotsim-combined-cycle-10,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737235781.420146,800,1767,966,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,03cb587b0a4658d786df1d933272adc3fdf1ffab345c3d798cbf5dba3355b1b2
reset_at_split_boundary,reset::attack_eval::iotsim-building-monitor-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,processed/iotsim-building-monitor-1.csv,1737235764.020608,800,2055,1254,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,f8e421ab072778ea763504dfad07eb2ac8cf15fbe5f315abedc2df398871b5b9
reset_at_split_boundary,reset::attack_eval::iotsim-combined-cycle-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,processed/iotsim-combined-cycle-1.csv,1737235781.420146,800,1843,1042,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,fdc575a514a0e150898078dfbb667f2d5b39ec9414f53f0b4f1db14f169fe5fd
reset_at_split_boundary,reset::attack_eval::iotsim-domotic-monitor-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,processed/iotsim-domotic-monitor-1.csv,1737235794.490721,800,2817,2016,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,f967a908bf4455bcf1dff8f4c912840289f070c440a2e103fb279abfb5f8644d
train_state_then_eval_online,B::train::iotsim-cooler-motor-8,id_benign_train,ID_benign_train,raw/benign/iotsim-cooler-motor-8_0-0_to_OpenvSwitch-18_8-0.pcap,processed/iotsim-cooler-motor-8.csv,,800,801,0,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,fa4b24b06a8a41da55d2c3d6cace9ca66ae5eb8b2c5e1a1227fcbbd0c4cfa003
train_state_then_eval_online,B::train::iotsim-cooler-motor-9,id_benign_train,ID_benign_train,raw/benign/iotsim-cooler-motor-9_0-0_to_OpenvSwitch-18_9-0.pcap,processed/iotsim-cooler-motor-9.csv,,800,801,0,fa4b24b06a8a41da55d2c3d6cace9ca66ae5eb8b2c5e1a1227fcbbd0c4cfa003,17f7c144326262294d15f8fd877d9a21463327cf4f19149ffdc9bb1216cd8a2d
train_state_then_eval_online,B::train::iotsim-combined-cycle-tls-1,id_benign_train,ID_benign_train,raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap,processed/iotsim-combined-cycle-tls-1.csv,,800,801,0,17f7c144326262294d15f8fd877d9a21463327cf4f19149ffdc9bb1216cd8a2d,98884fe264e40a68027a8b24a832baf55dd6f37c43bcecfdef0486fe0be9fc43
train_state_then_eval_online,B::train::iotsim-combined-cycle-tls-2,id_benign_train,ID_benign_train,raw/benign/iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0.pcap,processed/iotsim-combined-cycle-tls-2.csv,,800,801,0,98884fe264e40a68027a8b24a832baf55dd6f37c43bcecfdef0486fe0be9fc43,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653
train_state_then_eval_online,B::branch::ood_benign_val::iotsim-building-monitor-3,ood_benign_val,OOD_benign_val,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,processed/iotsim-building-monitor-3.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,0cccc2622c87d36eb76361f9799c13bf3de315b24ee6eed515808964fa8dcd5d
train_state_then_eval_online,B::branch::ood_benign_val::iotsim-building-monitor-4,ood_benign_val,OOD_benign_val,raw/benign/iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0.pcap,processed/iotsim-building-monitor-4.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,b17e913d410d9cf970cc02696d5de0fef09b5a79b529d6f01559ec4f6e826565
train_state_then_eval_online,B::branch::ood_benign_val::iotsim-predictive-maintenance-8,ood_benign_val,OOD_benign_val,raw/benign/iotsim-predictive-maintenance-8_0-0_to_OpenvSwitch-19_8-0.pcap,processed/iotsim-predictive-maintenance-8.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,a622cc62b47a50189aa8a63b7a7a535125bed08c9c470940c9c0c2c214259414
train_state_then_eval_online,B::branch::ood_benign_val::iotsim-predictive-maintenance-9,ood_benign_val,OOD_benign_val,raw/benign/iotsim-predictive-maintenance-9_0-0_to_OpenvSwitch-19_9-0.pcap,processed/iotsim-predictive-maintenance-9.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,7c0326296aeeb5dec5a558bd8fd741c8fbc96b67238689c7dcb54b484ca58c79
train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-hydraulic-system-8,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-hydraulic-system-8_0-0_to_OpenvSwitch-15_8-0.pcap,processed/iotsim-hydraulic-system-8.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,61730701146c3b9c57cd7590f378c6467770b00ca150ebd266d4770de500869f
train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-hydraulic-system-9,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-hydraulic-system-9_0-0_to_OpenvSwitch-15_9-0.pcap,processed/iotsim-hydraulic-system-9.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,01242c9fdb40e3b3812a6a6dead40fe926e00aeddf27f5d28db33060ea2e2d57
train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-domotic-monitor-2,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-domotic-monitor-2_0-0_to_OpenvSwitch-23_2-0.pcap,processed/iotsim-domotic-monitor-2.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,80a2b57e5b1654955c161ead6d5a35f78c1487d432b5390309c16cbe9e10d5e1
train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-domotic-monitor-3,final_ood_benign_eval,final_OOD_benign_eval,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap,processed/iotsim-domotic-monitor-3.csv,,800,801,0,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,3814d8f1cbd9e068c95225240376d966a088f598bfd4040d1a20bdd525183cb3
train_state_then_eval_online,B::branch::attack_support::iotsim-air-quality-1,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,processed/iotsim-air-quality-1.csv,1737235793.490203,800,2833,2032,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,c8e11454fbc66550b4dd916a4ec365b774f27799fc94fbe8445fbc390f080a0c
train_state_then_eval_online,B::branch::attack_support::iotsim-city-power-1,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737235783.576491,800,1664,863,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,9364f2c5180d7d1e9c572defc18d85e0522c821b70e034a57fb271ea9187394a
train_state_then_eval_online,B::branch::attack_support::iotsim-combined-cycle-10,attack_support,attack_support,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737235781.420146,800,1767,966,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,a6480ce154084c09b697e06448e949e694bcc2c662adc38aa012e02a68c6ba41
train_state_then_eval_online,B::branch::attack_eval::iotsim-building-monitor-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,processed/iotsim-building-monitor-1.csv,1737235764.020608,800,2055,1254,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,662fd97c1377c1aa577bdcfc4698fb4396cad07c7811170bdd6a0703f10ebb8b
train_state_then_eval_online,B::branch::attack_eval::iotsim-combined-cycle-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,processed/iotsim-combined-cycle-1.csv,1737235781.420146,800,1843,1042,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,56822cacc182b4afb8574e9a36a3dcce2b57fc25e8977865b364696e3e929dd5
train_state_then_eval_online,B::branch::attack_eval::iotsim-domotic-monitor-1,attack_eval,attack_eval,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,processed/iotsim-domotic-monitor-1.csv,1737235794.490721,800,2817,2016,a0c0eb1698bb56974c80c3ecbe370b052aff0e4c336bae6fba6ad2b9535f0653,6a848d696bcc0d52bb963f9c83e32362ed3b720bae8f6f89adf869c34566d164
