sample_file_id,archive_path,row_index_within_file,global_sample_row_id,frame.time,parsed_timestamp,label,binary_label,attack_type,device,device_family,protocol_inferred,source_capture_inferred,frame.protocols,ip.src,ip.dst,pcap_counterpart_path,row_order_bucket,time_bucket,source_file_hash,sample_hash,extraction_mode
file_01,processed/iotsim-combined-cycle-2.csv,17,16,"Jan 14, 2025 18:50:23.443794000 GMT",2025-01-14T18:50:23.443794+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,b144b558d9b11088,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,18,17,"Jan 14, 2025 18:50:23.443910000 GMT",2025-01-14T18:50:23.443910+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,2dd3dc68907ab388,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,19,18,"Jan 14, 2025 18:50:23.641616000 GMT",2025-01-14T18:50:23.641616+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,af5a7281b10d9c96,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,20,19,"Jan 14, 2025 18:50:23.641736000 GMT",2025-01-14T18:50:23.641736+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,d5c035b0adcedbfd,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,21,20,"Jan 14, 2025 18:50:24.346188000 GMT",2025-01-14T18:50:24.346188+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,8784d226d4240af8,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,22,21,"Jan 14, 2025 18:50:24.346361000 GMT",2025-01-14T18:50:24.346361+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,b7195297c3c5d89b,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,23,22,"Jan 14, 2025 18:55:56.146939000 GMT",2025-01-14T18:55:56.146939+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,0092d6ac3c17ab1f,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,24,23,"Jan 14, 2025 18:55:56.150837000 GMT",2025-01-14T18:55:56.150837+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,90c3efa16ab006a7,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,25,24,"Jan 14, 2025 18:55:56.550115000 GMT",2025-01-14T18:55:56.550115+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,7792c757dea05423,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,26,25,"Jan 14, 2025 18:55:56.550240000 GMT",2025-01-14T18:55:56.550240+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,4c099044e0e7241c,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,27,26,"Jan 14, 2025 18:55:57.329048000 GMT",2025-01-14T18:55:57.329048+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,ffff46c438b51159,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,28,27,"Jan 14, 2025 18:55:57.329195000 GMT",2025-01-14T18:55:57.329195+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,ad45df6b0752f933,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,29,28,"Jan 14, 2025 18:55:57.782103000 GMT",2025-01-14T18:55:57.782103+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,543fc4e06a9e9dc7,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,30,29,"Jan 14, 2025 18:55:57.782249000 GMT",2025-01-14T18:55:57.782249+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,3174cb16ff00697f,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,31,30,"Jan 14, 2025 18:55:57.955653000 GMT",2025-01-14T18:55:57.955653+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,1c333b06913bc052,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,32,31,"Jan 14, 2025 18:55:57.955788000 GMT",2025-01-14T18:55:57.955788+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,ede08e1e9aa080be,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,33,32,"Jan 14, 2025 18:59:18.177481000 GMT",2025-01-14T18:59:18.177481+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,573832b529b8e287,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,34,33,"Jan 14, 2025 18:59:18.179689000 GMT",2025-01-14T18:59:18.179689+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T18,5befda2b6f8946f3,84ff664e8597af6d,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,35,34,"Jan 14, 2025 19:01:11.010708000 GMT",2025-01-14T19:01:11.010708+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,1b603c202b7eebef,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,36,35,"Jan 14, 2025 19:01:11.010830000 GMT",2025-01-14T19:01:11.010830+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,f549b8bc63d9b710,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,37,36,"Jan 14, 2025 19:01:11.569068000 GMT",2025-01-14T19:01:11.569068+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,9620888ec5b76777,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,38,37,"Jan 14, 2025 19:01:11.569198000 GMT",2025-01-14T19:01:11.569198+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,2efc2cb49a14f325,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,39,38,"Jan 14, 2025 19:01:12.040889000 GMT",2025-01-14T19:01:12.040889+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,3840a084239d5e39,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,40,39,"Jan 14, 2025 19:01:12.041025000 GMT",2025-01-14T19:01:12.041025+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,187c4bc76404d579,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,41,40,"Jan 14, 2025 19:01:12.538216000 GMT",2025-01-14T19:01:12.538216+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,43d46f5f80975603,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,42,41,"Jan 14, 2025 19:01:12.538373000 GMT",2025-01-14T19:01:12.538373+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,68fff7e391e3635d,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,43,42,"Jan 14, 2025 19:01:12.940109000 GMT",2025-01-14T19:01:12.940109+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,41a16e6a8fe58edd,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,44,43,"Jan 14, 2025 19:01:12.940230000 GMT",2025-01-14T19:01:12.940230+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,5eb011c000ed6976,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,45,44,"Jan 14, 2025 19:06:47.201928000 GMT",2025-01-14T19:06:47.201928+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,2b68883cf1eeb1fb,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,46,45,"Jan 14, 2025 19:06:47.206626000 GMT",2025-01-14T19:06:47.206626+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,cbaec2f8ace2430b,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,47,46,"Jan 14, 2025 19:06:47.857400000 GMT",2025-01-14T19:06:47.857400+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,ceab5e226b7bcdfa,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,48,47,"Jan 14, 2025 19:06:47.857520000 GMT",2025-01-14T19:06:47.857520+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,ccfcdcaf33441e99,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,49,48,"Jan 14, 2025 19:06:48.273453000 GMT",2025-01-14T19:06:48.273453+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,b59456d338402c41,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,50,49,"Jan 14, 2025 19:06:48.273607000 GMT",2025-01-14T19:06:48.273607+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,2373bf1ffdff655b,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,51,50,"Jan 14, 2025 19:06:49.022565000 GMT",2025-01-14T19:06:49.022565+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,037df0dff74473e6,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,52,51,"Jan 14, 2025 19:06:49.022681000 GMT",2025-01-14T19:06:49.022681+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,5e7cb32ebab4208f,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,53,52,"Jan 14, 2025 19:06:49.673732000 GMT",2025-01-14T19:06:49.673732+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap,192.168.4.1,192.168.20.11,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,f74ff49d906a4619,streaming_sample_manifest_limited_csv_extract
file_01,processed/iotsim-combined-cycle-2.csv,54,53,"Jan 14, 2025 19:06:49.673862000 GMT",2025-01-14T19:06:49.673862+00:00,Benign,benign,,combined-cycle-2,combined-cycle,coap,combined-cycle-2|instance_2,eth:ethertype:ip:udp:coap:data-text-lines,192.168.20.11,192.168.4.1,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,head_1k,2025-01-14T19,5befda2b6f8946f3,faa2c2f8e0052f77,streaming_sample_manifest_limited_csv_extract
