seed,bank_name,source,rank,medium_row_index,new_row_index
42,base_kcenter128_only,medium_support_val_heldout,5,10302,
42,base_kcenter128_only,medium_support_val_heldout,6,10338,
42,base_kcenter128_only,medium_support_val_heldout,7,10747,
42,base_kcenter128_only,medium_support_val_heldout,8,10748,
42,base_kcenter128_only,medium_support_val_heldout,9,10750,
42,base_kcenter128_only,medium_support_val_heldout,10,10751,
42,base_kcenter128_only,medium_support_val_heldout,11,10884,
42,base_kcenter128_only,medium_support_val_heldout,12,10897,
42,base_kcenter128_only,medium_support_val_heldout,13,10903,
42,base_kcenter128_only,medium_support_val_heldout,14,10926,
42,base_kcenter128_only,medium_support_val_heldout,15,11001,
42,base_kcenter128_only,medium_support_val_heldout,16,11014,
42,base_kcenter128_only,medium_support_val_heldout,17,11025,
42,base_kcenter128_only,medium_support_val_heldout,18,11058,
42,base_kcenter128_only,medium_support_val_heldout,19,11060,
42,base_kcenter128_only,medium_support_val_heldout,20,11118,
42,base_kcenter128_only,medium_support_val_heldout,21,11119,
42,base_kcenter128_only,medium_support_val_heldout,22,11138,
42,base_kcenter128_only,medium_support_val_heldout,23,11250,
42,base_kcenter128_only,medium_support_val_heldout,24,11415,
42,base_kcenter128_only,medium_support_val_heldout,25,11502,
42,base_kcenter128_only,medium_support_val_heldout,26,11594,
42,base_kcenter128_only,medium_support_val_heldout,27,11607,
42,base_kcenter128_only,medium_support_val_heldout,28,11608,
42,base_kcenter128_only,medium_support_val_heldout,29,11611,
42,base_kcenter128_only,medium_support_val_heldout,30,11612,
42,base_kcenter128_only,medium_support_val_heldout,31,11765,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,0,9718,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,1,9720,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,2,9721,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,3,9722,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,4,9723,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,5,9724,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,6,9725,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,7,9916,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,8,10151,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,9,10198,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,10,10216,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,11,10217,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,12,10219,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,13,10220,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,14,10224,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,15,10225,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,16,10226,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,17,10310,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,18,10311,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,19,10315,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,20,10397,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,21,10537,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,22,10538,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,23,10547,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,24,10548,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,25,10601,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,26,10720,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,27,10739,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,28,10741,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,29,10744,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,30,10752,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,31,10753,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,32,10754,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,33,10759,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,34,10760,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,35,10761,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,36,10762,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,37,10767,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,38,10778,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,39,10781,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,40,10782,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,41,10783,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,42,10861,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,43,10871,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,44,10872,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,45,10873,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,46,10876,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,47,10877,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,48,10883,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,49,10885,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,50,10887,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,51,10888,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,52,10891,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,53,10892,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,54,10904,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,55,10907,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,56,10910,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,57,11006,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,58,11018,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,59,11020,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,60,11021,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,61,11022,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,62,11030,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,63,11031,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,64,11106,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,65,11107,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,66,11111,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,67,11127,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,68,11147,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,69,11183,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,70,11184,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,71,11251,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,72,11295,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,73,11370,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,74,11372,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,75,11380,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,76,11402,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,77,11403,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,78,11404,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,79,11405,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,80,11503,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,81,11568,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,82,11569,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,83,11592,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,84,11609,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,85,11619,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,86,11621,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,87,11674,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,88,11709,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,89,11783,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,90,11842,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,91,11852,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,92,11949,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,93,11977,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,94,11978,
42,base128_retained_plus_active64_bank192,medium_base_train_retained,95,11984,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,0,10199,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,1,10221,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,2,10223,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,3,10230,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,4,10232,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,5,10302,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,6,10338,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,7,10747,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,8,10748,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,9,10750,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,10,10751,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,11,10884,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,12,10897,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,13,10903,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,14,10926,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,15,11001,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,16,11014,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,17,11025,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,18,11058,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,19,11060,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,20,11118,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,21,11119,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,22,11138,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,23,11250,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,24,11415,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,25,11502,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,26,11594,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,27,11607,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,28,11608,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,29,11611,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,30,11612,
42,base128_retained_plus_active64_bank192,medium_support_val_heldout,31,11765,
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,0,,18
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,1,,44
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,2,,46
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,3,,48
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,4,,85
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,5,,111
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,6,,116
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,7,,148
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,8,,195
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,9,,261
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,10,,287
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,11,,455
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,12,,458
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,13,,471
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,14,,488
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,15,,494
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,16,,503
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,17,,516
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,18,,531
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,19,,558
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,20,,567
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,21,,572
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,22,,577
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,23,,596
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,24,,617
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,25,,631
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,26,,681
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,27,,705
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,28,,910
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,29,,999
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,30,,3001
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,31,,3007
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,32,,3089
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,33,,3150
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,34,,3158
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,35,,3159
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,36,,3165
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,37,,3214
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,38,,3217
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,39,,3233
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,40,,3253
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,41,,3265
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,42,,3310
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,43,,3367
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,44,,3465
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,45,,3556
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,46,,3560
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,47,,3569
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,48,,3570
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,49,,3574
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,50,,3579
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,51,,3587
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,52,,3607
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,53,,3608
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,54,,3613
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,55,,3619
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,56,,3626
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,57,,3642
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,58,,3649
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,59,,3661
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,60,,3684
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,61,,3743
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,62,,3769
42,base128_retained_plus_active64_bank192,active_heavy_confirmed_attack,63,,3968
42,base128_retained_plus_active128_bank256,medium_base_train_retained,0,9718,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,1,9720,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,2,9721,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,3,9722,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,4,9723,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,5,9724,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,6,9725,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,7,9916,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,8,10151,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,9,10198,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,10,10216,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,11,10217,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,12,10219,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,13,10220,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,14,10224,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,15,10225,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,16,10226,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,17,10310,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,18,10311,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,19,10315,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,20,10397,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,21,10537,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,22,10538,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,23,10547,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,24,10548,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,25,10601,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,26,10720,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,27,10739,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,28,10741,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,29,10744,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,30,10752,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,31,10753,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,32,10754,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,33,10759,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,34,10760,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,35,10761,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,36,10762,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,37,10767,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,38,10778,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,39,10781,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,40,10782,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,41,10783,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,42,10861,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,43,10871,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,44,10872,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,45,10873,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,46,10876,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,47,10877,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,48,10883,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,49,10885,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,50,10887,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,51,10888,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,52,10891,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,53,10892,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,54,10904,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,55,10907,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,56,10910,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,57,11006,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,58,11018,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,59,11020,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,60,11021,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,61,11022,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,62,11030,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,63,11031,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,64,11106,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,65,11107,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,66,11111,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,67,11127,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,68,11147,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,69,11183,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,70,11184,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,71,11251,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,72,11295,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,73,11370,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,74,11372,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,75,11380,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,76,11402,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,77,11403,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,78,11404,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,79,11405,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,80,11503,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,81,11568,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,82,11569,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,83,11592,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,84,11609,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,85,11619,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,86,11621,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,87,11674,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,88,11709,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,89,11783,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,90,11842,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,91,11852,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,92,11949,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,93,11977,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,94,11978,
42,base128_retained_plus_active128_bank256,medium_base_train_retained,95,11984,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,0,10199,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,1,10221,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,2,10223,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,3,10230,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,4,10232,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,5,10302,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,6,10338,
42,base128_retained_plus_active128_bank256,medium_support_val_heldout,7,10747,
