stratum,device,session_id,attack_family,terminal_uid,terminal_event_position,records_in_frozen_session,finite_terminal_embedding
fit_attack,normal_scanning1.pcap,04e94f694ffcc9e850d611ca024967b1db7992e1f3da1f10a673231be60a92bd,ToN-reconnaissance_scan,ton:ckbt_03508d87de658406fdf4,21660,1,True
fit_attack,normal_scanning1.pcap,04f196b7d0d57a5d78047d12fca68d3b9db12f8fe0558f716f978fac5233511d,ToN-reconnaissance_scan,ton:ckbt_206e649bed20b4ebbcbf,19894,1,True
fit_attack,normal_scanning1.pcap,051dcad7dc797d48e5695b1bf39985a24863ffaaa87999f5d8b95cc92d1b7485,ToN-reconnaissance_scan,ton:ckbt_2f8e4ca9449dbffbe7b0,15301,1,True
fit_attack,normal_scanning1.pcap,057e9f50cde836031b52be6e5c975586628e794c9706054ed0e0a67cdd79ea95,ToN-reconnaissance_scan,ton:ckbt_29f1ab802a1dc7dae068,8297,1,True
fit_attack,normal_scanning1.pcap,05f8c5c27fbd7c9c2b9ed2185811b8fc1f4a390d77a05df4f94975f2cba69724,ToN-reconnaissance_scan,ton:ckbt_1420d95924002da3f9d8,20430,1,True
fit_attack,normal_scanning1.pcap,05fbf26fa2a8b7d7af4312d5380966a904c9f030c9ce9c4ee8a77957e4cd3910,ToN-reconnaissance_scan,ton:ckbt_1151adeffa1748d04c0f,513438,1,True
fit_attack,normal_scanning1.pcap,0623d2e9d1f4c55b0616e3aee74cf168b27a1da7a8b7c14a2dd7da78238586bf,ToN-reconnaissance_scan,ton:ckbt_2b40107ecbbb01f2a4d9,541582,1,True
fit_attack,normal_scanning1.pcap,065ff6dfaedc0d2fdbdff1342e9b1aceebbfd0d3e61505bae1f72a1fab65b6f5,ToN-reconnaissance_scan,ton:ckbt_06d99a4da0d7a29fb4e6,21503,1,True
fit_attack,normal_scanning1.pcap,06d7f252fdfd75c3ac5ff983b8906184a97a55a29b2c5b0eadb640622adb0896,ToN-reconnaissance_scan,ton:ckbt_1366399aa600095293fe,17757,1,True
fit_attack,normal_scanning1.pcap,0726f2e9bc46ce19a1e48a15849d0a0f1832bc76e77761aad7a252f3fb81e345,ToN-reconnaissance_scan,ton:ckbt_2ff00d18fc7a55ba5525,16282,1,True
fit_attack,normal_scanning1.pcap,0733efa8299809a70824b5362e8f7abff00e9d322c32742c1ce6643b8f0e1857,ToN-reconnaissance_scan,ton:ckbt_00a4f30cb73cefef87ff,28051,1,True
fit_attack,normal_scanning1.pcap,076ce7a334abe83abaa628e9b03a379068c0f1c88cae84473cf7266e13ef55fa,ToN-reconnaissance_scan,ton:ckbt_14ac1e823de759f1b74b,527042,1,True
fit_attack,normal_scanning1.pcap,076da2449a734ce150cfa7fb5ce73bfd15ed03b1c52335225c97a0d23099e77e,ToN-reconnaissance_scan,ton:ckbt_12c54b8eb30e055091ac,496946,1,True
fit_attack,normal_scanning1.pcap,0782f854a74f29fe4f2a77ad4ca17c441270fecff8b0221fe2f89984218216f9,ToN-reconnaissance_scan,ton:ckbt_24c3e857325d35af3b65,452368,1,True
fit_attack,normal_scanning1.pcap,078ec420bbad79403c251c05698dc6b148f5e9a9112b929f2fb4392e8207ed54,ToN-reconnaissance_scan,ton:ckbt_328786d3792f048d39f9,19704,1,True
fit_attack,normal_scanning1.pcap,079ddf05df5365f1ab819358086843790d36d6c475c117fd90fcdfb8b3dd86cd,ToN-reconnaissance_scan,ton:ckbt_0833ee9db9f302d3ead8,4109,1,True
fit_attack,normal_scanning1.pcap,08557d8d4899af23ea2ae3835487d61c0e9df079a7dcbf79f41af659a9077434,ToN-reconnaissance_scan,ton:ckbt_348c7b8c42cd126e4f78,30428,1,True
fit_attack,normal_scanning1.pcap,08a1c9c9ca6626bfde8a6a5acbf8bbd8abbd45aaea046f58a0a10564ecd593c9,ToN-reconnaissance_scan,ton:ckbt_2574d024d55602a48faa,543042,1,True
fit_attack,normal_scanning1.pcap,08a3d48cfa02dc1f1249fc1009a6f4761aa522a3996342da820a9cdcee1862c1,ToN-reconnaissance_scan,ton:ckbt_330204470c79a086693e,39203,1,True
fit_attack,normal_scanning1.pcap,08aa2964b7f16a26c54fd1088515395ce32f6200391b646918283f15c9f61f00,ToN-reconnaissance_scan,ton:ckbt_023c6a75798e5620f2d0,15655,1,True
fit_attack,normal_scanning1.pcap,08b90f81c4e1cb665197652253c753dafef793fa7ae06115a712b66d061f9e2a,ToN-reconnaissance_scan,ton:ckbt_163b6a7bcb32592ab185,577027,1,True
fit_attack,normal_scanning1.pcap,08c599d3890e69a1c33fa9c9cc1f6a000a5c3046aca8774b539c3f2fc6745a9e,ToN-reconnaissance_scan,ton:ckbt_180692927f08481bcc53,453402,1,True
fit_attack,normal_scanning1.pcap,08f529c55fafa406d6d632a9dbdb739ebb952321c05edb1b42f55e5ffcd93af6,ToN-reconnaissance_scan,ton:ckbt_15661b810997e206bb2b,444178,1,True
fit_attack,normal_scanning1.pcap,094595266207e19542f0aec4fa4c8eeda19889ca09c10d9fec3549831a6d57ec,ToN-reconnaissance_scan,ton:ckbt_03b379604b017489f7c6,471189,1,True
fit_attack,normal_scanning1.pcap,09698ea9b3cee5f7cbd18ea3e3c1a2ab0f584714853e7622e2a5f85dd2a7d334,ToN-reconnaissance_scan,ton:ckbt_190c1778907d7da5e0f5,532316,1,True
fit_attack,normal_scanning1.pcap,097e6209b660e52ca5f2cc7ca604e11c0f4b94fa53863482c035e70b292ec2da,ToN-reconnaissance_scan,ton:ckbt_2f1895a8d9effb361f4a,460780,1,True
fit_attack,normal_scanning1.pcap,09a19cfb5ba3ade6475b9dde2f32abf2c0e86d9cfffadbc6d17e9b6280e36693,ToN-reconnaissance_scan,ton:ckbt_0a5ba1d4f182423d558d,533093,1,True
fit_attack,normal_scanning1.pcap,09a408e9b956623a20f8b6dfb180825dd30e350b4bc5b28aa40d273e3269e545,ToN-reconnaissance_scan,ton:ckbt_3316fb34b840ce095206,539156,1,True
fit_attack,normal_scanning1.pcap,09c3626e843baa227dbe7e645b3f828784f0fab14d76d2af27de10f23c92a430,ToN-reconnaissance_scan,ton:ckbt_051c3f1c146a5d674477,8977,1,True
fit_attack,normal_scanning1.pcap,09c8c87440bc81e069d0be8244a861c8cc5d8f1edaed1324e4cfeb33dcd47117,ToN-reconnaissance_scan,ton:ckbt_2b35548377441f3f51b8,458553,1,True
fit_attack,normal_scanning1.pcap,09d9dfb737698401856cb85097f92ba735946bbaf376577aa4e1992858f247d9,ToN-reconnaissance_scan,ton:ckbt_1f26f50b1fae1d4019ad,13706,1,True
fit_attack,normal_scanning1.pcap,09ee384378713b34085d8806bb3d0303c50d58aee03ac3ee861bf57ef4cbcd90,ToN-reconnaissance_scan,ton:ckbt_1e7d07c6f74fb31853c3,444265,1,True
fit_attack,normal_scanning1.pcap,0a357016374530dca3a16d975e55916f8f18971968f484faef17c5bb15aa859d,ToN-reconnaissance_scan,ton:ckbt_1d6a4b522d2a49ba526f,497936,1,True
fit_attack,normal_scanning1.pcap,0a36fe7690ee0a0dd4a65e52ca297d1d954d0fe510eab0c565b92ca27fb4056b,ToN-reconnaissance_scan,ton:ckbt_052fd60fa26f13c6e548,559020,1,True
fit_attack,normal_scanning1.pcap,0a47c00aa52f9ec4df2b5ebb6accd7bda25681aab5c2bda8c59eeaeb733f3f1f,ToN-reconnaissance_scan,ton:ckbt_055fc479cb29969d2ef8,543221,1,True
fit_attack,normal_scanning1.pcap,0a5c0f967a4a4d69d565086614240251c3f630cfa137fa26801b7a1f951832a0,ToN-reconnaissance_scan,ton:ckbt_31939d1dc8c4bdc8db7c,166475,1,True
fit_attack,normal_scanning1.pcap,0a76e96d0e47d549906d38891eb3af0388b084945c599e79d344bfbc138ed2fd,ToN-reconnaissance_scan,ton:ckbt_2235e0245d3429ba3b40,451051,1,True
fit_attack,normal_scanning1.pcap,0aa965d5dece81a18ffd9d80db0444e3875ceb5fd10f7d8b1e19d4df458cb053,ToN-reconnaissance_scan,ton:ckbt_0fc6f91bff17b0ab6f52,34974,1,True
fit_attack,normal_scanning1.pcap,0ad87ce139e130a258fb64594959972a312862475e810874a2248c8d8dd56b9e,ToN-reconnaissance_scan,ton:ckbt_0159df42b79213362b28,547183,1,True
fit_attack,normal_scanning1.pcap,0ae96e77f3e5c82b639f4d492b8db8790c3c55d1b359299ca2d1ad3e6349754d,ToN-reconnaissance_scan,ton:ckbt_1b492649c8d2dee66432,478354,1,True
fit_attack,normal_scanning1.pcap,0b0b418f4f04cf4c2b54fc00748746544619945bee6849f3f940d68306463a85,ToN-reconnaissance_scan,ton:ckbt_03e61a4f8f2e9844ef09,546911,1,True
fit_attack,normal_scanning1.pcap,0b46fd6a5a19bc3d7fc398155bc3eb0bfbc0a479521e3f37f876b4c248ce73cd,ToN-reconnaissance_scan,ton:ckbt_2f95c73f2dadedf66118,16286,1,True
fit_attack,normal_scanning1.pcap,0b5c3c50ccf4bfefdd575b274822c60ece453432f669064bce9c10a579ee0276,ToN-reconnaissance_scan,ton:ckbt_07803caa040dee278dee,531304,1,True
fit_attack,normal_scanning1.pcap,0b7c5982237687884e2c11eb6a326ff5a59dd357548f14ed361dd0cd4cbaef07,ToN-reconnaissance_scan,ton:ckbt_31e2d08ad0b4e5a6f2c0,17746,1,True
fit_attack,normal_scanning1.pcap,0babbb12c3062dc519e2972b751071f1846e630dcfe992e77d15b99b4d2f09a8,ToN-reconnaissance_scan,ton:ckbt_1f97d54b311514bc45b7,6991,1,True
fit_attack,normal_scanning1.pcap,0bb5d5b56003944b461ee4b8a03a75005cd308d5e585042ee2ffe4e82c099dd3,ToN-reconnaissance_scan,ton:ckbt_0e0d49c3279acd20dc08,455467,1,True
fit_attack,normal_scanning1.pcap,0bc93a91d6ddb0f3e82ff10cbafde0d7480da9716a887f02e40d2883d05d0bc4,ToN-reconnaissance_scan,ton:ckbt_0437970b8a1fb798d9cd,482451,1,True
fit_attack,normal_scanning1.pcap,0c451ea4fa7d3cc6e6527bdaf01d71f6f9de3761b67f467263696196cb49c1fa,ToN-reconnaissance_scan,ton:ckbt_1e59864a0b9f2f59fb78,6817,1,True
fit_attack,normal_scanning1.pcap,0c46077d123bbbe0aa474ca4732511e61bbce7944d555083b1bb2368e70d7780,ToN-reconnaissance_scan,ton:ckbt_245be7beb2546b7abc3e,451289,1,True
fit_attack,normal_scanning1.pcap,0c5af406d5e302ada570864983816abc08c501041e78037d1c1803aa6e2c32c9,ToN-reconnaissance_scan,ton:ckbt_24eea45bd40ee2cd3c4e,491066,1,True
fit_attack,normal_scanning1.pcap,0c63e50c5f25a5d7013645344ca21ea57e98edba32dde2a40d980229a50e2f78,ToN-reconnaissance_scan,ton:ckbt_0af59af1db909c9f6632,453881,1,True
fit_attack,normal_scanning1.pcap,0c6d36283a02d54152d64aaadabe05c1299abc57d572c918a74898d1a6f4a56f,ToN-reconnaissance_scan,ton:ckbt_2a82b570be2ae153165a,18112,1,True
fit_attack,normal_scanning1.pcap,0c8bad6f511e4640e7b52538faeef6a2f2e7cfef7273ae383bcf95ac093ebb96,ToN-reconnaissance_scan,ton:ckbt_20d4e723df7389aa5612,542621,1,True
fit_attack,normal_scanning1.pcap,0c8f7739b089aa3c80113a7bf17a5abd86e71d484498e4b9825688880a210d7e,ToN-reconnaissance_scan,ton:ckbt_019f25ce345ae5a99268,479995,1,True
fit_attack,normal_scanning1.pcap,0c92dffb8c9c98907bbf188aeb5d744effac5293a0b2f1d47f1d9870da25af10,ToN-reconnaissance_scan,ton:ckbt_080be28952714b474021,460727,1,True
fit_attack,normal_scanning1.pcap,0cec4338219570a743e6417a75b72101a17f5c3cd98fbdb0de2198089f6dbe5e,ToN-reconnaissance_scan,ton:ckbt_2bed46ccaf0bc821b4f3,547848,1,True
fit_attack,normal_scanning1.pcap,0cfab0dd24b1397586181f86bd52c14fa65db5ce4868086f32ea4252e285d8c3,ToN-reconnaissance_scan,ton:ckbt_129d60c6bd47713ee493,542768,1,True
fit_attack,normal_scanning1.pcap,0d0af2413d05bb19ac37c5f126d13c1f645075b438fb7164c2bdf69f4a0cb8f3,ToN-reconnaissance_scan,ton:ckbt_1730d9e6e09114c43cf3,466784,1,True
fit_attack,normal_scanning1.pcap,0d177faa879edf0c08e2b4f62f70a01f46f7668d2999d90cd13926d70f325961,ToN-reconnaissance_scan,ton:ckbt_2cfe35d44b819e8d82fb,3623,1,True
fit_attack,normal_scanning1.pcap,0d1f6e76e7898c1fa65f2c0a5e42eca0268521a3b308c4618c2ada3d469b26b6,ToN-reconnaissance_scan,ton:ckbt_297f1a1b123b3ee3987f,10621,1,True
fit_attack,normal_scanning1.pcap,0d39efc0254bbef05a9beb11efbc6d51a6f65b13e38723d7be2fd0bd9576e42f,ToN-reconnaissance_scan,ton:ckbt_04f69e1d0b1b047243d3,544242,1,True
fit_attack,normal_scanning1.pcap,0d42ea4735f02a816c38339a773a4bece84bdfbe94308d4aff62be2a8eff114c,ToN-reconnaissance_scan,ton:ckbt_1ea3675064bc3c8bd49a,558421,1,True
fit_attack,normal_scanning1.pcap,0d5a6111109e609901916488814ef7645315323fb8387a1b0d6449112e64f306,ToN-reconnaissance_scan,ton:ckbt_14d396cccc796fc99e9e,443922,1,True
fit_attack,normal_scanning1.pcap,0d5dc3e723c7bda8634a89aa10fa45b25ebd909127250f9d69ff1db8687663be,ToN-reconnaissance_scan,ton:ckbt_3240b191cb4ab25d13e5,1812,1,True
fit_attack,normal_scanning1.pcap,0d70a8422168f9aebea4e0fed871a832d82b0bdff2f0b22d0d716c3124ea1fa9,ToN-reconnaissance_scan,ton:ckbt_1067d6ae276791fd7b73,468169,1,True
fit_attack,normal_scanning1.pcap,0d71f57e397637dd3d1e8230e1f03fb391a65d0f267bbbf05785e60bcc7b86be,ToN-reconnaissance_scan,ton:ckbt_2d4498f7b527f44e7469,545967,1,True
fit_attack,normal_scanning1.pcap,0daf3b8704ad5c6c5c68a23265466028a483333f367326100b9c8138d20a6f7d,ToN-reconnaissance_scan,ton:ckbt_010bbbe05249026f725e,14110,1,True
fit_attack,normal_scanning1.pcap,0dd22103882e62728d70d84e6e3b2160a32bd464c31f781228e9eb49420d9a30,ToN-reconnaissance_scan,ton:ckbt_08120b54aedb58d34bd1,456757,1,True
fit_attack,normal_scanning1.pcap,0de28f2471c3160a3d79cb838864bcba43bd13c348e9156450f9044484d00ab0,ToN-reconnaissance_scan,ton:ckbt_1f11424669f91f32f360,492123,1,True
fit_attack,normal_scanning1.pcap,0e01dffecb720ef3cb443e77fe3b42e6e1b7b88029f309a8ccb38fd74aa2e765,ToN-reconnaissance_scan,ton:ckbt_0b9b020a1fa4d1c089b3,413820,1,True
fit_attack,normal_scanning1.pcap,0e0e0e35691c4143d62be81d79175cda82f6254ca6aa85de21c62cee2d2a16ca,ToN-reconnaissance_scan,ton:ckbt_116a09ae9b2e96c48980,466887,1,True
fit_attack,normal_scanning1.pcap,0e234437ce85a1141540d932d50ab1297eb63f17a22596bd05405b54166c71e0,ToN-reconnaissance_scan,ton:ckbt_265c5dec63970526e668,525286,1,True
fit_attack,normal_scanning1.pcap,0e44f6d1ed89ecfbd2980a294f5e6d22228ccbba58bd9ef6b4d0cb2339117ef4,ToN-reconnaissance_scan,ton:ckbt_00d76ff88bd086879897,6433,1,True
fit_attack,normal_scanning1.pcap,0e7a2643314abc0a66e42522406f644e5dc5c205cb65cb7e5ca1742289728a2d,ToN-reconnaissance_scan,ton:ckbt_0ef09d9a1049dd78cb2a,539053,1,True
fit_attack,normal_scanning1.pcap,0e83a3fd6faee70a497327b251a851941aab6acbe8324b707e4958fb319bf872,ToN-reconnaissance_scan,ton:ckbt_06eaaea2889a3cf7baca,457786,1,True
fit_attack,normal_scanning1.pcap,0ea3e07c4caac9f30f2091b6cb0999e6dae882ad585a11d5adfa18087cf98cb1,ToN-reconnaissance_scan,ton:ckbt_14b762894e3287fa0a1f,548105,1,True
fit_attack,normal_scanning1.pcap,0f1bba611acf18fe8bcf91d8cd489cfa770fadceb5fd8afeecb7f18c33635007,ToN-reconnaissance_scan,ton:ckbt_043ee92b3ed0b27c3d0d,20057,1,True
fit_attack,normal_scanning1.pcap,0f21c5b19b43d61d12a336739d79de55ea3a31343ec069e372d3bc24c39cbcba,ToN-reconnaissance_scan,ton:ckbt_2509bb6e191d90b063b3,10695,1,True
fit_attack,normal_scanning1.pcap,0f821f553f4b60d9265d3c0aa7b049fffd48e72c8c03a71fa1c874bd481ce21d,ToN-reconnaissance_scan,ton:ckbt_1f89de28d5d16cb1fad2,521439,1,True
fit_attack,normal_scanning1.pcap,0f92233bce70ae7eb3897a979f0555c72745ea3c1d2d67d0a248a2f6a64cab8a,ToN-reconnaissance_scan,ton:ckbt_08db483c54e94fd6dd4e,540997,1,True
fit_attack,normal_scanning1.pcap,0f95871dcca8dc4b7fc1bec5e7f20463d665dc1b404215ad8fac44866baf744e,ToN-reconnaissance_scan,ton:ckbt_1b6a22cf47c78087896d,553795,1,True
fit_attack,normal_scanning1.pcap,100f6387d57fc136ff1095f44af09afdcfd2044a8a666538acd1b3ff7833b5d5,ToN-reconnaissance_scan,ton:ckbt_22e77f5fd72bc2b2a20a,459687,1,True
fit_attack,normal_scanning1.pcap,101eec150c1494497e67c5a84319ebf9c02dee229cfce975a06f24d59b83a374,ToN-reconnaissance_scan,ton:ckbt_134672abdcc2f3b78840,3842,1,True
fit_attack,normal_scanning1.pcap,10301b34036f80d3cd3a54768aecafcf9affa2680d72dd02dbfa51cc947cf93e,ToN-reconnaissance_scan,ton:ckbt_1b66f667fe360955d4f7,535555,1,True
fit_attack,normal_scanning1.pcap,103744b5140583f0327f4284a9ba04995a7d87dab58a418babdcc61044b7ac1a,ToN-reconnaissance_scan,ton:ckbt_3550dead34b327abd019,508835,1,True
fit_attack,normal_scanning1.pcap,106b9f64c3e4a302ddee29b6097175a11368f49a76ac9c54f6f4fd764b85b0f4,ToN-reconnaissance_scan,ton:ckbt_32b562a2d8db9c59255d,541032,1,True
fit_attack,normal_scanning1.pcap,10a9e0cf4393fb443396ee76e56143622f6435c49fe668ac541f44db7702cfd4,ToN-reconnaissance_scan,ton:ckbt_0ca1a99eab4fb8ba3c4d,466981,1,True
fit_attack,normal_scanning1.pcap,10ecb4917a71903effd5db6b24da6df3d384e99f32e80cab9d2e0f3b40612e3a,ToN-reconnaissance_scan,ton:ckbt_2e8b25a0db81fc995da7,533858,1,True
fit_attack,normal_scanning1.pcap,1117c2e6a0127e71a7932c0f9b247b63a0726e881830de26816b4bb9f1a4fde3,ToN-reconnaissance_scan,ton:ckbt_05492985bc532b673330,462825,1,True
fit_attack,normal_scanning1.pcap,11429ac09337e0f711db935bde012e7c9417884de3c46a77ddd6bf8ab8663cb4,ToN-reconnaissance_scan,ton:ckbt_19e8eac9f0c9885f0cfe,504850,1,True
fit_attack,normal_scanning1.pcap,114d8bd9f275986353bb4fa415110df0b4478a89129b7e8b9586a07babce37b9,ToN-reconnaissance_scan,ton:ckbt_2badcfb44549fb923e7c,476206,1,True
fit_attack,normal_scanning1.pcap,118fc7ddc69049fe8e4afe48f6062b328dfcbc2bf60e0601d786dcad6add2904,ToN-reconnaissance_scan,ton:ckbt_1a806ee920437be5c0f9,459769,1,True
fit_attack,normal_scanning1.pcap,11b4461847f038d3d77235471e2165c07d2ae12d0e5707218c4efb0280a86d00,ToN-reconnaissance_scan,ton:ckbt_1b6c33bf1b51543e769f,514797,1,True
fit_attack,normal_scanning1.pcap,11c11259669fa4abc7682777f012da5d72cfba0107e02a6936d2d3225a3865b7,ToN-reconnaissance_scan,ton:ckbt_1c504e0d855fd57352b9,547048,1,True
fit_attack,normal_scanning1.pcap,11d79f8c088a1aef3dd601283e5bd21114e88ac6f6fa173e43e9ed47f09b46fb,ToN-reconnaissance_scan,ton:ckbt_2ec25f16a0c08d69e255,457399,1,True
fit_attack,normal_scanning1.pcap,11e60c802eff93058c6834b40b125469c61d45b04770be1c508db629aae01994,ToN-reconnaissance_scan,ton:ckbt_0085289267e77f37d7a5,465944,1,True
fit_attack,normal_scanning1.pcap,121aec1af9b40a4c22790d9bbbe8c8a71f30cd1c564bbda1e753d912c70f43e0,ToN-reconnaissance_scan,ton:ckbt_25ca7d96a02a0cb33651,559386,1,True
fit_attack,normal_scanning1.pcap,1232c7f492414966b7e371e7dc0080fd18330f909bdfe176b39657e75f3db2df,ToN-reconnaissance_scan,ton:ckbt_0be6603d01a58bfc833f,471627,1,True
fit_attack,normal_scanning1.pcap,123ea970d0a7cea02c158c57e971cdb0f302dffa31fccc139bcd32a02a0f7feb,ToN-reconnaissance_scan,ton:ckbt_1f16086bb7e06e778ad7,18686,1,True
fit_attack,normal_scanning1.pcap,124c2c2af6e9202cd162d0cf072b09870cb66babd06244167e7d16bf7c616982,ToN-reconnaissance_scan,ton:ckbt_1788156ac76d5982992e,516052,1,True
fit_attack,normal_scanning1.pcap,1287173f9af19337c5766ac206cda3953f199e585293e5ba0394dcfc90c4f619,ToN-reconnaissance_scan,ton:ckbt_1246f7436a91aa557ffb,535553,1,True
fit_attack,normal_scanning1.pcap,12ac08b23889d0e22e4b8f4aca500b15255c2c14b3046a9b09654954c01514bb,ToN-reconnaissance_scan,ton:ckbt_26976faa7174af2d617f,460588,1,True
fit_attack,normal_scanning1.pcap,12b19d82006cbebf09840ace9923d6d404d3cb1711774b198f4ff11c64a92eb5,ToN-reconnaissance_scan,ton:ckbt_0de78d6efc388fe6186e,455992,1,True
fit_attack,normal_scanning1.pcap,12bac5109f14669f0ed90be01f600dd2d539d2db23a64342d36d6a785b18868f,ToN-reconnaissance_scan,ton:ckbt_24d08cea45ace0c7a60e,16154,1,True
