uid,role,source_group,attack_family,label_metric_only,score,p2_hard,m7_hard,tail_margin_score,tail_margin_tau_normal,tail_margin_tau_attack,quadrant
ton:ton_normal:normal_2:1021502,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.383523527299985e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1022064,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.86556231812574e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1023409,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.423943316098303e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:102371,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0004197751986794,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:102411,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0004765829653479,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1024312,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.894757775124162e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1024998,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.886105206329376e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1025229,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.120730490190908e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1025682,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.673213258385658e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1026014,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.186442624311894e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1026482,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.139567216858268e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1026887,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.187071944121271e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1027458,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.0138394795358181,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1028831,aux_normal_select,normal_2.pcap,benign,0,0.504751980304718,True,False,0.0003315147478133,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1028921,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.51370714372024e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1030404,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0149339865893125,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1030784,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.485219975933433e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1031033,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.29807429201901e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1031500,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.91810268512927e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1031641,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.276323933387175e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1033784,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0099814869463443,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1033985,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.349118823185563e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1034263,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.0102604981511831,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1034480,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.394886440830305e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1035092,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.045922731980681e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1035106,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.965374243212864e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1035714,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.371875835815445e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1035855,aux_normal_select,normal_2.pcap,benign,0,0.504751980304718,True,False,0.0001097533604479,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1036512,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.338371844729409e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1037791,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001079318317351,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1037818,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001134772028308,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1039130,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.360554107232019e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1039253,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.718219810863957e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1039535,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.385935507249087e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1040077,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.122142415028065e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:104087,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0004853777354583,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1041437,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.422933074645698e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1041542,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.167918374761939e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1041559,aux_normal_select,normal_2.pcap,benign,0,0.504751980304718,True,False,0.0004750953521579,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1041675,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.773169636493549e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1041911,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001239854464074,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1042113,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.941333024064079e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1042973,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,5.8290235756430775e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1043036,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0088513866066932,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1043396,aux_normal_select,normal_2.pcap,benign,0,0.504751980304718,True,False,0.0007591375615447,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1043514,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.196689643431456e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1043994,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.192805449245498e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1044205,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.0541559942066669,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1044266,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0151259750127792,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1044905,aux_normal_select,normal_2.pcap,benign,0,4.4016546780767385e-06,False,False,0.028550773859024,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1044916,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.635143992956728e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1045426,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.0541759012266994e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1045677,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0002146232000086,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1046147,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.874679042492062e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1046497,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.781413685530424e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1046875,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.196316775865853e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1047046,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.136101289186628e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1047159,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.92970386100933e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1047309,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.917966675246134e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1047322,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.731454777764156e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1048098,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.235286077251658e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1048779,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.347101927734911e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1048784,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.010612147860229,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1049530,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.45897923479788e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1050554,aux_normal_select,normal_2.pcap,benign,0,5.257340340847349e-09,False,False,0.0334270410239696,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1050839,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.546655251644552e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1051138,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.000107091414975,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1051707,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.113545820582658e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:10520,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0035597314126789,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1052219,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.612096331082284e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1052744,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.716864299960434e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1053099,aux_normal_select,normal_2.pcap,benign,0,4.886852821073262e-06,False,False,0.0743746533989906,0.9713226556777954,1.0000000000000002,P2_NORMAL__M7_NORMAL
ton:ton_normal:normal_2:1054049,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001068869969458,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1054282,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001042352669173,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1054350,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.000105289829662,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1054732,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.5123793319799e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1055668,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.584912236779928e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1056180,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.99617700977251e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1056567,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.582462760386989e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:105719,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0006042013992555,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1057402,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.16934266872704e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1057691,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.958784019341692e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1057702,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,8.259080641437322e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1058030,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.239716018782929e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1058357,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.752218905603513e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:105858,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0003101486654486,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1059952,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,5.731798955821432e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1061263,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0001313398970523,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1061776,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.916534766787663e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1061997,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.424235809594393e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:106208,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0005797071498818,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:10631,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.001567953499034,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1063166,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.728163862135261e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:106400,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0005651502870023,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:106402,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,0.0008970496128313,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1064812,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.22501499694772e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1065821,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.495538400486112e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1065848,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.012096855556592e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1065980,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,7.042384095257148e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1068202,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,6.47139095235616e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1068264,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,5.797904304927215e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
ton:ton_normal:normal_2:1068499,aux_normal_select,normal_2.pcap,benign,0,0.065159872174263,True,False,9.13277908693999e-05,0.9713226556777954,1.0000000000000002,P2_HARD__M7_NORMAL
