csv_member,segment_id,label,segment_start_row,segment_end_row,segment_rows,first_attack_row,phase_at_start
processed/iotsim-air-quality-1.csv,43,TCP Scan,5100,5107,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,44,Telnet Brute Force,5108,5115,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,45,TCP Scan,5116,5118,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,46,Telnet Brute Force,5119,5136,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,47,TCP Scan,5137,5179,43,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,48,Telnet Brute Force,5180,5187,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,49,TCP Scan,5188,5191,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,50,Telnet Brute Force,5192,5199,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,51,TCP Scan,5200,5200,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,52,Telnet Brute Force,5201,5218,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,53,TCP Scan,5219,5235,17,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,54,Telnet Brute Force,5236,5282,47,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,55,TCP Scan,5283,5299,17,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,56,Telnet Brute Force,5300,5314,15,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,57,TCP Scan,5315,5354,40,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,58,Telnet Brute Force,5355,5402,48,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,59,TCP Scan,5403,5404,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,60,Telnet Brute Force,5405,5405,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,61,TCP Scan,5406,5407,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,62,Telnet Brute Force,5408,5408,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,63,TCP Scan,5409,5412,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,64,Telnet Brute Force,5413,5414,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,65,TCP Scan,5415,5416,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,66,Telnet Brute Force,5417,5417,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,67,TCP Scan,5418,5420,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,68,Telnet Brute Force,5421,5425,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,69,TCP Scan,5426,5449,24,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,70,Telnet Brute Force,5450,5512,63,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,71,TCP Scan,5513,5520,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,72,Telnet Brute Force,5521,5538,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,73,TCP Scan,5539,5542,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,74,Telnet Brute Force,5543,5543,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,75,TCP Scan,5544,5547,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,76,Telnet Brute Force,5548,5552,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,77,TCP Scan,5553,5568,16,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,78,Telnet Brute Force,5569,5584,16,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,79,TCP Scan,5585,5585,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,80,Telnet Brute Force,5586,5591,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,81,TCP Scan,5592,5596,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,82,Telnet Brute Force,5597,5605,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,83,TCP Scan,5606,5608,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,84,Telnet Brute Force,5609,5612,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,85,TCP Scan,5613,5613,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,86,Telnet Brute Force,5614,5616,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,87,TCP Scan,5617,5617,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,88,Telnet Brute Force,5618,5620,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,89,TCP Scan,5621,5623,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,90,Telnet Brute Force,5624,5636,13,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,91,TCP Scan,5637,5637,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,92,Telnet Brute Force,5638,5645,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,93,TCP Scan,5646,5657,12,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,94,Telnet Brute Force,5658,5660,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,95,TCP Scan,5661,5662,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,96,Telnet Brute Force,5663,5668,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,97,TCP Scan,5669,5671,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,98,Telnet Brute Force,5672,5674,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,99,TCP Scan,5675,5676,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,100,Telnet Brute Force,5677,5688,12,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,101,TCP Scan,5689,5691,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,102,Telnet Brute Force,5692,5721,30,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,103,TCP Scan,5722,5746,25,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,104,Telnet Brute Force,5747,5762,16,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,105,Telnet Brute Force,5767,5787,21,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,106,TCP Scan,5788,5921,134,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,107,Telnet Brute Force,5922,5936,15,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,108,TCP Scan,5937,6011,75,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,109,Telnet Brute Force,6012,6020,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,110,TCP Scan,6021,6028,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,111,Telnet Brute Force,6029,6029,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,112,TCP Scan,6030,6032,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,113,Telnet Brute Force,6033,6033,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,114,TCP Scan,6034,6035,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,115,Telnet Brute Force,6036,6039,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,116,TCP Scan,6040,6043,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,117,Telnet Brute Force,6044,6063,20,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,118,TCP Scan,6064,6064,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,119,Telnet Brute Force,6065,6092,28,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,120,TCP Scan,6093,6161,69,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,121,Telnet Brute Force,6162,6185,24,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,122,TCP Scan,6186,6191,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,123,Telnet Brute Force,6192,6200,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,124,TCP Scan,6201,6203,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,125,Telnet Brute Force,6204,6215,12,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,126,TCP Scan,6216,6286,71,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,127,Telnet Brute Force,6287,6288,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,128,TCP Scan,6289,6289,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,129,Telnet Brute Force,6290,6321,32,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,130,TCP Scan,6322,6353,32,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,131,Telnet Brute Force,6354,6371,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,132,TCP Scan,6372,6382,11,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,133,TCP Scan,6391,6428,38,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,134,Telnet Brute Force,6429,6440,12,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,135,TCP Scan,6441,6442,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,136,Telnet Brute Force,6443,6445,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,137,TCP Scan,6446,6446,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,138,Telnet Brute Force,6447,6449,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,139,TCP Scan,6450,6457,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,140,Telnet Brute Force,6458,6458,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,141,TCP Scan,6459,6463,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,142,Telnet Brute Force,6464,6467,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,143,TCP Scan,6468,6471,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,144,Telnet Brute Force,6472,6476,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,145,TCP Scan,6477,6477,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,146,Telnet Brute Force,6478,6479,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,147,TCP Scan,6480,6482,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,148,Telnet Brute Force,6483,6484,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,149,TCP Scan,6485,6485,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,150,Telnet Brute Force,6486,6510,25,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,151,Ingress Tool Transfer,6511,6524,14,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,152,Telnet Brute Force,6525,6527,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,153,TCP Scan,6528,6551,24,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,154,Telnet Brute Force,6552,6572,21,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,155,TCP Scan,6573,6587,15,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,156,Ingress Tool Transfer,6588,6676,89,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,157,TCP Scan,6677,6713,37,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,158,Telnet Brute Force,6714,6775,62,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,159,TCP Scan,6776,6783,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,160,Telnet Brute Force,6784,6784,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,161,TCP Scan,6785,6802,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,162,Ingress Tool Transfer,6803,6804,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,163,TCP Scan,6805,6805,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,164,Ingress Tool Transfer,6806,6808,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,165,TCP Scan,6809,6848,40,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,166,Telnet Brute Force,6849,6911,63,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,167,TCP Scan,6912,6912,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,168,Telnet Brute Force,6913,6921,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,169,TCP Scan,6922,6925,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,170,Telnet Brute Force,6926,6931,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,171,TCP Scan,6932,6947,16,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,172,Telnet Brute Force,6948,6950,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,173,TCP Scan,6951,6953,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,174,Telnet Brute Force,6954,6955,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,175,TCP Scan,6956,6959,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,176,Telnet Brute Force,6960,6961,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,177,TCP Scan,6962,6963,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,178,Telnet Brute Force,6964,6969,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,179,TCP Scan,6970,6976,7,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,180,Telnet Brute Force,6977,6978,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,181,TCP Scan,6979,7033,55,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,182,Telnet Brute Force,7034,7065,32,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,183,TCP Scan,7066,7075,10,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,184,Telnet Brute Force,7076,7081,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,185,TCP Scan,7082,7083,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,186,Telnet Brute Force,7084,7090,7,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,187,TCP Scan,7091,7094,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,188,Telnet Brute Force,7095,7098,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,189,TCP Scan,7099,7106,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,190,Telnet Brute Force,7107,7123,17,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,191,TCP Scan,7124,7128,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,192,Telnet Brute Force,7129,7131,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,193,TCP Scan,7132,7161,30,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,194,Telnet Brute Force,7162,7165,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,195,TCP Scan,7166,7167,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,196,Telnet Brute Force,7168,7171,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,197,TCP Scan,7172,7172,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,198,Telnet Brute Force,7173,7173,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,199,TCP Scan,7174,7174,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,200,Telnet Brute Force,7175,7175,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,201,TCP Scan,7176,7176,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,202,Telnet Brute Force,7177,7177,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,203,TCP Scan,7178,7178,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,204,Telnet Brute Force,7179,7179,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,205,TCP Scan,7180,7193,14,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,206,Telnet Brute Force,7194,7201,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,207,TCP Scan,7202,7202,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,208,Telnet Brute Force,7203,7203,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,209,TCP Scan,7204,7204,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,210,Telnet Brute Force,7205,7211,7,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,211,TCP Scan,7212,7212,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,212,Telnet Brute Force,7213,7214,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,213,TCP Scan,7215,7215,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,214,Telnet Brute Force,7216,7218,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,215,TCP Scan,7219,7219,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,216,Telnet Brute Force,7220,7222,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,217,TCP Scan,7223,7231,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,218,Telnet Brute Force,7232,7232,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,219,TCP Scan,7233,7247,15,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,220,Telnet Brute Force,7248,7250,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,221,TCP Scan,7251,7263,13,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,222,Telnet Brute Force,7264,7265,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,223,TCP Scan,7266,7270,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,224,Telnet Brute Force,7271,7278,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,225,TCP Scan,7279,7279,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,226,Telnet Brute Force,7280,7281,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,227,TCP Scan,7282,7290,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,228,Telnet Brute Force,7291,7308,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,229,TCP Scan,7309,7342,34,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,230,Telnet Brute Force,7343,7352,10,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,231,TCP Scan,7353,7361,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,232,Telnet Brute Force,7362,7369,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,233,TCP Scan,7370,7374,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,234,Telnet Brute Force,7375,7380,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,235,TCP Scan,7381,7515,135,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,236,Telnet Brute Force,7516,7516,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,237,TCP Scan,7517,7519,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,238,Telnet Brute Force,7520,7524,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,239,TCP Scan,7525,7525,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,240,Telnet Brute Force,7526,7534,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,241,TCP Scan,7535,7551,17,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,242,Telnet Brute Force,7552,7623,72,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,243,TCP Scan,7624,7668,45,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,244,Telnet Brute Force,7669,7669,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,245,TCP Scan,7670,7673,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,246,Telnet Brute Force,7674,7676,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,247,TCP Scan,7677,7679,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,248,Telnet Brute Force,7680,7681,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,249,TCP Scan,7682,7684,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,250,Telnet Brute Force,7685,7693,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,251,TCP Scan,7694,7725,32,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,252,Telnet Brute Force,7726,7731,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,253,TCP Scan,7732,7745,14,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,254,Telnet Brute Force,7746,7754,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,255,TCP Scan,7755,7756,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,256,Telnet Brute Force,7757,7757,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,257,TCP Scan,7758,7759,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,258,Telnet Brute Force,7760,7765,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,259,TCP Scan,7766,7769,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,260,Telnet Brute Force,7770,7773,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,261,TCP Scan,7774,7774,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,262,Telnet Brute Force,7775,7791,17,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,263,TCP Scan,7792,7796,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,264,Telnet Brute Force,7797,7799,3,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,265,TCP Scan,7800,7800,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,266,Telnet Brute Force,7801,7801,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,267,TCP Scan,7802,7822,21,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,268,Telnet Brute Force,7823,7831,9,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,269,TCP Scan,7832,7888,57,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,270,Telnet Brute Force,7889,7890,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,271,TCP Scan,7891,7894,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,272,Telnet Brute Force,7895,7896,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,273,TCP Scan,7897,7902,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,274,Telnet Brute Force,7903,7943,41,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,275,TCP Scan,7944,7994,51,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,276,Telnet Brute Force,7995,8021,27,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,277,TCP Scan,8022,8072,51,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,278,TCP Scan,8077,8183,107,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,279,Telnet Brute Force,8184,8201,18,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,280,TCP Scan,8202,8217,16,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,281,Telnet Brute Force,8218,8218,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,282,TCP Scan,8219,8226,8,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,283,Telnet Brute Force,8227,8231,5,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,284,TCP Scan,8232,8294,63,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,285,Telnet Brute Force,8295,8295,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,286,TCP Scan,8296,8296,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,287,Telnet Brute Force,8297,8300,4,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,288,TCP Scan,8301,8302,2,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,289,Telnet Brute Force,8303,8308,6,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,290,TCP Scan,8309,8309,1,2636,late_2000_10000
processed/iotsim-air-quality-1.csv,291,Telnet Brute Force,8310,8312,3,2636,late_2000_10000
