seed,active_label_budget,label,input_rows,file_count,split_rule,fallback,holdout_file,train_rows,val_rows,pseudo_rows,train_hash,val_hash,pseudo_hash,base_support_selector,base_support_hash,base_support_pool_role,base_support_pool_size,base_support_size,base_selector_scaler_fit_roles,base_distance_metric,base_start_rule,base_uses_final_ood,base_uses_attack_eval,base_selected_indices_sha256,active_selector,active_budget,active_candidate_count,active_uncovered_candidate_count,active_support_val_p95_radius,active_uses_candidate_labels_for_selection,active_uses_query_labels_for_selection
44,128,medium_attack_support,128,3,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-combined-cycle-10.csv,70,24,34,7a6ac21ba47ff575c6ae657789a10a7cca29c0c6be1ff01a43db6e5091519294,431874c7ba8bdb28835df47eb66cac2c320766617072eedf13c9df196249d91c,6202c8736e9da5ea789dc4c95fc1bee84b52ebc736ccd7a9d089e710825be641,old_kcenter128,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,attack_support,2250,128,attack_support,euclidean_after_selector_local_standard_scaler,closest_to_attack_support_centroid,False,False,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,,,,,,,
44,128,active_heavy_attack_support,128,2,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-ip-camera-museum-1.csv,50,17,61,f99fa7df558352ad3774fe14f287e53b423cee03a16678705711948356b3a5b7,34971e37cc891d54f2b9260a12e77132746f456fffb9c0f7920d00b9b2cd2454,3824919b510406861d060763f49c83dca3fe0dbad8d0f1d90fb86ccd288e4b59,,,,,,,,,,,,coverage_aware_uncovered_first_farthest_first_feature_only,128,2000,1756,51.36540603637695,False,False
45,64,medium_attack_support,128,3,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-air-quality-1.csv,75,25,28,318a468d65be2ae15215ed3d8a088676f19b89eead9074bad84017fb1e7b82af,60496313b9910caac67fbe6a404a4eed4f02e09f996629d67f1be7d9873fa5d6,a9adc52ddbd75db5abf8b6e96cb3f31a3c947d3d6ec2fabfb81b3e207181853a,old_kcenter128,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,attack_support,2250,128,attack_support,euclidean_after_selector_local_standard_scaler,closest_to_attack_support_centroid,False,False,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,,,,,,,
45,64,active_heavy_attack_support,64,2,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-ip-camera-street-1.csv,46,16,2,0238816d922609e64fd3edd304cd880e7251f38d53178c203dae6f66652107ef,fd1ec1933a92777a46394828de1b6f25f8fcee70a5df703c1ef7a54cc70dc50b,6ed00ec9da4a420eb556729df6db22586741a5606050d1c6c51b29b5efc63e12,,,,,,,,,,,,coverage_aware_uncovered_first_farthest_first_feature_only,128,2000,1756,10.780342102050781,False,False
45,128,medium_attack_support,128,3,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-air-quality-1.csv,75,25,28,318a468d65be2ae15215ed3d8a088676f19b89eead9074bad84017fb1e7b82af,60496313b9910caac67fbe6a404a4eed4f02e09f996629d67f1be7d9873fa5d6,a9adc52ddbd75db5abf8b6e96cb3f31a3c947d3d6ec2fabfb81b3e207181853a,old_kcenter128,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,attack_support,2250,128,attack_support,euclidean_after_selector_local_standard_scaler,closest_to_attack_support_centroid,False,False,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,,,,,,,
45,128,active_heavy_attack_support,128,2,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-ip-camera-street-1.csv,46,16,66,0238816d922609e64fd3edd304cd880e7251f38d53178c203dae6f66652107ef,fd1ec1933a92777a46394828de1b6f25f8fcee70a5df703c1ef7a54cc70dc50b,ad9650a63b7c5fd6e87e2374ba06656365f3d4873f9263a0632e8eadafcd7200,,,,,,,,,,,,coverage_aware_uncovered_first_farthest_first_feature_only,128,2000,1756,10.780342102050781,False,False
46,64,medium_attack_support,128,3,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-city-power-1.csv,46,16,66,c45f3480b7e5cd5c9209915aa7105dd9b9f760425906e199e432c6b02c16545b,129a053608ce663924b5ee0ba1c92f506a3579fa84a9d254ffd795b95314dcfd,02db849f69b5de5a134ce31dc10d62a5e29ea49cdefba0adaffc57682450d12f,old_kcenter128,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,attack_support,2250,128,attack_support,euclidean_after_selector_local_standard_scaler,closest_to_attack_support_centroid,False,False,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,,,,,,,
46,64,active_heavy_attack_support,64,1,leave_one_file_pseudo_query_then_seeded_75_25_train_val,single_file_seeded_pseudo,processed/iotsim-ip-camera-museum-1.csv,48,12,4,2f441c08c7e9df7d88f418bdb6a91dddf8f976b11a36293852263542a2549e37,6b40fe35ea3a2d70cec376f693a4b5726b5802d4a09021fc64e8522a5528409a,9b653e3363ba87fcd9b970a4c415410c0f9484e6c44bb564d779520507467d12,,,,,,,,,,,,coverage_aware_uncovered_first_farthest_first_feature_only,128,2000,1789,7.08621883392334,False,False
46,128,medium_attack_support,128,3,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-city-power-1.csv,46,16,66,c45f3480b7e5cd5c9209915aa7105dd9b9f760425906e199e432c6b02c16545b,129a053608ce663924b5ee0ba1c92f506a3579fa84a9d254ffd795b95314dcfd,02db849f69b5de5a134ce31dc10d62a5e29ea49cdefba0adaffc57682450d12f,old_kcenter128,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,attack_support,2250,128,attack_support,euclidean_after_selector_local_standard_scaler,closest_to_attack_support_centroid,False,False,7dddf35a55dc4ba20aad5876d2cb041b09ea6d5292babc7cd5552eb0d1a855c2,,,,,,,
46,128,active_heavy_attack_support,128,2,leave_one_file_pseudo_query_then_seeded_75_25_train_val,none,processed/iotsim-ip-camera-museum-1.csv,48,16,64,c829ada5096c918e62dee0a7c605d42dee665e82757404edad1d0042c43e85f5,bdd4ac89f8b16ab422f9b7af6514767b4321d3231b779ab07748e05de075e5ca,7213e46ec6c4fa12471c4fb56839d2443742d09896803186250b0eb1b23a5d33,,,,,,,,,,,,coverage_aware_uncovered_first_farthest_first_feature_only,128,2000,1789,7.08621883392334,False,False
