strategy,state_id,role,split_role,pcap_member,csv_member,packet_index,recorded_index,packet_timestamp_epoch,binary_label_from_alignment,attack_type_from_raw_path,warmup_only,model_ready_hint
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644568,15,1737235770.533367,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644569,16,1737235770.533382,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644570,17,1737235770.533393,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644571,18,1737235770.533409,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644572,19,1737235770.533421,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644573,20,1737235770.533433,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644574,21,1737235770.533449,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644575,22,1737235770.533461,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644576,23,1737235770.533473,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644577,24,1737235770.571420,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644578,25,1737235770.571478,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644579,26,1737235770.573682,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644580,27,1737235770.573707,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644581,28,1737235770.575212,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644582,29,1737235770.575369,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644583,30,1737235770.576992,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644584,31,1737235770.579419,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644585,32,1737235770.579445,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644586,33,1737235770.579453,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644587,34,1737235770.579486,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644588,35,1737235770.584011,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644589,36,1737235770.584027,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644590,37,1737235770.584055,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644591,38,1737235770.596135,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644592,39,1737235770.614012,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644593,40,1737235770.614037,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644594,41,1737235770.624064,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644595,42,1737235770.648304,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644596,43,1737235770.648329,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644597,44,1737235770.654355,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644598,45,1737235770.654395,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644599,46,1737235770.671332,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644600,47,1737235770.671381,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644601,48,1737235770.671427,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644602,49,1737235770.675988,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644603,50,1737235770.694731,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644604,51,1737235770.694771,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644605,52,1737235770.694805,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644606,53,1737235770.694823,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644607,54,1737235770.694838,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644608,55,1737235770.694863,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644609,56,1737235770.694881,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644610,57,1737235770.694896,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644611,58,1737235770.694920,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644612,59,1737235770.694938,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644613,60,1737235770.694960,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644614,61,1737235770.694978,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644615,62,1737235770.694994,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644616,63,1737235770.695017,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644617,64,1737235770.695034,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644618,65,1737235770.695050,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644619,66,1737235770.695074,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644620,67,1737235770.695091,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644621,68,1737235770.712354,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644622,69,1737235770.716930,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644623,70,1737235770.716980,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644624,71,1737235770.721314,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644625,72,1737235770.735216,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644626,73,1737235770.735283,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644627,74,1737235770.737521,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644628,75,1737235770.771875,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644629,76,1737235770.775644,attack,mirai-infection,false,true
reset_at_split_boundary_new_heldout_attack,new_heldout::iotsim-ip-camera-museum-1,new_heldout_attack_eval_probe,new_heldout_attack_eval_probe,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,644630,77,1737235770.775712,attack,mirai-infection,false,true
