feature_index,feature_name,finite_rate,nan_count,inf_count,std,min,max
32,HH_5_std_0,1.0,0,0,64414.28515625,0.0,523456.28125
33,HH_5_radius_0_1,1.0,0,0,67611.7890625,0.0,523456.28125
34,HH_5_magnitude_0_1,1.0,0,0,634.6491088867188,42.0,1517.1683349609375
35,HH_5_covariance_0_1,1.0,0,0,484.9604187011719,-11617.931640625,31573.873046875
36,HH_5_pcc_0_1,1.0,0,0,2582.06103515625,-1017546.8125,241824.4375
37,HH_3_weight_0,1.0,0,0,3192.95849609375,2.0,22497.078125
38,HH_3_mean_0,1.0,0,0,652.0272827148438,42.0,1514.0
39,HH_3_std_0,1.0,0,0,63527.4296875,0.0,541692.625
40,HH_3_radius_0_1,1.0,0,0,66227.0390625,0.0,541692.625
41,HH_3_magnitude_0_1,1.0,0,0,632.948486328125,42.0,1517.1458740234375
42,HH_3_covariance_0_1,1.0,0,0,521.9549560546875,-13071.5576171875,31581.5390625
43,HH_3_pcc_0_1,1.0,0,0,4195.5107421875,-1877729.125,639407.875
44,HH_1_weight_0,1.0,0,0,3169.451416015625,2.0,22500.775390625
45,HH_1_mean_0,1.0,0,0,649.0542602539062,42.0,1514.0
46,HH_1_std_0,1.0,0,0,63441.04296875,0.0,539726.125
47,HH_1_radius_0_1,1.0,0,0,66335.4609375,0.0,539726.125
48,HH_1_magnitude_0_1,1.0,0,0,630.0031127929688,42.0,1515.524658203125
49,HH_1_covariance_0_1,1.0,0,0,695.0596923828125,-12869.3623046875,31569.892578125
50,HH_1_pcc_0_1,1.0,0,0,10265.0595703125,-4737436.5,12162.9609375
51,HH_0.1_weight_0,1.0,0,0,3394.482177734375,2.0,22554.58984375
52,HH_0.1_mean_0,1.0,0,0,643.0528564453125,42.0,1514.0
53,HH_0.1_std_0,1.0,0,0,76167.1953125,0.0,532779.6875
54,HH_0.1_radius_0_1,1.0,0,0,84995.0234375,0.0,532779.6875
55,HH_0.1_magnitude_0_1,1.0,0,0,621.78173828125,42.0,1514.0
56,HH_0.1_covariance_0_1,1.0,0,0,1343.9169921875,-18644.90625,15136.390625
57,HH_0.1_pcc_0_1,1.0,0,0,0.42064401507377625,-9.417987823486328,4.65806770324707
58,HH_0.01_weight_0,1.0,0,0,14247.1328125,2.0,47607.09375
59,HH_0.01_mean_0,1.0,0,0,644.4699096679688,42.0,1514.0
60,HH_0.01_std_0,1.0,0,0,79330.453125,0.0,517719.8125
61,HH_0.01_radius_0_1,1.0,0,0,93516.53125,0.0,517719.8125
62,HH_0.01_magnitude_0_1,1.0,0,0,621.6968994140625,42.0,1514.0
63,HH_0.01_covariance_0_1,1.0,0,0,343.34326171875,-3963.59228515625,13350.1650390625
64,HH_0.01_pcc_0_1,1.0,0,0,0.2456841617822647,-6.901841163635254,4.126430988311768
65,HH_jit_5_weight,1.0,0,0,166.62217712402344,1.0,2133.2099609375
66,HH_jit_5_mean,1.0,0,0,105.9755630493164,0.0,3833.8681640625
67,HH_jit_5_std,1.0,0,0,64666.53125,0.0,3674636.0
68,HH_jit_3_weight,1.0,0,0,167.68710327148438,1.0,2133.535888671875
69,HH_jit_3_mean,1.0,0,0,105.96821594238281,0.0,3833.8681640625
70,HH_jit_3_std,1.0,0,0,64666.23046875,0.0,3674636.0
71,HH_jit_1_weight,1.0,0,0,189.4946746826172,1.0,2135.38427734375
72,HH_jit_1_mean,1.0,0,0,105.94784545898438,0.0,3833.8681640625
73,HH_jit_1_std,1.0,0,0,64665.5,0.0,3674636.0
74,HH_jit_0.1_weight,1.0,0,0,961.3892211914062,1.0,2398.593017578125
75,HH_jit_0.1_mean,1.0,0,0,105.93125915527344,0.0,3833.8681640625
76,HH_jit_0.1_std,1.0,0,0,64664.91796875,0.0,3674636.0
77,HH_jit_0.01_weight,1.0,0,0,7228.83544921875,1.0,23425.94921875
78,HH_jit_0.01_mean,1.0,0,0,104.6615982055664,0.0,3833.8681640625
79,HH_jit_0.01_std,1.0,0,0,64681.0703125,0.0,3674636.0
80,HpHp_5_weight_0,1.0,0,0,1593.066162109375,1.0,11226.2119140625
81,HpHp_5_mean_0,1.0,0,0,660.6410522460938,42.0,1514.0
82,HpHp_5_std_0,1.0,0,0,45250.37890625,0.0,523456.53125
83,HpHp_5_radius_0_1,1.0,0,0,45914.46484375,0.0,523456.53125
84,HpHp_5_magnitude_0_1,1.0,0,0,641.235595703125,42.0,1515.5263671875
85,HpHp_5_covariance_0_1,1.0,0,0,275.992431640625,-6387.64404296875,11560.5107421875
86,HpHp_5_pcc_0_1,1.0,0,0,4414.7568359375,-291098.6875,1011702.5
87,HpHp_3_weight_0,1.0,0,0,1590.1934814453125,1.0,11226.5390625
88,HpHp_3_mean_0,1.0,0,0,659.0804443359375,42.0,1514.0
89,HpHp_3_std_0,1.0,0,0,45605.453125,0.0,513235.8125
90,HpHp_3_radius_0_1,1.0,0,0,46505.5390625,0.0,513235.8125
91,HpHp_3_magnitude_0_1,1.0,0,0,639.6693115234375,42.0,1515.5263671875
92,HpHp_3_covariance_0_1,1.0,0,0,300.5582580566406,-7269.9189453125,11669.267578125
93,HpHp_3_pcc_0_1,1.0,0,0,4768.08056640625,-483681.6875,824451.5625
94,HpHp_1_weight_0,1.0,0,0,1578.863037109375,1.0,11228.3876953125
95,HpHp_1_mean_0,1.0,0,0,656.9793701171875,42.0,1514.0
96,HpHp_1_std_0,1.0,0,0,47073.59765625,0.0,523288.0
97,HpHp_1_radius_0_1,1.0,0,0,48629.56640625,0.0,523288.0
98,HpHp_1_magnitude_0_1,1.0,0,0,637.5043334960938,42.0,1515.5263671875
99,HpHp_1_covariance_0_1,1.0,0,0,421.5915832519531,-8757.888671875,11732.4287109375
100,HpHp_1_pcc_0_1,1.0,0,0,44.59765625,-7077.6826171875,2683.92626953125
101,HpHp_0.1_weight_0,1.0,0,0,1691.219482421875,1.0,11255.294921875
102,HpHp_0.1_mean_0,1.0,0,0,652.3369140625,42.0,1514.0
103,HpHp_0.1_std_0,1.0,0,0,60413.26953125,0.0,521645.21875
104,HpHp_0.1_radius_0_1,1.0,0,0,65942.453125,0.0,521645.21875
105,HpHp_0.1_magnitude_0_1,1.0,0,0,631.7103271484375,42.0,1514.0
106,HpHp_0.1_covariance_0_1,1.0,0,0,804.891845703125,-9803.408203125,11740.0869140625
107,HpHp_0.1_pcc_0_1,1.0,0,0,0.40107640624046326,-4.242554187774658,4.189850330352783
108,HpHp_0.01_weight_0,1.0,0,0,6987.888671875,1.0,23387.63671875
109,HpHp_0.01_mean_0,1.0,0,0,649.9611206054688,42.0,1514.0
110,HpHp_0.01_std_0,1.0,0,0,70462.46875,0.0,521369.75
111,HpHp_0.01_radius_0_1,1.0,0,0,79828.609375,0.0,521369.75
112,HpHp_0.01_magnitude_0_1,1.0,0,0,628.444580078125,42.0,1514.0
113,HpHp_0.01_covariance_0_1,1.0,0,0,288.09478759765625,-3791.8193359375,12468.748046875
114,HpHp_0.01_pcc_0_1,1.0,0,0,0.3329388499259949,-2.7491846084594727,3.997769594192505
