role,csv_member,target_rows,cache_status,source_cache_dir,local_x_path,cache_key,merge_allowed_now
id_benign_calib,processed/iotsim-cooler-motor-7.csv,22475,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-cooler-motor-7_id_benign_calib_3fee5af8174f_X.npy,3fee5af8174fd1ca491c2062251d0022782492fd2a4f4a28b79ef3c31ae61652,true
id_benign_calib,processed/iotsim-cooler-motor-9.csv,1693,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-cooler-motor-9_id_benign_calib_fc3c4faf6b53_X.npy,fc3c4faf6b531220b359a35311642a940c9f54194eb401b55c5681e9163ddf66,true
ood_benign_val,processed/iotsim-hydraulic-system-1.csv,3869,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-1_ood_benign_val_e7fec2e379f6_X.npy,e7fec2e379f6a4700f645a315698825ad36aa2103d266a9eb25244671fd03025,true
ood_benign_val,processed/iotsim-hydraulic-system-10.csv,2506,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-10_ood_benign_val_cd9f437147a4_X.npy,cd9f437147a4f13ff148209f282d44a605f50e39e545092720bfff43a8ea8ee2,true
ood_benign_val,processed/iotsim-hydraulic-system-2.csv,2501,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-2_ood_benign_val_1cdb3b30a205_X.npy,1cdb3b30a2056398b5510f26951e16f22a16ce3114665442f88bde628d7b596d,true
ood_benign_val,processed/iotsim-hydraulic-system-12.csv,2496,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-12_ood_benign_val_18a8cdb7b98b_X.npy,18a8cdb7b98b99073eee47226ee0c57347bcbcb6db641688f7ee761e164c736c,true
ood_benign_val,processed/iotsim-hydraulic-system-15.csv,2496,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-15_ood_benign_val_b4c01fc05c63_X.npy,b4c01fc05c63768a7f177ec70eabfb24b307b6daf3b0a655aa7f9154770a5bf5,true
ood_benign_val,processed/iotsim-hydraulic-system-13.csv,2481,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-13_ood_benign_val_0fc2a601324f_X.npy,0fc2a601324f0b3b3ab6e83ca81e072643a82330aef411e960908473c831098e,true
ood_benign_val,processed/iotsim-hydraulic-system-14.csv,2481,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-14_ood_benign_val_dca5745722ca_X.npy,dca5745722ca3dabf1712e6b8d0f468e04d87bc6cfcf971c3084b45a15a242b7,true
ood_benign_val,processed/iotsim-hydraulic-system-11.csv,2466,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-hydraulic-system-11_ood_benign_val_09a398d6fb1d_X.npy,09a398d6fb1dfb4209f74ec424f929bec5e6396dba96d22fb326669adfa83f1b,true
ood_benign_val,processed/iotsim-building-monitor-2.csv,1740,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-building-monitor-2_ood_benign_val_423f5d7e6e0a_X.npy,423f5d7e6e0ad5e7ab7064c5a11b43acf977e5d3e1e96cac333b8eb94df55c00,true
ood_benign_val,processed/iotsim-building-monitor-3.csv,964,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-building-monitor-3_ood_benign_val_5ce8e0abbbf4_X.npy,5ce8e0abbbf4f923afd00276e2efa1c2a732e9df54096e526a29482085e23ae4,true
ood_benign_stress,processed/iotsim-stream-consumer-2.csv,80000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-stream-consumer-2_ood_benign_stress_05aca9fb81b5_X.npy,05aca9fb81b51383790a84293d23db860d67505b7995a7c68e1a8aac5c6230c3,true
sealed_final_ood,processed/iotsim-ip-camera-museum-2.csv,55000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-ip-camera-museum-2_sealed_final_ood_40a3e850290a_X.npy,40a3e850290ac6d2e0f15fb22d4df0596196f0fcb7d3321e31582419541d39e8,true
attack_support_candidate_pool,processed/iotsim-city-power-1.csv,45000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-city-power-1_attack_support_candidate_pool_eca88cb925b8_X.npy,eca88cb925b84e5834d6b253cface68b7d2ab5e577cf3481fb5cae64ff5cf575,true
dev_future_attack_query,processed/iotsim-ip-camera-museum-1.csv,80000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-ip-camera-museum-1_dev_future_attack_query_51f6434dcdd4_X.npy,51f6434dcdd4788303097cb4fe5c00e52ee3503c1063f61f81ba385eb4c36cd0,true
sealed_final_attack,processed/iotsim-ip-camera-street-1.csv,35000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_500k_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-ip-camera-street-1_sealed_final_attack_ec36bcc4f5a8_X.npy,ec36bcc4f5a82808547c9d77fea7d2cadd15a2235395f341bb72fcf1289f1b8b,true
id_benign_calib,processed/iotsim-cooler-motor-5.csv,22471,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-cooler-motor-5_id_benign_calib_afe93b962694_X.npy,afe93b962694c4c57d8487b638eb82795019aef9ca832c60dca794815856d9e0,true
id_benign_calib,processed/iotsim-cooler-motor-6.csv,22468,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-cooler-motor-6_id_benign_calib_2fd27fceea6d_X.npy,2fd27fceea6dda63680248dadced04c94c176b14a809ed4b5235324a82419f0f,true
id_benign_calib,processed/iotsim-cooler-motor-8.csv,5061,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-cooler-motor-8_id_benign_calib_54ea8011e35c_X.npy,54ea8011e35c513ce18bf3140832cf422d883a07f5c432fc417c6d6cf962c438,true
ood_benign_stress,processed/iotsim-stream-consumer-1.csv,150000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-stream-consumer-1_ood_benign_stress_792e888f2c6b_X.npy,792e888f2c6b0a994383a8a3a08304e32ae989287589b5e8b3ac68e2137c1545,true
sealed_final_ood,processed/iotsim-ip-camera-street-2.csv,100000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-ip-camera-street-2_sealed_final_ood_b234d888904e_X.npy,b234d888904e1e295d9eacd91a5b017e74de0365de264a6221d5075b286b5a72,true
attack_support_candidate_pool,processed/iotsim-air-quality-1.csv,45000,existing_valid,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_larger_sanity_1m_runtime_profile_v1\per_file_cache,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-air-quality-1_attack_support_candidate_pool_a5c05f4f382f_X.npy,a5c05f4f382f30c12196cc1c363430e4d17197bc0da57086ec343c6a986ccd37,true
dev_future_attack_query,processed/iotsim-building-monitor-1.csv,80000,missing_needs_job,,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-building-monitor-1_dev_future_attack_query_25059fdf510d_X.npy,25059fdf510d6796af01a1a63de89cdb6334b62c6336e8f0a3e8b0c3584fef66,false
dev_future_attack_query,processed/iotsim-domotic-monitor-1.csv,75000,missing_needs_job,,D:\study\paper\anomaly_detection\paper04\datasets\gotham2025\derived\kitsune115_1m_slurm_cache_pipeline_v1\per_file_cache\iotsim-domotic-monitor-1_dev_future_attack_query_4adc0a6307a4_X.npy,4adc0a6307a46b8d42ae502f841cefa67f2fd2fe667f7cadedc8f1c276d81735,false
