view_version,view_role,view_row_id,sample_id,label_region_id,exact_attack_label,source_role,pcap_path,csv_path,pcap_packet_index,csv_row_index,packet_timestamp,provenance_hash,global_candidate_id,feature_asset_uri,feature_vector_sha256,origin,promotion_event_id,immutable
support_train_view_v1,support_train,view_row_5d02ec2b845f65a9,support_000022,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,68986,30929,1737236394.912465,0760c2438ab74f5b0dd657238366ac2d63acc888825fb1fa663372eb3e4f1806,cand_00033604,issue27cd://chunk/00008/row/356,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b83fa432827150cb,support_000024,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,52058,19354,1737236345.608251,b7ff4225c64b38cca835041ac633aad50452980609eedb7469810669390b2ac6,cand_00033380,issue27cd://chunk/00008/row/132,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_0bf80b16c4b0c01a,support_000025,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48590,16572,1737236339.332749,768f0bb74a459651d3e6cf80d2720d56bad652b16bdb3edfe748b0f4dcc57631,cand_00033317,issue27cd://chunk/00008/row/69,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_cc9b971ae66d1107,support_000026,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,49857,17823,1737236339.563833,b6f892086342de2b1664933aad0dfd366d7bb2df13b41447029bdf53147a9466,cand_00033359,issue27cd://chunk/00008/row/111,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_5029e59ded0bba18,support_000028,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48557,16540,1737236339.205860,2815356aefd6a286e28332b86033addec3f8bac35a2e3d6da501d3e619404ea0,cand_00033286,issue27cd://chunk/00008/row/38,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_c93df2d9833e2222,support_000029,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48913,16880,1737236339.461223,52e8384528d8868e6653c1159f710e89d161f6ad0c9f2ea051588bdc79d9ce2e,cand_00033357,issue27cd://chunk/00008/row/109,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_e87c97cc0b2e3efb,support_000030,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,50083,17958,1737236340.576133,4141ee1dd8793bbe32604baaf9f3c9f2888069d13aa058c98a48cad415522451,cand_00033368,issue27cd://chunk/00008/row/120,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_51a46d707480a206,support_000032,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48588,16570,1737236339.332698,dbb9d64e0d3a31ea82a509bc6cc3ccc7703772cd06e8e4f5662dbf3f7284027f,cand_00033315,issue27cd://chunk/00008/row/67,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_1d942416fa4845e2,support_000033,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,52056,19352,1737236345.604130,1173140417e21fd083ff542a2d2b0343ddbdcf6d3eb7b25dfe45bbb8620a989d,cand_00033378,issue27cd://chunk/00008/row/130,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_376606b80415c5e4,support_000034,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,50255,18121,1737236340.602708,9a98f57b897dd6b7e8f5d7784e82f216b987d754ae182fd824cfa0bb14edd5e7,cand_00033371,issue27cd://chunk/00008/row/123,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_1e7178cd4aa43cf3,support_000036,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,52057,19353,1737236345.604170,aaa4882dff9d500bd549a78079e96366f9d2a220be08fde0803463d79327a8ad,cand_00033379,issue27cd://chunk/00008/row/131,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_91b465fe1069027f,support_000037,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,64888,28133,1737236383.267210,d3f1623e9c76f90af85344d8bc04412adbf9fb203d38902552bb5b68d7fa8b98,cand_00033518,issue27cd://chunk/00008/row/270,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_07f5d6c01258c3aa,support_000038,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,49858,17824,1737236339.570295,13d6261131c8a85db614f874f79134bbe96683b8b07221c824da36e8cd772e05,cand_00033360,issue27cd://chunk/00008/row/112,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_80a8e91c3c9adbec,support_000040,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,52479,19646,1737236346.669348,4eb48229cd76feae1630f1e1d13dda7fc81cb76952584c702574f271b738688a,cand_00033389,issue27cd://chunk/00008/row/141,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_0557dd8af26104dc,support_000041,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48597,16579,1737236339.334140,3034f07934c5b2609a79437e83a1c05ae6d1199a3fa45f53f55fa9cbd0217725,cand_00033324,issue27cd://chunk/00008/row/76,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_cca40b05a0849fca,support_000042,label_region_3f94ccb61bacb425,Ingress Tool Transfer,attack_support_candidate_pool_targeted,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,48555,16538,1737236339.204770,b26adbeb40f1a6c030b21e727cdcee14fc50954a957b9cc677b5dbbdc01b4ce0,cand_00033284,issue27cd://chunk/00008/row/36,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_6bad88503da3f1fa,support_000043,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,310596,9674581,1737130704.676271,9fe466bcacd2c6e70a5d25099f1b813cc4af607ed4a3d9c058e1245c971a78ae,cand_00035319,issue27cd://chunk/00009/row/1270,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_742c4c2be7c383d0,support_000044,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,203145,9567168,1737130049.390182,d94920a86673dab4753dc52d0e2cca053c804d6927f10f0662663437776eacd5,cand_00034150,issue27cd://chunk/00009/row/101,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_17a5ac789b39e788,support_000045,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,301584,9665574,1737130652.783021,d3e08b0f9f0fe0543304dfbfeb434f48035a48f670d7f4ffcf86b0b3afa0b7b7,cand_00034720,issue27cd://chunk/00009/row/671,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_a95ee48d0953caa2,support_000047,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,206620,9570643,1737130070.640542,53117d94d27b6c160424aa7d68c282a7acfc9670766241c4c163b31c9113efed,cand_00034166,issue27cd://chunk/00009/row/117,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_755e6c2975bf4943,support_000048,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,279450,9643454,1737130517.102700,1162c69ea71d5d11e49be9e1ac8c57bdf678ec8f1114bfc1261ca6e9f341ec3e,cand_00034596,issue27cd://chunk/00009/row/547,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_a4f1fe5857cfa3cc,support_000049,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,248033,9612044,1737130324.559024,8af30c70819bdf10130733cf7db6d928e7a166414e599a307c9269b9ce254add,cand_00034413,issue27cd://chunk/00009/row/364,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_6259fc1807eeee34,support_000051,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,206619,9570642,1737130070.638069,78b021dc4f10f610460218cbc73ab7a38b0c2d703be7e7d4145488e82dba1699,cand_00034165,issue27cd://chunk/00009/row/116,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b1a92d6f07362b21,support_000052,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,200064,9564089,1737130030.799072,25392f89de57b25d118b77c161d96ebce5c087f61f7f7232c77b8330080914ba,cand_00034076,issue27cd://chunk/00009/row/27,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_c91e6d62d06b4312,support_000053,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,305008,9668996,1737130673.772042,d3409cb9924380643cefe19d83e47905c77c59e3ee6f6ee0e3ba28102eb7bda4,cand_00034734,issue27cd://chunk/00009/row/685,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_dd33940a9da85f66,support_000055,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,308599,9672586,1737130695.785409,6cb333441a9947743d7d4a4f457fd270664ab5d161088e1cb07adfced6f44d40,cand_00034753,issue27cd://chunk/00009/row/704,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_e1cecda589ffa861,support_000056,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,310066,9674051,1737130704.615867,415398ed602540a6bb165fd7dbc20318c897a6892e0d2b0973cc229ec7e93d28,cand_00034791,issue27cd://chunk/00009/row/742,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_b79b11187afb6d6c,support_000057,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,204141,9568164,1737130055.460723,09b3b7ba1b432467979e793b1472ac721a4abe53663514fd6a4648048d703f0b,cand_00034160,issue27cd://chunk/00009/row/111,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_180da2eec6410909,support_000059,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,203144,9567167,1737130049.387600,3905cbdce09d3a9db32aeac5fd39089c650ac11bffd9214217e4bb8ad1cd590e,cand_00034149,issue27cd://chunk/00009/row/100,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_9412d9cb8d20fb89,support_000060,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,311789,9675774,1737130704.773901,d73fa2c852c838173ee2be8813e8644f69e3c0cfe5acbf9a21445ee783a7b4f2,cand_00036488,issue27cd://chunk/00009/row/2439,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_117a1dadbc5f2c45,support_000061,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,301583,9665573,1737130652.779438,3226c84604cd15d436a3bc8f7ed61939600a62c8722c9bf7ca79fa4abff6bd68,cand_00034719,issue27cd://chunk/00009/row/670,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_94014fa05747da4c,support_000063,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,200418,9564443,1737130032.695300,425fd0d2a4978701c2a1fbf4b97fb6ebe1a4993710d2e94c6efd7e30d7fb4706,cand_00034118,issue27cd://chunk/00009/row/69,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_4cb89f00e744fc58,support_000064,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,213547,9577568,1737130113.135803,410b97f57e98959825a08ef1cf924ddbeedf845286d5e2ae4965a005d317b34e,cand_00034208,issue27cd://chunk/00009/row/159,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
support_train_view_v1,support_train,view_row_49e419d8485ac39c,support_000065,label_region_82457f56c515cd8d,Merlin C&C Communication,attack_support_candidate_pool_targeted,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,305010,9668998,1737130673.775737,c7693a6218ad7b3ebcf26f479155bba316554b58e263669cf0d67592f6b59397,cand_00034736,issue27cd://chunk/00009/row/687,inherited_from_certified_chunk_hash_and_row_reference,initial_support_bank_v1,,True
