seed,budget,requested_labels,confirmed_attack_labels,label_efficiency,active_candidate_pool_rows,dev_query_rows,selected_local_indices_sha256,confirmed_attack_local_indices_sha256,candidate_count,uncovered_candidate_count,selector,support_val_p95_radius,uses_candidate_labels_for_selection,uses_query_labels_for_selection,selection_rank_detail,selected_local_index,csv_member,packet_index,oracle_label_after_selection,uses_label_for_selection,selected_file_count_json
42,32,,,,,,,,,,,,,,3,111,processed/iotsim-ip-camera-museum-1.csv,644664,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,4,195,processed/iotsim-ip-camera-museum-1.csv,644748,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,5,455,processed/iotsim-ip-camera-museum-1.csv,645008,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,6,458,processed/iotsim-ip-camera-museum-1.csv,645011,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,7,494,processed/iotsim-ip-camera-museum-1.csv,645047,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,8,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,9,567,processed/iotsim-ip-camera-museum-1.csv,645120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,10,577,processed/iotsim-ip-camera-museum-1.csv,645130,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,11,596,processed/iotsim-ip-camera-museum-1.csv,645149,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,12,631,processed/iotsim-ip-camera-museum-1.csv,645184,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,13,681,processed/iotsim-ip-camera-museum-1.csv,645234,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,14,999,processed/iotsim-ip-camera-museum-1.csv,645552,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,15,3001,processed/iotsim-ip-camera-street-1.csv,413114,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,16,3007,processed/iotsim-ip-camera-street-1.csv,413120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,17,3150,processed/iotsim-ip-camera-street-1.csv,413263,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,18,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,19,3159,processed/iotsim-ip-camera-street-1.csv,413272,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,20,3165,processed/iotsim-ip-camera-street-1.csv,413278,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,21,3233,processed/iotsim-ip-camera-street-1.csv,413346,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,22,3265,processed/iotsim-ip-camera-street-1.csv,413378,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,23,3465,processed/iotsim-ip-camera-street-1.csv,413578,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,24,3569,processed/iotsim-ip-camera-street-1.csv,413682,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,25,3579,processed/iotsim-ip-camera-street-1.csv,413692,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,26,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,27,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,28,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,29,3642,processed/iotsim-ip-camera-street-1.csv,413755,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,30,3661,processed/iotsim-ip-camera-street-1.csv,413774,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
42,32,,,,,,,,,,,,,,31,3743,processed/iotsim-ip-camera-street-1.csv,413856,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 15, ""processed/iotsim-ip-camera-street-1.csv"": 17}"
43,0,0,0,0.0,2000,4000,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2000,0,none_budget_0,,,,,,,,,,
43,4,4,4,1.0,2000,4000,56fab9d108e59a01da338b301af01823e4b9cbf91829ef5844a1f190d08935a1,56fab9d108e59a01da338b301af01823e4b9cbf91829ef5844a1f190d08935a1,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,11.175592422485352,False,False,,,,,,,
43,4,,,,,,,,,,,,,,0,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
43,4,,,,,,,,,,,,,,1,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
43,4,,,,,,,,,,,,,,2,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
43,4,,,,,,,,,,,,,,3,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 1, ""processed/iotsim-ip-camera-street-1.csv"": 3}"
43,8,8,8,1.0,2000,4000,e19d83a8b71e12abae8b0abeef1d6ee6134d29227dab8550892265638650f0f4,e19d83a8b71e12abae8b0abeef1d6ee6134d29227dab8550892265638650f0f4,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,11.175592422485352,False,False,,,,,,,
43,8,,,,,,,,,,,,,,0,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,1,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,2,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,3,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,4,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,5,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,6,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,8,,,,,,,,,,,,,,7,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 3, ""processed/iotsim-ip-camera-street-1.csv"": 5}"
43,16,16,16,1.0,2000,4000,9810537fa45d48faed78e675d0a85ac79da57fa8fb20e17f6a72b5fa76b310f7,9810537fa45d48faed78e675d0a85ac79da57fa8fb20e17f6a72b5fa76b310f7,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,11.175592422485352,False,False,,,,,,,
43,16,,,,,,,,,,,,,,0,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,1,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,2,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,3,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,4,632,processed/iotsim-ip-camera-museum-1.csv,645185,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,5,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,6,779,processed/iotsim-ip-camera-museum-1.csv,645332,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,7,3013,processed/iotsim-ip-camera-street-1.csv,413126,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,8,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,9,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,10,3215,processed/iotsim-ip-camera-street-1.csv,413328,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,11,3559,processed/iotsim-ip-camera-street-1.csv,413672,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,12,3607,processed/iotsim-ip-camera-street-1.csv,413720,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,13,3608,processed/iotsim-ip-camera-street-1.csv,413721,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,14,3613,processed/iotsim-ip-camera-street-1.csv,413726,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,16,,,,,,,,,,,,,,15,3988,processed/iotsim-ip-camera-street-1.csv,414101,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 7, ""processed/iotsim-ip-camera-street-1.csv"": 9}"
43,32,32,32,1.0,2000,4000,ce86140d97c47b9fa5abee93eafc80cb335959dfd2ec29e796725d65aa5aed7e,ce86140d97c47b9fa5abee93eafc80cb335959dfd2ec29e796725d65aa5aed7e,2000,1756,coverage_aware_uncovered_first_farthest_first_feature_only,11.175592422485352,False,False,,,,,,,
43,32,,,,,,,,,,,,,,0,46,processed/iotsim-ip-camera-museum-1.csv,644599,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,1,78,processed/iotsim-ip-camera-museum-1.csv,644631,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,2,85,processed/iotsim-ip-camera-museum-1.csv,644638,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,3,111,processed/iotsim-ip-camera-museum-1.csv,644664,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,4,118,processed/iotsim-ip-camera-museum-1.csv,644671,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,5,195,processed/iotsim-ip-camera-museum-1.csv,644748,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,6,281,processed/iotsim-ip-camera-museum-1.csv,644834,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,7,406,processed/iotsim-ip-camera-museum-1.csv,644959,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,8,489,processed/iotsim-ip-camera-museum-1.csv,645042,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,9,516,processed/iotsim-ip-camera-museum-1.csv,645069,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,10,567,processed/iotsim-ip-camera-museum-1.csv,645120,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,11,577,processed/iotsim-ip-camera-museum-1.csv,645130,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,12,597,processed/iotsim-ip-camera-museum-1.csv,645150,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,13,632,processed/iotsim-ip-camera-museum-1.csv,645185,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,14,683,processed/iotsim-ip-camera-museum-1.csv,645236,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,15,779,processed/iotsim-ip-camera-museum-1.csv,645332,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,16,3013,processed/iotsim-ip-camera-street-1.csv,413126,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,17,3050,processed/iotsim-ip-camera-street-1.csv,413163,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,18,3158,processed/iotsim-ip-camera-street-1.csv,413271,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,19,3159,processed/iotsim-ip-camera-street-1.csv,413272,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,20,3175,processed/iotsim-ip-camera-street-1.csv,413288,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,21,3215,processed/iotsim-ip-camera-street-1.csv,413328,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
43,32,,,,,,,,,,,,,,22,3235,processed/iotsim-ip-camera-street-1.csv,413348,attack,False,"{""processed/iotsim-ip-camera-museum-1.csv"": 16, ""processed/iotsim-ip-camera-street-1.csv"": 16}"
