chunk_id,certified_subset,status,role,source_csv,source_pcap,attack_label,phase,device,segment_count,pcap_pairing_confidence,requires_pcap_pairing_verification,expected_rows,emitted_rows,missing_rows,certification_rule,future_status
12,certified_attack_subset_v1,complete,attack_support_candidate_pool_targeted,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,ip-camera-museum,38,medium_scenario_token_match,false,1250,1250,0,status_complete_only,active_under_role_access
13,certified_attack_subset_v1,complete,attack_support_candidate_pool_targeted,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai C&C Communication,tail_gt_10000,ip-camera-museum,113,medium_scenario_token_match,false,250,250,0,status_complete_only,active_under_role_access
14,certified_attack_subset_v1,complete,attack_support_candidate_pool_targeted,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,ip-camera-museum,9,medium_scenario_token_match,false,8000,8000,0,status_complete_only,active_under_role_access
15,certified_attack_subset_v1,complete,attack_support_candidate_pool_targeted,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,ip-camera-museum,4,medium_scenario_token_match,false,8000,8000,0,status_complete_only,active_under_role_access
16,certified_attack_subset_v1,complete,attack_support_candidate_pool_targeted,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,ip-camera-museum,1,medium_scenario_token_match,false,8000,8000,0,status_complete_only,active_under_role_access
17,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-air-quality-1.csv,raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,Ingress Tool Transfer,mixed_phase,air-quality,5,medium_scenario_token_match,false,109,109,0,status_complete_only,active_under_role_access
18,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-air-quality-1.csv,raw/malicious/network-scanning/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,TCP Scan,mixed_phase,air-quality,518,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
19,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-air-quality-1.csv,raw/malicious/network-scanning/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,Telnet Brute Force,mixed_phase,air-quality,992,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
20,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,C&C Communication,mixed_phase,building-monitor,39,medium_multiple_scenario_candidates,true,84,84,0,status_complete_only,active_under_role_access
21,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,File Download,late_2000_10000,building-monitor,11,medium_multiple_scenario_candidates,true,1191,1191,0,status_complete_only,active_under_role_access
22,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Ingress Tool Transfer,mixed_phase,building-monitor,2508,medium_multiple_scenario_candidates,true,3754,3754,0,status_complete_only,active_under_role_access
23,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/merlin/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Merlin C&C Communication,tail_gt_10000,building-monitor,95,medium_scenario_token_match,false,9657,9657,0,status_complete_only,active_under_role_access
24,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/merlin/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,building-monitor,15,medium_scenario_token_match,false,9150,9150,0,status_complete_only,active_under_role_access
25,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/merlin/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,building-monitor,9,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
26,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/merlin/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,building-monitor,12,medium_scenario_token_match,false,5000,5000,0,status_complete_only,active_under_role_access
27,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Mirai C&C Communication,tail_gt_10000,building-monitor,61,medium_scenario_token_match,false,358,358,0,status_complete_only,active_under_role_access
28,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-dos/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,building-monitor,5,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
29,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-dos/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,building-monitor,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
30,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-dos/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,building-monitor,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
31,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Reporting,tail_gt_10000,building-monitor,29,medium_multiple_scenario_candidates,true,88,88,0,status_complete_only,active_under_role_access
32,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/network-scanning/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,TCP Scan,mixed_phase,building-monitor,407,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
33,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-building-monitor-1.csv,raw/malicious/network-scanning/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,Telnet Brute Force,mixed_phase,building-monitor,1820,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
34,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Ingress Tool Transfer,mixed_phase,city-power,4,medium_multiple_scenario_candidates,true,105,105,0,status_complete_only,active_under_role_access
35,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,TCP Scan,mixed_phase,city-power,696,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
36,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Telnet Brute Force,mixed_phase,city-power,1050,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
38,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,CoAP Amplification,tail_gt_10000,combined-cycle,1,low_device_filename_candidates_ambiguous,true,12000,12000,0,status_complete_only,active_under_role_access
41,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/merlin/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Merlin C&C Communication,tail_gt_10000,combined-cycle,29,medium_scenario_token_match,false,9933,9933,0,status_complete_only,active_under_role_access
42,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/merlin/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,combined-cycle,8,medium_scenario_token_match,false,9042,9042,0,status_complete_only,active_under_role_access
43,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/merlin/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,combined-cycle,2,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
44,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/merlin/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,combined-cycle,10,medium_scenario_token_match,false,5000,5000,0,status_complete_only,active_under_role_access
45,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Mirai C&C Communication,tail_gt_10000,combined-cycle,21,medium_scenario_token_match,false,358,358,0,status_complete_only,active_under_role_access
46,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/mirai-dos/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,combined-cycle,7,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
47,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/mirai-dos/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,combined-cycle,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
48,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/mirai-dos/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,combined-cycle,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
52,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-1.csv,raw/malicious/network-scanning/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,UDP Scan,tail_gt_10000,combined-cycle,24,medium_scenario_token_match,false,4242,4242,0,status_complete_only,active_under_role_access
53,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,C&C Communication,tail_gt_10000,combined-cycle,40,medium_multiple_scenario_candidates,true,90,90,0,status_complete_only,active_under_role_access
54,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,Reporting,tail_gt_10000,combined-cycle,26,medium_multiple_scenario_candidates,true,64,64,0,status_complete_only,active_under_role_access
55,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/network-scanning/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,TCP Scan,mixed_phase,combined-cycle,611,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
56,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/network-scanning/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,Telnet Brute Force,mixed_phase,combined-cycle,1211,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
57,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,C&C Communication,tail_gt_10000,domotic-monitor,38,medium_multiple_scenario_candidates,true,82,82,0,status_complete_only,active_under_role_access
58,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,File Download,tail_gt_10000,domotic-monitor,5,medium_multiple_scenario_candidates,true,1187,1187,0,status_complete_only,active_under_role_access
59,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Ingress Tool Transfer,tail_gt_10000,domotic-monitor,2440,medium_multiple_scenario_candidates,true,3678,3678,0,status_complete_only,active_under_role_access
60,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/merlin/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,domotic-monitor,17,medium_scenario_token_match,false,9793,9793,0,status_complete_only,active_under_role_access
61,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/merlin/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,domotic-monitor,2,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
62,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/merlin/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,domotic-monitor,11,medium_scenario_token_match,false,5000,5000,0,status_complete_only,active_under_role_access
63,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-dos/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,domotic-monitor,4,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
64,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-dos/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,domotic-monitor,2,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
65,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-dos/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,domotic-monitor,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
66,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Reporting,tail_gt_10000,domotic-monitor,24,medium_multiple_scenario_candidates,true,72,72,0,status_complete_only,active_under_role_access
67,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/network-scanning/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,TCP Scan,mixed_phase,domotic-monitor,776,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
68,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-domotic-monitor-1.csv,raw/malicious/network-scanning/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,Telnet Brute Force,mixed_phase,domotic-monitor,1004,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
69,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Ingress Tool Transfer,tail_gt_10000,ip-camera-museum,14,medium_multiple_scenario_candidates,true,108,108,0,status_complete_only,active_under_role_access
70,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/network-scanning/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,TCP Scan,tail_gt_10000,ip-camera-museum,2206,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
71,certified_attack_subset_v1,complete,dev_future_attack_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/network-scanning/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Telnet Brute Force,mixed_phase,ip-camera-museum,2558,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
72,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,city-power,9,medium_scenario_token_match,false,6680,6680,0,status_complete_only,active_under_role_access
73,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,city-power,2,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
74,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,city-power,5,medium_scenario_token_match,false,3250,3250,0,status_complete_only,active_under_role_access
75,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,city-power,2,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
76,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,city-power,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
77,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-city-power-1.csv,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,city-power,1,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
78,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,File Download,tail_gt_10000,combined-cycle,2,medium_multiple_scenario_candidates,true,105,105,0,status_complete_only,active_under_role_access
79,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-combined-cycle-10.csv,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,Ingress Tool Transfer,tail_gt_10000,combined-cycle,1584,medium_multiple_scenario_candidates,true,2381,2381,0,status_complete_only,active_under_role_access
80,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Merlin C&C Communication,tail_gt_10000,ip-camera-museum,652,medium_scenario_token_match,false,6827,6827,0,status_complete_only,active_under_role_access
81,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Merlin ICMP Flooding,tail_gt_10000,ip-camera-museum,117,medium_scenario_token_match,false,7038,7038,0,status_complete_only,active_under_role_access
82,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Merlin TCP Flooding,tail_gt_10000,ip-camera-museum,187,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
83,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Merlin UDP Flooding,tail_gt_10000,ip-camera-museum,97,medium_scenario_token_match,false,3292,3292,0,status_complete_only,active_under_role_access
84,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai C&C Communication,tail_gt_10000,ip-camera-museum,51,medium_scenario_token_match,false,106,106,0,status_complete_only,active_under_role_access
85,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai GRE Flooding,tail_gt_10000,ip-camera-museum,6,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
86,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai TCP Flooding,tail_gt_10000,ip-camera-museum,3,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
87,certified_attack_subset_v1,complete,same_file_time_forward_dev_query_exact,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,Mirai UDP Flooding,tail_gt_10000,ip-camera-museum,8,medium_scenario_token_match,false,12000,12000,0,status_complete_only,active_under_role_access
88,certified_attack_subset_v1,complete,sealed_final_attack_exact_realign,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,C&C Communication,tail_gt_10000,ip-camera-street,43,medium_multiple_scenario_candidates,true,90,90,0,status_complete_only,active_under_role_access
