global_candidate_id,exact_attack_label,selection_rank_within_label,included_e64,included_e128,device_or_source_group,pcap_path,source_file,timestamp,time_bin,selection_allowed,report_only,sealed_final
cand_00033576,Ingress Tool Transfer,2,True,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236391.705308,1,true,false,false
cand_00033970,Ingress Tool Transfer,3,True,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236433.583947,3,true,false,false
cand_00033323,Ingress Tool Transfer,4,False,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236339.334139,0,true,false,false
cand_00033835,Ingress Tool Transfer,5,False,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236421.687254,2,true,false,false
cand_00033547,Ingress Tool Transfer,6,False,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236388.797302,1,true,false,false
cand_00033917,Ingress Tool Transfer,7,False,True,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,1737236430.449285,3,true,false,false
cand_00034332,Merlin C&C Communication,0,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130232.793340,0,true,false,false
cand_00034959,Merlin C&C Communication,1,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.637610,1,true,false,false
cand_00035405,Merlin C&C Communication,2,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.684314,2,true,false,false
cand_00035915,Merlin C&C Communication,3,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.727418,3,true,false,false
cand_00034148,Merlin C&C Communication,4,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130049.387563,0,true,false,false
cand_00034704,Merlin C&C Communication,5,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130631.278032,1,true,false,false
cand_00035288,Merlin C&C Communication,6,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.669805,2,true,false,false
cand_00035889,Merlin C&C Communication,7,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.725615,3,true,false,false
cand_00034079,Merlin C&C Communication,8,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130031.278053,0,true,false,false
cand_00034737,Merlin C&C Communication,9,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130680.047498,1,true,false,false
cand_00035735,Merlin C&C Communication,10,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.711027,2,true,false,false
cand_00036487,Merlin C&C Communication,11,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737130704.773901,3,true,false,false
cand_00036653,Merlin ICMP Flooding,0,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131655.769258,0,true,false,false
cand_00037444,Merlin ICMP Flooding,1,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131656.095335,1,true,false,false
cand_00038064,Merlin ICMP Flooding,2,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131656.415693,2,true,false,false
cand_00038685,Merlin ICMP Flooding,3,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131656.735413,3,true,false,false
cand_00000302,Merlin ICMP Flooding,4,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.020512,0,true,false,false
cand_00000896,Merlin ICMP Flooding,5,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.188646,1,true,false,false
cand_00001482,Merlin ICMP Flooding,6,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.491187,2,true,false,false
cand_00002090,Merlin ICMP Flooding,7,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.804030,3,true,false,false
cand_00036678,Merlin ICMP Flooding,8,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131655.793655,0,true,false,false
cand_00037132,Merlin ICMP Flooding,9,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131655.934429,1,true,false,false
cand_00037754,Merlin ICMP Flooding,10,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131656.255297,2,true,false,false
cand_00038374,Merlin ICMP Flooding,11,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737131656.575270,3,true,false,false
cand_00000001,Merlin ICMP Flooding,12,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.014001,0,true,false,false
cand_00001198,Merlin ICMP Flooding,13,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.345356,1,true,false,false
cand_00001201,Merlin ICMP Flooding,14,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.345411,2,true,false,false
cand_00001797,Merlin ICMP Flooding,15,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737131854.652773,3,true,false,false
cand_00002861,Merlin TCP Flooding,0,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132981.028441,0,true,false,false
cand_00004264,Merlin TCP Flooding,1,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132981.755261,1,true,false,false
cand_00005522,Merlin TCP Flooding,2,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132982.407248,2,true,false,false
cand_00006767,Merlin TCP Flooding,3,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132983.049948,3,true,false,false
cand_00039461,Merlin TCP Flooding,4,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132809.792038,0,true,false,false
cand_00040875,Merlin TCP Flooding,5,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132810.524021,1,true,false,false
cand_00042118,Merlin TCP Flooding,6,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132811.165714,2,true,false,false
cand_00043366,Merlin TCP Flooding,7,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132811.810693,3,true,false,false
cand_00002410,Merlin TCP Flooding,8,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132980.794405,0,true,false,false
cand_00004907,Merlin TCP Flooding,9,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132982.087975,1,true,false,false
cand_00004910,Merlin TCP Flooding,10,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132982.089203,2,true,false,false
cand_00007389,Merlin TCP Flooding,11,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132983.372148,3,true,false,false
cand_00039013,Merlin TCP Flooding,12,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132809.561534,0,true,false,false
cand_00041509,Merlin TCP Flooding,13,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132810.851240,1,true,false,false
cand_00041512,Merlin TCP Flooding,14,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132810.852274,2,true,false,false
cand_00043990,Merlin TCP Flooding,15,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132812.135530,3,true,false,false
cand_00007524,Merlin UDP Flooding,0,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.176591,0,true,false,false
cand_00007862,Merlin UDP Flooding,1,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.525386,1,true,false,false
cand_00008177,Merlin UDP Flooding,2,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.851166,2,true,false,false
cand_00008484,Merlin UDP Flooding,3,True,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132415.168549,3,true,false,false
cand_00044127,Merlin UDP Flooding,4,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132244.617602,0,true,false,false
cand_00044469,Merlin UDP Flooding,5,True,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132244.970720,1,true,false,false
cand_00044777,Merlin UDP Flooding,6,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132245.288533,2,true,false,false
cand_00045085,Merlin UDP Flooding,7,False,True,ip-camera-museum,raw/malicious/merlin/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737132245.606886,3,true,false,false
cand_00007400,Merlin UDP Flooding,8,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.047222,0,true,false,false
cand_00007716,Merlin UDP Flooding,9,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.374353,1,true,false,false
cand_00008025,Merlin UDP Flooding,10,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132414.694496,2,true,false,false
cand_00008334,Merlin UDP Flooding,11,False,True,city-power,raw/malicious/merlin/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737132415.013824,3,true,false,false
cand_00045272,Mirai C&C Communication,0,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831059.855264,0,true,false,false
cand_00045371,Mirai C&C Communication,1,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831720.335060,2,true,false,false
cand_00045331,Mirai C&C Communication,2,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831464.910709,1,true,false,false
cand_00045486,Mirai C&C Communication,3,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832413.070998,3,true,false,false
cand_00045251,Mirai C&C Communication,4,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737830924.352754,0,true,false,false
cand_00045413,Mirai C&C Communication,5,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831961.603039,2,true,false,false
cand_00045315,Mirai C&C Communication,6,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737831344.796079,1,true,false,false
cand_00045435,Mirai C&C Communication,7,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832089.407894,3,true,false,false
cand_00009372,Mirai GRE Flooding,0,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.682460,0,true,false,false
cand_00013595,Mirai GRE Flooding,1,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.925557,2,true,false,false
cand_00011576,Mirai GRE Flooding,2,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.809828,1,true,false,false
cand_00015600,Mirai GRE Flooding,3,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827482.045416,3,true,false,false
cand_00046231,Mirai GRE Flooding,4,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.581916,0,true,false,false
cand_00050452,Mirai GRE Flooding,5,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.632426,2,true,false,false
cand_00048432,Mirai GRE Flooding,6,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.608381,1,true,false,false
cand_00052456,Mirai GRE Flooding,7,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.656342,3,true,false,false
cand_00008651,Mirai GRE Flooding,8,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.639226,0,true,false,false
cand_00012660,Mirai GRE Flooding,9,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.874479,2,true,false,false
cand_00010668,Mirai GRE Flooding,10,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.755587,1,true,false,false
cand_00014652,Mirai GRE Flooding,11,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827481.990238,3,true,false,false
cand_00045503,Mirai GRE Flooding,12,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.572586,0,true,false,false
cand_00049511,Mirai GRE Flooding,13,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.621279,2,true,false,false
cand_00047520,Mirai GRE Flooding,14,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.597190,1,true,false,false
cand_00051502,Mirai GRE Flooding,15,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832133.645197,3,true,false,false
cand_00053809,Mirai TCP Flooding,0,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.357511,0,true,false,false
cand_00017147,Mirai TCP Flooding,1,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.623647,0,true,false,false
cand_00019570,Mirai TCP Flooding,2,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.716415,1,true,false,false
cand_00021611,Mirai TCP Flooding,3,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.805459,2,true,false,false
cand_00056141,Mirai TCP Flooding,4,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.386880,1,true,false,false
cand_00057613,Mirai TCP Flooding,5,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.404257,2,true,false,false
cand_00059503,Mirai TCP Flooding,6,True,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.427202,3,true,false,false
cand_00023593,Mirai TCP Flooding,7,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.888130,3,true,false,false
cand_00054552,Mirai TCP Flooding,8,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.366681,0,true,false,false
cand_00016811,Mirai TCP Flooding,9,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.612460,0,true,false,false
cand_00018668,Mirai TCP Flooding,10,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.681930,1,true,false,false
cand_00022632,Mirai TCP Flooding,11,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.847688,2,true,false,false
cand_00055515,Mirai TCP Flooding,12,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.379638,1,true,false,false
cand_00057504,Mirai TCP Flooding,13,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.403053,2,true,false,false
cand_00059497,Mirai TCP Flooding,14,False,True,ip-camera-museum,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,processed/iotsim-ip-camera-museum-1.csv,1737832005.427106,3,true,false,false
cand_00022730,Mirai TCP Flooding,15,False,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827353.852680,3,true,false,false
cand_00025657,Mirai UDP Flooding,0,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.700178,0,true,false,false
cand_00029651,Mirai UDP Flooding,1,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.990716,2,true,false,false
cand_00027658,Mirai UDP Flooding,2,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827161.846754,1,true,false,false
cand_00031529,Mirai UDP Flooding,3,True,True,city-power,raw/malicious/mirai-dos/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,processed/iotsim-city-power-1.csv,1737827162.120200,3,true,false,false
