csv_member,segment_id,label,segment_start_row,segment_end_row,segment_rows,phase_at_start,materialization_allowed_role,notes
processed/iotsim-air-quality-1.csv,53,TCP Scan,5100,5107,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,54,Telnet Brute Force,5108,5115,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,55,TCP Scan,5116,5118,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,56,Telnet Brute Force,5119,5136,18,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,57,TCP Scan,5137,5179,43,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,58,Telnet Brute Force,5180,5187,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,59,TCP Scan,5188,5191,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,60,Telnet Brute Force,5192,5199,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,61,TCP Scan,5200,5200,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,62,Telnet Brute Force,5201,5218,18,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,63,TCP Scan,5219,5235,17,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,64,Telnet Brute Force,5236,5282,47,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,65,TCP Scan,5283,5299,17,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,66,Telnet Brute Force,5300,5314,15,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,67,TCP Scan,5315,5354,40,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,68,Telnet Brute Force,5355,5402,48,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,69,TCP Scan,5403,5404,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,70,Telnet Brute Force,5405,5405,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,71,TCP Scan,5406,5407,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,72,Telnet Brute Force,5408,5408,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,73,TCP Scan,5409,5412,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,74,Telnet Brute Force,5413,5414,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,75,TCP Scan,5415,5416,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,76,Telnet Brute Force,5417,5417,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,77,TCP Scan,5418,5420,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,78,Telnet Brute Force,5421,5425,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,79,TCP Scan,5426,5449,24,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,80,Telnet Brute Force,5450,5512,63,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,81,TCP Scan,5513,5520,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,82,Telnet Brute Force,5521,5538,18,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,83,TCP Scan,5539,5542,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,84,Telnet Brute Force,5543,5543,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,85,TCP Scan,5544,5547,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,86,Telnet Brute Force,5548,5552,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,87,TCP Scan,5553,5568,16,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,88,Telnet Brute Force,5569,5584,16,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,89,TCP Scan,5585,5585,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,90,Telnet Brute Force,5586,5591,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,91,TCP Scan,5592,5596,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,92,Telnet Brute Force,5597,5605,9,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,93,TCP Scan,5606,5608,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,94,Telnet Brute Force,5609,5612,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,95,TCP Scan,5613,5613,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,96,Telnet Brute Force,5614,5616,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,97,TCP Scan,5617,5617,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,98,Telnet Brute Force,5618,5620,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,99,TCP Scan,5621,5623,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,100,Telnet Brute Force,5624,5636,13,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,101,TCP Scan,5637,5637,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,102,Telnet Brute Force,5638,5645,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,103,TCP Scan,5646,5657,12,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,104,Telnet Brute Force,5658,5660,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,105,TCP Scan,5661,5662,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,106,Telnet Brute Force,5663,5668,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,107,TCP Scan,5669,5671,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,108,Telnet Brute Force,5672,5674,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,109,TCP Scan,5675,5676,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,110,Telnet Brute Force,5677,5688,12,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,111,TCP Scan,5689,5691,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,112,Telnet Brute Force,5692,5721,30,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,113,TCP Scan,5722,5746,25,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,114,Telnet Brute Force,5747,5762,16,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,116,Telnet Brute Force,5767,5787,21,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,117,TCP Scan,5788,5921,134,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,118,Telnet Brute Force,5922,5936,15,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,119,TCP Scan,5937,6011,75,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,120,Telnet Brute Force,6012,6020,9,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,121,TCP Scan,6021,6028,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,122,Telnet Brute Force,6029,6029,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,123,TCP Scan,6030,6032,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,124,Telnet Brute Force,6033,6033,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,125,TCP Scan,6034,6035,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,126,Telnet Brute Force,6036,6039,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,127,TCP Scan,6040,6043,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,128,Telnet Brute Force,6044,6063,20,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,129,TCP Scan,6064,6064,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,130,Telnet Brute Force,6065,6092,28,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,131,TCP Scan,6093,6161,69,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,132,Telnet Brute Force,6162,6185,24,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,133,TCP Scan,6186,6191,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,134,Telnet Brute Force,6192,6200,9,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,135,TCP Scan,6201,6203,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,136,Telnet Brute Force,6204,6215,12,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,137,TCP Scan,6216,6286,71,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,138,Telnet Brute Force,6287,6288,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,139,TCP Scan,6289,6289,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,140,Telnet Brute Force,6290,6321,32,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,141,TCP Scan,6322,6353,32,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,142,Telnet Brute Force,6354,6371,18,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,143,TCP Scan,6372,6382,11,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,145,TCP Scan,6391,6428,38,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,146,Telnet Brute Force,6429,6440,12,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,147,TCP Scan,6441,6442,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,148,Telnet Brute Force,6443,6445,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,149,TCP Scan,6446,6446,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,150,Telnet Brute Force,6447,6449,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,151,TCP Scan,6450,6457,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,152,Telnet Brute Force,6458,6458,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,153,TCP Scan,6459,6463,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,154,Telnet Brute Force,6464,6467,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,155,TCP Scan,6468,6471,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,156,Telnet Brute Force,6472,6476,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,157,TCP Scan,6477,6477,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,158,Telnet Brute Force,6478,6479,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,159,TCP Scan,6480,6482,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,160,Telnet Brute Force,6483,6484,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,161,TCP Scan,6485,6485,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,162,Telnet Brute Force,6486,6510,25,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,163,Ingress Tool Transfer,6511,6524,14,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,164,Telnet Brute Force,6525,6527,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,165,TCP Scan,6528,6551,24,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,166,Telnet Brute Force,6552,6572,21,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,167,TCP Scan,6573,6587,15,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,168,Ingress Tool Transfer,6588,6676,89,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,169,TCP Scan,6677,6713,37,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,170,Telnet Brute Force,6714,6775,62,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,171,TCP Scan,6776,6783,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,172,Telnet Brute Force,6784,6784,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,173,TCP Scan,6785,6802,18,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,174,Ingress Tool Transfer,6803,6804,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,175,TCP Scan,6805,6805,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,176,Ingress Tool Transfer,6806,6808,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,177,TCP Scan,6809,6848,40,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,178,Telnet Brute Force,6849,6911,63,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,179,TCP Scan,6912,6912,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,180,Telnet Brute Force,6913,6921,9,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,181,TCP Scan,6922,6925,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,182,Telnet Brute Force,6926,6931,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,183,TCP Scan,6932,6947,16,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,184,Telnet Brute Force,6948,6950,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,185,TCP Scan,6951,6953,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,186,Telnet Brute Force,6954,6955,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,187,TCP Scan,6956,6959,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,188,Telnet Brute Force,6960,6961,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,189,TCP Scan,6962,6963,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,190,Telnet Brute Force,6964,6969,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,191,TCP Scan,6970,6976,7,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,192,Telnet Brute Force,6977,6978,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,193,TCP Scan,6979,7033,55,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,194,Telnet Brute Force,7034,7065,32,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,195,TCP Scan,7066,7075,10,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,196,Telnet Brute Force,7076,7081,6,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,197,TCP Scan,7082,7083,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,198,Telnet Brute Force,7084,7090,7,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,199,TCP Scan,7091,7094,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,200,Telnet Brute Force,7095,7098,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,201,TCP Scan,7099,7106,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,202,Telnet Brute Force,7107,7123,17,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,203,TCP Scan,7124,7128,5,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,204,Telnet Brute Force,7129,7131,3,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,205,TCP Scan,7132,7161,30,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,206,Telnet Brute Force,7162,7165,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,207,TCP Scan,7166,7167,2,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,208,Telnet Brute Force,7168,7171,4,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,209,TCP Scan,7172,7172,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,210,Telnet Brute Force,7173,7173,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,211,TCP Scan,7174,7174,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,212,Telnet Brute Force,7175,7175,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,213,TCP Scan,7176,7176,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,214,Telnet Brute Force,7177,7177,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,215,TCP Scan,7178,7178,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,216,Telnet Brute Force,7179,7179,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,217,TCP Scan,7180,7193,14,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,218,Telnet Brute Force,7194,7201,8,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
processed/iotsim-air-quality-1.csv,219,TCP Scan,7202,7202,1,late_2000_10000,attack_support_candidate_pool,support_candidate_file_only
