identity_type,prefix_sha256,bucket_rows,bucket_attack_rows,bucket_benign_rows,hard_protected_conflict,uid,context_key,source_group,device_family,attack_family,owner,label,teacher_kind
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22069,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap84c62dd36e81e4097984d476662f70492c2d8de38ceb205ebc26bc1decb3b48f0,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22480,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcapdd5a9d3bd77b48c017f48b37bc6ebd215dc9b3f009bd946666089034ed2dcdb40,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22206,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcapf0c53e809eb671d59e663dbcacede5735d0bfc17f32a24d2d787c1ec71b10ac10,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:23485,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap02bfdcbec30eae8ebd5bf830d40223285eefe3653fa284f74fa1fba9d544f1cf0,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:23074,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap4d5a2dae9a37ea0872ce2b5ae50b2d5a63d8b1c6d0d7ce2243a0feb97d8251e60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:23348,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap5c8c6773fb8563a0bdf8d9d1678d2cd8c0811f2bc09b186910ed1e6b082200020,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22800,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap6e44ad6231752018df03d25525aca7a7d16e1958abe0c73ce4a8587758ca86d10,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22663,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap8fa8708d7971703c3feb578e862072d925aa6a1f6d32b30a79664d559dbd6ef60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,ood_val:fit:22937,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcapa7114c24318da8f7d4f08de630c1a1ae2338d26c782d523e79254d0fd99033f60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:106,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap0b0d1343f8ee40250c0c56440c15c44b7c8ea27e4498d5798813c8c0b94854e80,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:298,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap2ca2d612bf47d02037ecda16adf750ddf7656a0caf7e7abfe103b24042fc149e0,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:476,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcapc331e98a8bdb8f57ab2059521028630e25cb0dfdeca195d1c7eb3200c1d1c71f0,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0:370,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap13cec7e0a0e08739ab4a72378e472ed303ba3c4fed74918d10e95170c41451200,iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0,iotsim-domotic-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0:93,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcapac7087a4f3e19293f134bf46de1214e8672031117b4e89e93315d1e3d4dd34b00,iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0,iotsim-domotic-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0:79,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcap7770b4aeb6cbf308c120925fbc1d48a41cc511564f557d5ed37e17b225f1da2a0,iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0,iotsim-domotic-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0:356,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcape00d49c2a4c67da811a263cbd0d3cc267eff85b1f614058e5f28540cb6ddbb0e0,iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0,iotsim-domotic-monitor,benign,A,0,benign_normal
canonical_prefix_sha,86a62771abc36508549b7e8b7a614b46a135b608e4612fb91916323218ff9cfa,26,1,25,true,support_train:fit:201,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap7c5aecf09fab958293ab5b403bdc9dfedfa1b6729ec7b05e39f141e64c9221980,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai C&C Communication,A,1,attack_hard
token_prefix_sha,7474c195f8c49ff035a4c9e713f4d147e0970d5bc0806447ecf7c16550fa67c6,2,1,1,true,ton:ton_normal:normal_1:1489381,normal_1.pcapf58a8b747863fc08564d7cbdd4533614a5a82f3965cfa3cc069d9df938a0165e0,normal_1.pcap,ton-iot-external,benign,A,0,benign_normal
token_prefix_sha,7474c195f8c49ff035a4c9e713f4d147e0970d5bc0806447ecf7c16550fa67c6,2,1,1,true,ton:ckbt_3864843d41e6784e5837,password_normal1.pcap3752bb55a30ff3a038d3d63ad3394e7a1e366f083d22afa15841d742a42450b00,password_normal1.pcap,ton-iot-external,ToN-credential_bruteforce,A,1,attack_hard
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21110,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap0134ea24427456693711466269a42a14f15aef775b7dfdd9fb34160f92091ac00,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21521,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap12b3f8afe25fafefba0208b4754bbfb3a83bcf8946631822d8ee19ffdc8d63600,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:20973,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap24451860f4dcf6766d423812743f12716cced8737cb90567a776a71eb43ccdf20,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21247,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap25c5edb8dfa0929d891c55446691e82ad5e5b38df2c196b6c678d2ee00afb2c30,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21795,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap26922a814e528c2e17064f7388cdfe1bfee328e16774edee812e1f18402a04980,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21658,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap2698cc287ee6d292e814abd83e023125b17ca59e3a4a82cd6bbd85270f27b42f0,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22343,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap28c8293b3702cfe16c0d329334cadb5d33118c4810355909ac822fb8855153aa0,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21384,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap37ed1881ef8d4856e054f1bc532b27f2adcc23941135fc87d7aac2cdca8374920,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:21932,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap5b05bb964d1b9bfb5b750054742495420c1567c5dd5ed4a4ca33900fdbb294fd0,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22069,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap84c62dd36e81e4097984d476662f70492c2d8de38ceb205ebc26bc1decb3b48f0,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22480,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcapdd5a9d3bd77b48c017f48b37bc6ebd215dc9b3f009bd946666089034ed2dcdb40,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22206,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcapf0c53e809eb671d59e663dbcacede5735d0bfc17f32a24d2d787c1ec71b10ac10,processed/iotsim-building-monitor-2.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:23485,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap02bfdcbec30eae8ebd5bf830d40223285eefe3653fa284f74fa1fba9d544f1cf0,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:23074,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap4d5a2dae9a37ea0872ce2b5ae50b2d5a63d8b1c6d0d7ce2243a0feb97d8251e60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:23348,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap5c8c6773fb8563a0bdf8d9d1678d2cd8c0811f2bc09b186910ed1e6b082200020,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22800,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap6e44ad6231752018df03d25525aca7a7d16e1958abe0c73ce4a8587758ca86d10,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22663,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap8fa8708d7971703c3feb578e862072d925aa6a1f6d32b30a79664d559dbd6ef60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,ood_val:fit:22937,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcapa7114c24318da8f7d4f08de630c1a1ae2338d26c782d523e79254d0fd99033f60,processed/iotsim-building-monitor-3.csv,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:106,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap0b0d1343f8ee40250c0c56440c15c44b7c8ea27e4498d5798813c8c0b94854e80,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:298,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap2ca2d612bf47d02037ecda16adf750ddf7656a0caf7e7abfe103b24042fc149e0,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0:476,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcapc331e98a8bdb8f57ab2059521028630e25cb0dfdeca195d1c7eb3200c1d1c71f0,iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0,iotsim-building-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0:370,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap13cec7e0a0e08739ab4a72378e472ed303ba3c4fed74918d10e95170c41451200,iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0,iotsim-domotic-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0:93,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcapac7087a4f3e19293f134bf46de1214e8672031117b4e89e93315d1e3d4dd34b00,iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0,iotsim-domotic-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0:79,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcap7770b4aeb6cbf308c120925fbc1d48a41cc511564f557d5ed37e17b225f1da2a0,iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0,iotsim-domotic-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,aux:aux_fit:iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0:356,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcape00d49c2a4c67da811a263cbd0d3cc267eff85b1f614058e5f28540cb6ddbb0e0,iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0,iotsim-domotic-monitor,benign,A,0,benign_normal
token_prefix_sha,b5dc5930635efb97c4fc7294eaa61591b726d8b9df72df0cb4e235f726d34e01,26,1,25,true,support_train:fit:201,raw/malicious/mirai-dos/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap7c5aecf09fab958293ab5b403bdc9dfedfa1b6729ec7b05e39f141e64c9221980,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,Mirai C&C Communication,A,1,attack_hard
