pcap_member,role,packets_read,packets_scanned,pre_record_packets,parse_errors,first_timestamp_epoch,last_timestamp_epoch,warmup_packets,strategy,state_id,split_role,csv_member,record_start_ts,feature_rows_emitted,state_hash_before,state_hash_after
raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,attack_eval,400,1443,1042,0,1737235781.420515,1737235795.551812,50,reset_at_split_boundary,reset::attack_eval::iotsim-combined-cycle-1,attack_eval,processed/iotsim-combined-cycle-1.csv,1737235781.420146,400,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,63c344634c9f7f220f586f26289bec6b41978933a27595a089116c1d634c845b
raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,attack_eval,400,2417,2016,0,1737235794.490721,1737235805.849516,50,reset_at_split_boundary,reset::attack_eval::iotsim-domotic-monitor-1,attack_eval,processed/iotsim-domotic-monitor-1.csv,1737235794.490721,400,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,dcbc80c38099f35689263afb77a092ec14d5b427396c0864b89f576eb6f06ae8
raw/benign/iotsim-cooler-motor-8_0-0_to_OpenvSwitch-18_8-0.pcap,id_benign_train,400,401,0,0,1736880004.192795,1736880084.054193,50,train_state_then_eval_online,B::train::iotsim-cooler-motor-8,ID_benign_train,processed/iotsim-cooler-motor-8.csv,,400,d3e43d19e491fa0ee6713593692305d4a0eb615f4403f8d36cce0c1849af3b9a,ad8906146fe02564f296871a1c5c5783c7f9cb020b7fbb211daffbdad6fc5ec8
raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap,id_benign_train,400,401,0,0,1736880003.680362,1736880926.658718,50,train_state_then_eval_online,B::train::iotsim-combined-cycle-tls-1,ID_benign_train,processed/iotsim-combined-cycle-tls-1.csv,,400,ad8906146fe02564f296871a1c5c5783c7f9cb020b7fbb211daffbdad6fc5ec8,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c
raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,ood_benign_val,400,401,0,0,1736880023.3023,1736881163.637001,50,train_state_then_eval_online,B::branch::ood_benign_val::iotsim-building-monitor-3,OOD_benign_val,processed/iotsim-building-monitor-3.csv,,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,e5dc6bc2334c10f9f77adf040423bde5329571d123f82aad41eb56b3f711e568
raw/benign/iotsim-predictive-maintenance-8_0-0_to_OpenvSwitch-19_8-0.pcap,ood_benign_val,400,401,0,0,1736880008.029708,1736880171.160786,50,train_state_then_eval_online,B::branch::ood_benign_val::iotsim-predictive-maintenance-8,OOD_benign_val,processed/iotsim-predictive-maintenance-8.csv,,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,e087e9bb682560c71bf0e502114e0aa631740ac008fc760080b6e5524cd1ba3b
raw/benign/iotsim-hydraulic-system-8_0-0_to_OpenvSwitch-15_8-0.pcap,final_ood_benign_eval,400,401,0,0,1736880003.680313,1736880534.62502,50,train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-hydraulic-system-8,final_OOD_benign_eval,processed/iotsim-hydraulic-system-8.csv,,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,8ffc25ea5373a23b8a47189c14426a08983eca4d0b55a6beb405bcd73ded799f
raw/benign/iotsim-domotic-monitor-2_0-0_to_OpenvSwitch-23_2-0.pcap,final_ood_benign_eval,400,401,0,0,1736880015.97485,1736881122.73246,50,train_state_then_eval_online,B::branch::final_ood_benign_eval::iotsim-domotic-monitor-2,final_OOD_benign_eval,processed/iotsim-domotic-monitor-2.csv,,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,5e3e44a6ddad653b76c4b393e5d448699577980396d106cd971ea21a884b9869
raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,attack_support,400,2433,2032,0,1737235793.490203,1737235810.139011,50,train_state_then_eval_online,B::branch::attack_support::iotsim-air-quality-1,attack_support,processed/iotsim-air-quality-1.csv,1737235793.490203,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,a3c01b6791220f5e6d89496ce5a4ee35474e8f568fa5df40039ee0db79db114f
raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,attack_support,400,1264,863,0,1737235783.576491,1737235795.096604,50,train_state_then_eval_online,B::branch::attack_support::iotsim-city-power-1,attack_support,processed/iotsim-city-power-1.csv,1737235783.576491,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,fdbaaf8a11e89ed76bbacb40d6fbb33f0ad2d020408ee641e01e7f15ee5e0671
raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,attack_support,400,1367,966,0,1737235781.420146,1737235794.523461,50,train_state_then_eval_online,B::branch::attack_support::iotsim-combined-cycle-10,attack_support,processed/iotsim-combined-cycle-10.csv,1737235781.420146,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,9e20b6d0e22d205c90b7614bab82ac680555265ae2f9dfccefa889673316e0be
raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,attack_eval,400,1655,1254,0,1737235764.020608,1737235775.554247,50,train_state_then_eval_online,B::branch::attack_eval::iotsim-building-monitor-1,attack_eval,processed/iotsim-building-monitor-1.csv,1737235764.020608,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,0ee9776af742440785ef43c287a0c5cad52df0c21db8764a3e84382f3c921b31
raw/malicious/mirai-infection/iotsim-combined-cycle-1_0-0_to_OpenvSwitch-13_1-0.pcap,attack_eval,400,1443,1042,0,1737235781.420515,1737235795.551812,50,train_state_then_eval_online,B::branch::attack_eval::iotsim-combined-cycle-1,attack_eval,processed/iotsim-combined-cycle-1.csv,1737235781.420146,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,41371455352b16db924455cbf31c730fa895c55903fe9552dd09233657a51bfd
raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,attack_eval,400,2417,2016,0,1737235794.490721,1737235805.849516,50,train_state_then_eval_online,B::branch::attack_eval::iotsim-domotic-monitor-1,attack_eval,processed/iotsim-domotic-monitor-1.csv,1737235794.490721,400,6c149658d1de4957243a3398af9321df9c5f1483d30165937c5fbb80409c0f5c,7279f6c25014f8f07b672bb81a8653abafa62b7d206b84d3f00e58a798704d89
