extension_row_id,support_version,bank_partition,support_val_phase,source_contract_role,source_csv,source_group,exact_attack_label,mechanism_family,source_segment_id,source_segment_start_row,source_segment_end_row,csv_row_index,packet_timestamp_raw,packet_timestamp_epoch,timestamp_column,heuristic_label_pcap_candidate,heuristic_pcap_pairing_confidence,preferred_pcap_member,pcap_pairing_confidence,query_embargo_rows,train_val_embargo_rows,overlap_with_existing_certified_query,overlap_with_support_v1,raw_label_verified,feature_materialization_status,feature_vector_sha256,selection_allowed,report_only,sealed_final,forbidden_for_fit,forbidden_for_threshold,forbidden_for_model_selection,selection_rule,pcap_selection_evidence,heuristic_candidate_overridden,frozen_query_first_epoch,frozen_query_last_epoch,same_capture_candidate_after_frozen_query,temporal_admissibility,quarantine_reason
ckbr_824c52d9c96f11468068,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2674,38924,38925,38925,"Jan 18, 2025 21:45:17.749098000 GMT",1737236717.749098,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_3b86aa30635e19e3d343,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2676,38931,38934,38933,"Jan 18, 2025 21:45:17.793376000 GMT",1737236717.793376,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_0040c7ecbc13c6110670,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2678,38938,38938,38938,"Jan 18, 2025 21:45:17.838197000 GMT",1737236717.838197,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_999c60586992c6584c9f,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2680,38945,39031,38988,"Jan 18, 2025 21:45:19.642935000 GMT",1737236719.642935,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_b5697d0dfee61e362f58,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2682,39036,39036,39036,"Jan 18, 2025 21:45:20.385371000 GMT",1737236720.385371,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_c94ee325720c30e61dd3,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2684,39047,39047,39047,"Jan 18, 2025 21:45:20.396610000 GMT",1737236720.39661,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_d9e6098cc204d71ed7c7,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2686,39049,39051,39050,"Jan 18, 2025 21:45:20.400717000 GMT",1737236720.400717,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_224e9d21114511c61a67,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2688,39066,39066,39066,"Jan 18, 2025 21:45:20.447119000 GMT",1737236720.447119,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_d23dd4d4662aec4b76f5,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2690,39088,39093,39091,"Jan 18, 2025 21:45:20.560714000 GMT",1737236720.560714,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_d8377f0ba33e0c625d33,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2692,39097,39100,39099,"Jan 18, 2025 21:45:20.606764000 GMT",1737236720.606764,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_9e7cb563b3a7dd4b55bb,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2694,39111,39135,39123,"Jan 18, 2025 21:45:20.677088000 GMT",1737236720.677088,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_ab7668771d22573fa88f,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2696,39151,39169,39160,"Jan 18, 2025 21:45:22.800888000 GMT",1737236722.800888,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_680a4dcfd3d926d5ab4c,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2698,39171,39171,39171,"Jan 18, 2025 21:45:22.891597000 GMT",1737236722.891597,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_ffb1baa43be0f8202953,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2700,39175,39177,39176,"Jan 18, 2025 21:45:22.894231000 GMT",1737236722.894231,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_bc2521ce57546264dc6b,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2702,39184,39213,39199,"Jan 18, 2025 21:45:23.300687000 GMT",1737236723.300687,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_40bf8ccd89ba98b02233,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2704,39216,39216,39216,"Jan 18, 2025 21:45:23.695640000 GMT",1737236723.69564,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_383651e47e6bd49965a9,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2706,39233,39238,39236,"Jan 18, 2025 21:45:23.816042000 GMT",1737236723.816042,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_9b379fbe8fdb5d9431b6,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2708,39240,39243,39242,"Jan 18, 2025 21:45:23.862448000 GMT",1737236723.862448,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
ckbr_94889bb407f02aa36020,support_v2_extension_plan_v1,support_train,not_applicable,quarantined_same_capture_future_order_diagnostic,processed/iotsim-city-power-1.csv,city-power,TCP Scan,reconnaissance_scan,2710,39253,39256,39255,"Jan 18, 2025 21:45:23.905747000 GMT",1737236723.905747,frame.time,raw/malicious/network-scanning/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,medium_scenario_token_match,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,high_unique_full_target_time_range,500,32,False,False,True,diagnostic_materialization_only_quarantined,,False,False,False,True,True,True,diagnostic_latest_nonoverlap_segments_one_midpoint_each_query500_trainval_segment_disjoint_then_temporal_gate,row_frame.time_range_unique_cover_overrides_label_name_scenario_heuristic,True,1737236014.326398,1737236386.608933,True,False,same_capture_candidate_occurs_after_already_frozen_future_query
