train_groups,validation_groups,train_rows,validation_rows,train_group_count,validation_group_count,train_max_source_share,validation_max_source_share,train_embedding_coverage,validation_embedding_coverage,session_overlap,member_overlap,admissible
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,966,4020,4,2,0.34265010351966874,0.9171641791044776,0.005175983436853002,0.04203980099502488,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,4653,333,5,1,0.7923920051579626,1.0,0.037395228884590584,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4425,561,4,2,0.8332203389830508,0.5935828877005348,0.03887005649717514,0.0035650623885918,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,784,4202,3,3,0.4221938775510204,0.8774393146120895,0.006377551020408163,0.04021894336030462,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4471,515,4,2,0.8246477298143592,0.6466019417475728,0.03891746812793558,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|normal_2.pcap,iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4243,743,3,3,0.8689606410558567,0.44818304172274565,0.04053735564459109,0.0026917900403768506,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,558,4428,2,4,0.5967741935483871,0.8326558265582655,0.005376344086021506,0.03861788617886179,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,740,4246,3,3,0.45,0.8683466792275082,0.004054054054054054,0.040273198304286384,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|normal_2.pcap,968,4018,4,2,0.3440082644628099,0.9176207068193131,0.005165289256198347,0.04206072672971628,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0,4655,331,5,1,0.7920515574650913,1.0,0.037379162191192264,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4427,559,4,2,0.8328439123559973,0.592128801431127,0.03885249604698442,0.0035778175313059034,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,786,4200,3,3,0.42366412213740456,0.8778571428571429,0.006361323155216285,0.04023809523809524,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4473,513,4,2,0.824279007377599,0.645224171539961,0.038900067069081154,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4245,741,3,3,0.8685512367491166,0.446693657219973,0.04051825677267373,0.002699055330634278,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,407,4579,2,4,0.5528255528255528,0.8051976414064206,0.007371007371007371,0.03734439834024896,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,635,4351,3,3,0.3590551181102362,0.8473914042748794,0.007874015748031496,0.03884164559871294,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,4322,664,4,2,0.8530772790374826,0.5015060240963856,0.04025913928736696,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4094,892,3,3,0.9005862237420615,0.37331838565022424,0.04201270151441133,0.002242152466367713,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,453,4533,2,4,0.5033112582781457,0.813368630046327,0.011037527593818985,0.03728215309949261,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4140,846,3,3,0.8905797101449275,0.39361702127659576,0.042028985507246375,0.0,0,0,False
iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|normal_2.pcap,iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,3912,1074,2,4,0.9424846625766872,0.3100558659217877,0.04396728016359918,0.00186219739292365,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,331,4655,1,5,1.0,0.7920515574650913,0.0,0.037379162191192264,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,664,4322,2,4,0.5015060240963856,0.8530772790374826,0.0,0.04025913928736696,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,846,4140,3,3,0.39361702127659576,0.8905797101449275,0.0,0.042028985507246375,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|normal_2.pcap,1074,3912,4,2,0.3100558659217877,0.9424846625766872,0.00186219739292365,0.04396728016359918,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0,4761,225,5,1,0.7744171392564587,1.0,0.035916824196597356,0.013333333333333334,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4533,453,4,2,0.813368630046327,0.5033112582781457,0.03728215309949261,0.011037527593818985,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,892,4094,3,3,0.37331838565022424,0.9005862237420615,0.002242152466367713,0.04201270151441133,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4579,407,4,2,0.8051976414064206,0.5528255528255528,0.03734439834024896,0.007371007371007371,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4351,635,3,3,0.8473914042748794,0.3590551181102362,0.03884164559871294,0.007874015748031496,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,513,4473,2,4,0.645224171539961,0.824279007377599,0.0,0.038900067069081154,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,741,4245,3,3,0.446693657219973,0.8685512367491166,0.002699055330634278,0.04051825677267373,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,4428,558,4,2,0.8326558265582655,0.5967741935483871,0.03861788617886179,0.005376344086021506,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4200,786,3,3,0.8778571428571429,0.42366412213740456,0.04023809523809524,0.006361323155216285,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,559,4427,2,4,0.592128801431127,0.8328439123559973,0.0035778175313059034,0.03885249604698442,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4246,740,3,3,0.8683466792275082,0.45,0.040273198304286384,0.004054054054054054,0,0,False
iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4018,968,2,4,0.9176207068193131,0.3440082644628099,0.04206072672971628,0.005165289256198347,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,333,4653,1,5,1.0,0.7923920051579626,0.0,0.037395228884590584,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,515,4471,2,4,0.6466019417475728,0.8246477298143592,0.0,0.03891746812793558,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|normal_2.pcap,743,4243,3,3,0.44818304172274565,0.8689606410558567,0.0026917900403768506,0.04053735564459109,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0,4430,556,4,2,0.8322799097065463,0.5953237410071942,0.03860045146726862,0.00539568345323741,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4202,784,3,3,0.8774393146120895,0.4221938775510204,0.04021894336030462,0.006377551020408163,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|normal_2.pcap,561,4425,2,4,0.5935828877005348,0.8332203389830508,0.0035650623885918,0.03887005649717514,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,4248,738,3,3,0.8679378531073446,0.44850948509485095,0.04025423728813559,0.0040650406504065045,0,0,False
iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,4020,966,2,4,0.9171641791044776,0.34265010351966874,0.04203980099502488,0.005175983436853002,0,0,False
iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,182,4804,1,5,1.0,0.7674854288093256,0.0,0.036219816819317234,0,0,False
iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0|normal_2.pcap,410,4576,2,4,0.5560975609756098,0.8057255244755245,0.004878048780487805,0.037587412587412584,0,0,False
iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0|iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0|normal_2.pcap,iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0|iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0|iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0,4097,889,3,3,0.899926775689529,0.374578177727784,0.041737856968513544,0.003374578177727784,0,0,False
