sample_id,asset_version,source_role,exact_attack_label,semantic_attack_group,region_id,phase,segment_id,source_file,device_or_source_group,pcap_path,csv_path,csv_row_index,pcap_packet_index,csv_timestamp,pcap_timestamp,timestamp_alignment_status,selection_round,selection_reason,selection_rank_within_label,bank_partition,memory_status,provenance_hash,global_candidate_id,chunk_id,row_index_within_chunk,feature_row_index_global,state_strategy
support_000010,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16620,48653,1737236339.427379,1737236339.427379,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,10,support_train,active,bf2e0449620bfda1c7b0fcb1b45ff9400fc40f7638c0b9c7dcd0d9fc7fd38417,cand_00032652,7,9,32652,train_state_then_eval_online_past_only
support_000011,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16690,48723,1737236339.440253,1737236339.440253,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,11,support_val,active,ad8020b2360cc3e38b1c271b174ab20f160f93ec8a89df496e66f6a71f18fa72,cand_00032722,7,79,32722,train_state_then_eval_online_past_only
support_000012,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,17217,49251,1737236339.502050,1737236339.502050,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,12,support_train,active,a1ca0d956fbe98b0d0cdd3fc0f0898ed6d96ae3ca51eb92735730d234ee80161,cand_00033246,7,603,33246,train_state_then_eval_online_past_only
support_000013,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16611,48644,1737236339.414868,1737236339.414868,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,13,support_train,active,3f92c87ac2210f3d20bbc25c0979a19dcfe8018d4b78368e0a6784fb0600beba,cand_00032643,7,0,32643,train_state_then_eval_online_past_only
support_000014,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16673,48706,1737236339.438155,1737236339.438155,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,14,support_train,active,9828724489cba97316ae1b8bae0429e01d9bad2b13c45bec1c2a9cb7f437d65a,cand_00032705,7,62,32705,train_state_then_eval_online_past_only
support_000015,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16619,48652,1737236339.427362,1737236339.427362,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,15,support_val,active,02712cdb2a9de2a2154bd1e9dd067c3a5bf8ca0d922eeaac148459571541c676,cand_00032651,7,8,32651,train_state_then_eval_online_past_only
support_000016,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,17218,49252,1737236339.502064,1737236339.502064,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,16,support_train,active,665b1403bd4667accb5590e0950dc18222a6b5b7c5323c7d590c4f837f72dded,cand_00033247,7,604,33247,train_state_then_eval_online_past_only
support_000017,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16623,48656,1737236339.427416,1737236339.427416,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,17,support_train,active,8fda384f6cfd3a4572087c1751dd6fa3fd3c2dce4c61b11a6b99763ae8ca8b79,cand_00032655,7,12,32655,train_state_then_eval_online_past_only
support_000018,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16627,48660,1737236339.428106,1737236339.428106,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,18,support_train,active,bd122ac05aa94eccf9ea7df49bde0c587f65a66fa604f9f40b31ea28ebffb392,cand_00032659,7,16,32659,train_state_then_eval_online_past_only
support_000019,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,File Download,tooling,region_70bad82822ac,tail_gt_10000,1043,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16614,48647,1737236339.421666,1737236339.421666,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,19,support_val,active,ef545dfac16d7119b13aa57b71df7d5ef48890938aa466c4dde8097c0bb49d1c,cand_00032646,7,3,32646,train_state_then_eval_online_past_only
support_000020,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,31678,70062,1737236398.156407,1737236398.156407,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,0,support_train,active,3ff5511f4ecd4f4111fc683e8625bdef8ab5c6f40cf43758607b066c104fefa0,cand_00033637,8,389,33637,train_state_then_eval_online_past_only
support_000021,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16607,48640,1737236339.408750,1737236339.408750,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,1,support_train,active,6d36b7469530379b57edfbf74853adfdd3294d9138ab92ddd5f41e6f4e7d3c2d,cand_00033352,8,104,33352,train_state_then_eval_online_past_only
support_000022,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,30929,68986,1737236394.912467,1737236394.912465,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,2,support_train,active,0760c2438ab74f5b0dd657238366ac2d63acc888825fb1fa663372eb3e4f1806,cand_00033604,8,356,33604,train_state_then_eval_online_past_only
support_000023,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16878,48911,1737236339.461192,1737236339.461192,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,3,support_val,active,b517fe379444e5652100ecd93dc7070ef7045b2c5db5da9f5a87a3933b5e2c11,cand_00033356,8,108,33356,train_state_then_eval_online_past_only
support_000024,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,19354,52058,1737236345.608251,1737236345.608251,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,4,support_train,active,b7ff4225c64b38cca835041ac633aad50452980609eedb7469810669390b2ac6,cand_00033380,8,132,33380,train_state_then_eval_online_past_only
support_000025,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16572,48590,1737236339.332749,1737236339.332749,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,5,support_train,active,768f0bb74a459651d3e6cf80d2720d56bad652b16bdb3edfe748b0f4dcc57631,cand_00033317,8,69,33317,train_state_then_eval_online_past_only
support_000026,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,17823,49857,1737236339.563833,1737236339.563833,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,6,support_train,active,b6f892086342de2b1664933aad0dfd366d7bb2df13b41447029bdf53147a9466,cand_00033359,8,111,33359,train_state_then_eval_online_past_only
support_000027,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16609,48642,1737236339.414192,1737236339.414192,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,7,support_val,active,c416c92520b6fe6dcee0230011766ed157291cfd5eb9aa0b7be8cb6dcd641096,cand_00033354,8,106,33354,train_state_then_eval_online_past_only
support_000028,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16540,48557,1737236339.205860,1737236339.205860,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,8,support_train,active,2815356aefd6a286e28332b86033addec3f8bac35a2e3d6da501d3e619404ea0,cand_00033286,8,38,33286,train_state_then_eval_online_past_only
support_000029,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16880,48913,1737236339.461223,1737236339.461223,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,9,support_train,active,52e8384528d8868e6653c1159f710e89d161f6ad0c9f2ea051588bdc79d9ce2e,cand_00033357,8,109,33357,train_state_then_eval_online_past_only
support_000030,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,17958,50083,1737236340.576133,1737236340.576133,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,10,support_train,active,4141ee1dd8793bbe32604baaf9f3c9f2888069d13aa058c98a48cad415522451,cand_00033368,8,120,33368,train_state_then_eval_online_past_only
support_000031,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,19337,52039,1737236345.585353,1737236345.585353,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,11,support_val,active,35d197aef827aec45b1162b8d502c1043b4f91af49cd01ab336ba532bc32266e,cand_00033377,8,129,33377,train_state_then_eval_online_past_only
support_000032,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16570,48588,1737236339.332698,1737236339.332698,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,12,support_train,active,dbb9d64e0d3a31ea82a509bc6cc3ccc7703772cd06e8e4f5662dbf3f7284027f,cand_00033315,8,67,33315,train_state_then_eval_online_past_only
support_000033,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,19352,52056,1737236345.604130,1737236345.604130,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,13,support_train,active,1173140417e21fd083ff542a2d2b0343ddbdcf6d3eb7b25dfe45bbb8620a989d,cand_00033378,8,130,33378,train_state_then_eval_online_past_only
support_000034,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,18121,50255,1737236340.602708,1737236340.602708,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,14,support_train,active,9a98f57b897dd6b7e8f5d7784e82f216b987d754ae182fd824cfa0bb14edd5e7,cand_00033371,8,123,33371,train_state_then_eval_online_past_only
support_000035,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16582,48600,1737236339.334199,1737236339.334199,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,15,support_val,active,24442e366798185df70f644beed01e69815403fecda54c5c808d9df2de15147f,cand_00033327,8,79,33327,train_state_then_eval_online_past_only
support_000036,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,19353,52057,1737236345.604170,1737236345.604170,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,16,support_train,active,aaa4882dff9d500bd549a78079e96366f9d2a220be08fde0803463d79327a8ad,cand_00033379,8,131,33379,train_state_then_eval_online_past_only
support_000037,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,28133,64888,1737236383.267210,1737236383.267210,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,17,support_train,active,d3f1623e9c76f90af85344d8bc04412adbf9fb203d38902552bb5b68d7fa8b98,cand_00033518,8,270,33518,train_state_then_eval_online_past_only
support_000038,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,17824,49858,1737236339.570295,1737236339.570295,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,18,support_train,active,13d6261131c8a85db614f874f79134bbe96683b8b07221c824da36e8cd772e05,cand_00033360,8,112,33360,train_state_then_eval_online_past_only
support_000039,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16562,48580,1737236339.328587,1737236339.328587,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,19,support_val,active,68fca54bc42939e841046619edae2abdbd5e4b1d8505ce788903d002b5cd338e,cand_00033307,8,59,33307,train_state_then_eval_online_past_only
support_000040,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,19646,52479,1737236346.669348,1737236346.669348,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,20,support_train,active,4eb48229cd76feae1630f1e1d13dda7fc81cb76952584c702574f271b738688a,cand_00033389,8,141,33389,train_state_then_eval_online_past_only
support_000041,issue27cd_exact_label_targeted_attack_v1,attack_support_candidate_pool_targeted,Ingress Tool Transfer,tooling,region_0369e547dd6b,tail_gt_10000,1027,processed/iotsim-combined-cycle-10.csv,combined-cycle,raw/malicious/mirai-infection/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,processed/iotsim-combined-cycle-10.csv,16579,48597,1737236339.334140,1737236339.334140,within_2us_epoch_match,initial_predeployment_bank_v1,deterministic_label_stratified_kcenter,21,support_train,active,3034f07934c5b2609a79437e83a1c05ae6d1199a3fa45f53f55fa9cbd0217725,cand_00033324,8,76,33324,train_state_then_eval_online_past_only
