epoch,source_group,rule,attempted_positive_events,sampled_negatives,skipped_no_legal_candidate,candidate_pool_min,candidate_pool_mean,candidate_pool_max,ghost_node_negatives,future_node_identity_used,candidate,seed
3,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
3,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
3,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
3,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
1,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
1,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
2,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
2,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
3,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
3,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1690,946,744,0,1.0538461538461539,2,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,914,524,390,0,1.0656455142231946,2,0,False,M1-SSL,27
1,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
1,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
1,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1690,946,744,0,1.0538461538461539,2,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,914,524,390,0,1.0656455142231946,2,0,False,M1-SSL,27
2,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
2,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
2,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1690,946,744,0,1.0538461538461539,2,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,914,524,390,0,1.0656455142231946,2,0,False,M1-SSL,27
3,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
3,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
3,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
1,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
1,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
1,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
2,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
2,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
2,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
2,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
3,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
3,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,33,15,18,0,0.45454545454545453,1,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
3,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
3,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
3,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
3,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
1,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
1,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-4.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-combined-cycle-tls-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,269,0,269,0,0.0,0,0,False,M1-SSL,27
1,processed/iotsim-cooler-motor-5.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,3191,3116,75,0,1.8198057035412096,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,1353,1340,13,0,2.7812269031781227,4,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-10.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,869,445,424,0,0.8826237054085155,2,0,False,M1-SSL,27
1,processed/iotsim-hydraulic-system-11.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,856,453,403,0,0.9030373831775701,2,0,False,M1-SSL,27
1,processed/iotsim-ip-camera-museum-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,215,175,40,0,1.1627906976744187,2,0,False,M1-SSL,27
1,processed/iotsim-stream-consumer-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,4000,2820,1180,0,0.705,1,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-2.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,598,317,281,0,1.0267558528428093,2,0,False,M1-SSL,27
2,processed/iotsim-building-monitor-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,324,163,161,0,0.9814814814814815,2,0,False,M1-SSL,27
2,processed/iotsim-city-power-1.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,137,0,137,0,0.0,0,0,False,M1-SSL,27
2,processed/iotsim-combined-cycle-tls-3.csv,current_source_past_seen_nodes_excluding_src_dst_and_pyg_neighbors,270,0,270,0,0.0,0,0,False,M1-SSL,27
