csv_archive_path,inferred_device,inferred_protocol,candidate_pcap_archive_path,filename_token_match,path_token_match,device_token_match,protocol_token_match,csv_row_count,csv_frame_number_min,csv_frame_number_max,csv_timestamp_min,csv_timestamp_max,candidate_pcap_file_size,pcap_packet_count_if_available,pcap_first_timestamp_if_available,pcap_last_timestamp_if_available,pcap_metadata_status,packet_count_vs_csv_row_count_status,timestamp_range_overlap_status,pairing_confidence_old,pairing_confidence_new,unresolved_reason
processed/iotsim-cooler-motor-15.csv,cooler-motor,tls,raw/benign/iotsim-cooler-motor-15_0-0_to_OpenvSwitch-20_5-0.pcap,true,true,true,false,22468,,,2025-01-14T18:40:12.627200Z,2025-01-14T20:47:25.499289Z,3260054,23225,2025-01-14T18:40:12.627200Z,2025-01-14T20:47:25.499289Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-predictive-maintenance-8.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-8_0-0_to_OpenvSwitch-19_8-0.pcap,true,true,true,false,13721,,,2025-01-14T18:40:08.029708Z,2025-01-14T20:47:17.830685Z,1817083,14414,2025-01-14T18:40:08.029708Z,2025-01-14T20:47:17.830685Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,rtcp,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,true,true,true,false,10447197,,,2025-01-14T18:40:21.045127Z,2025-01-25T19:46:03.441083Z,1746905091,1233571,2025-01-14T18:40:21.045127Z,2025-01-14T20:47:03.559617Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-building-monitor-3.csv,building-monitor,dns,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,true,true,true,false,1740,,,2025-01-14T18:40:23.302300Z,2025-01-14T20:47:25.749251Z,242429,2383,2025-01-14T18:40:23.302300Z,2025-01-14T20:47:25.749251Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-building-monitor-2.csv,building-monitor,dns,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap,true,true,true,false,1740,,,2025-01-14T18:40:23.100015Z,2025-01-14T20:47:25.749260Z,242979,2392,2025-01-14T18:40:23.100015Z,2025-01-14T20:47:25.749260Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-predictive-maintenance-9.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-9_0-0_to_OpenvSwitch-19_9-0.pcap,true,true,true,false,13711,,,2025-01-14T18:40:18.475112Z,2025-01-14T20:47:14.829109Z,1815189,14399,2025-01-14T18:40:13.919741Z,2025-01-14T20:47:14.829109Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-13.csv,hydraulic-system,tls,raw/benign/iotsim-hydraulic-system-13_0-0_to_OpenvSwitch-16_3-0.pcap,true,true,true,false,2481,,,2025-01-14T18:40:08.871750Z,2025-01-14T20:46:49.035562Z,1303556,3710,2025-01-14T18:40:03.682867Z,2025-01-14T20:46:53.037592Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-11.csv,hydraulic-system,tls,raw/benign/iotsim-hydraulic-system-11_0-0_to_OpenvSwitch-16_1-0.pcap,true,true,true,false,2466,,,2025-01-14T18:40:07.917647Z,2025-01-14T20:46:49.478695Z,1311490,3853,2025-01-14T18:40:03.685075Z,2025-01-14T20:46:54.573008Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-ip-camera-museum-2.csv,ip-camera-museum,rtcp,raw/benign/iotsim-ip-camera-museum-2_0-0_to_OpenvSwitch-29_2-0.pcap,true,true,true,false,1232612,,,2025-01-14T18:40:20.755726Z,2025-01-14T20:47:03.229713Z,1746915900,1233584,2025-01-14T18:40:20.755726Z,2025-01-14T20:47:03.229713Z,ok,near_match_within_0p1pct,range_endpoint_match_within_1s,medium_filename_path_match,high_packet_count_timestamp_match,
processed/iotsim-building-monitor-1.csv,building-monitor,dns,raw/benign/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,true,true,true,false,5550987,,,2025-01-14T18:40:22.618113Z,2025-01-25T17:10:22.266432Z,241668,2376,2025-01-14T18:40:22.618113Z,2025-01-14T20:47:30.479379Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-10.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-10_0-0_to_OpenvSwitch-15_10-0.pcap,true,true,true,false,2506,,,2025-01-14T18:40:07.507650Z,2025-01-14T20:46:50.390864Z,1293344,3868,2025-01-14T18:40:03.680717Z,2025-01-14T20:46:55.596733Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-9.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0.pcap,true,true,true,false,258,,,2025-01-14T18:39:55.330053Z,2025-01-14T20:44:19.176891Z,89568,1137,2025-01-14T18:39:55.330053Z,2025-01-14T20:46:04.910326Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-hydraulic-system-14.csv,hydraulic-system,tls,raw/benign/iotsim-hydraulic-system-14_0-0_to_OpenvSwitch-16_4-0.pcap,true,true,true,false,2481,,,2025-01-14T18:40:08.839598Z,2025-01-14T20:47:06.253720Z,1304494,3735,2025-01-14T18:40:03.684301Z,2025-01-14T20:47:06.253720Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-ip-camera-street-2.csv,ip-camera-street,rtcp,raw/benign/iotsim-ip-camera-street-2_0-0_to_OpenvSwitch-24_2-0.pcap,true,true,true,false,783243,,,2025-01-14T18:40:16.945452Z,2025-01-14T20:47:05.073210Z,1111294927,784331,2025-01-14T18:40:16.945452Z,2025-01-14T20:47:05.073210Z,ok,near_match_within_1pct,range_endpoint_match_within_1s,medium_filename_path_match,medium_plus_frame_timestamp_hint,count=near_match_within_1pct; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-building-monitor-5.csv,building-monitor,dns,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap,true,true,true,false,1740,,,2025-01-14T18:40:23.935614Z,2025-01-14T20:47:32.390870Z,242197,2379,2025-01-14T18:40:23.647685Z,2025-01-14T20:47:32.390870Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-combined-cycle-10.csv,combined-cycle,telnet,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,true,true,true,false,138509,,,2025-01-14T18:39:56.103876Z,2025-01-25T18:25:35.953553Z,90229,1146,2025-01-14T18:39:54.465142Z,2025-01-14T20:46:04.910865Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-building-monitor-4.csv,building-monitor,dns,raw/benign/iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0.pcap,true,true,true,false,1740,,,2025-01-14T18:40:23.618578Z,2025-01-14T20:47:26.839155Z,242777,2389,2025-01-14T18:40:23.618578Z,2025-01-14T20:47:26.839155Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-hydraulic-system-15.csv,hydraulic-system,tls,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,true,true,true,false,2496,,,2025-01-14T18:40:09.914692Z,2025-01-14T20:46:54.151028Z,1313678,3869,2025-01-14T18:40:03.684146Z,2025-01-14T20:46:57.645456Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-8.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0.pcap,true,true,true,false,254,,,2025-01-14T18:45:08.697625Z,2025-01-14T20:44:16.915087Z,89472,1136,2025-01-14T18:39:53.954194Z,2025-01-14T20:46:04.910426Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-ip-camera-street-1.csv,ip-camera-street,rtcp,raw/benign/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,true,true,true,false,5469337,,,2025-01-14T18:40:16.621234Z,2025-01-25T19:46:06.049464Z,1111275647,784222,2025-01-14T18:40:16.621234Z,2025-01-14T20:47:04.749449Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-6.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0.pcap,true,true,true,false,254,,,2025-01-14T18:45:03.798105Z,2025-01-14T20:44:11.069362Z,89157,1131,2025-01-14T18:39:53.954244Z,2025-01-14T20:46:04.910507Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-stream-consumer-1.csv,stream-consumer,rtcp,raw/benign/iotsim-stream-consumer-1_0-0_to_OpenvSwitch-30_1-0.pcap,true,true,true,false,465094,,,2025-01-14T18:40:22.008562Z,2025-01-14T20:47:00.508189Z,655530559,465585,2025-01-14T18:40:22.008562Z,2025-01-14T20:47:00.508189Z,ok,near_match_within_1pct,range_endpoint_match_within_1s,medium_filename_path_match,medium_plus_frame_timestamp_hint,count=near_match_within_1pct; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-predictive-maintenance-1.csv,predictive-maintenance,tls,raw/benign/iotsim-predictive-maintenance-10_0-0_to_OpenvSwitch-19_10-0.pcap,true,true,true,false,137502,,,2025-01-14T18:40:11.000644Z,2025-01-14T20:47:25.217326Z,1817317,14406,2025-01-14T18:40:11.937385Z,2025-01-14T20:47:17.413967Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-7.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0.pcap,true,true,true,false,254,,,2025-01-14T18:45:06.134861Z,2025-01-14T20:44:13.900507Z,88982,1129,2025-01-14T18:39:54.977053Z,2025-01-14T20:46:04.910831Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-5.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0.pcap,true,true,true,false,254,,,2025-01-14T18:45:01.142864Z,2025-01-14T20:44:08.275602Z,88847,1128,2025-01-14T18:39:56.001769Z,2025-01-14T20:46:04.910235Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-stream-consumer-2.csv,stream-consumer,rtcp,raw/benign/iotsim-stream-consumer-2_0-0_to_OpenvSwitch-30_2-0.pcap,true,true,true,false,465335,,,2025-01-14T18:40:21.679492Z,2025-01-14T20:47:01.214772Z,655901614,465835,2025-01-14T18:40:21.679492Z,2025-01-14T20:47:01.214772Z,ok,near_match_within_1pct,range_endpoint_match_within_1s,medium_filename_path_match,medium_plus_frame_timestamp_hint,count=near_match_within_1pct; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-domotic-monitor-5.csv,domotic-monitor,dns,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcap,true,true,true,false,1668,,,2025-01-14T18:40:35.883799Z,2025-01-14T20:47:26.569243Z,226499,2337,2025-01-14T18:40:15.974600Z,2025-01-14T20:47:26.569243Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-2.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-2_0-0_to_OpenvSwitch-19_2-0.pcap,true,true,true,false,13722,,,2025-01-14T18:40:14.602365Z,2025-01-14T20:47:22.257850Z,1816965,14412,2025-01-14T18:40:13.920118Z,2025-01-14T20:47:22.257850Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-predictive-maintenance-3.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-3_0-0_to_OpenvSwitch-19_3-0.pcap,true,true,true,false,13726,,,2025-01-14T18:40:15.186464Z,2025-01-14T20:47:21.145627Z,1817205,14414,2025-01-14T18:40:13.919664Z,2025-01-14T20:47:21.145627Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-domotic-monitor-4.csv,domotic-monitor,dns,raw/benign/iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0.pcap,true,true,true,false,1662,,,2025-01-14T18:40:35.347266Z,2025-01-14T20:46:45.001950Z,225285,2322,2025-01-14T18:40:15.974740Z,2025-01-14T20:46:45.001950Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-4.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0.pcap,true,true,true,false,254,,,2025-01-14T18:44:58.562338Z,2025-01-14T20:44:06.980209Z,89102,1131,2025-01-14T18:39:54.977016Z,2025-01-14T20:46:04.910632Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-7.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-7_0-0_to_OpenvSwitch-19_7-0.pcap,true,true,true,false,13724,,,2025-01-14T18:40:16.887155Z,2025-01-14T20:47:22.208838Z,1816997,14411,2025-01-14T18:40:13.920023Z,2025-01-14T20:47:22.208838Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-domotic-monitor-1.csv,domotic-monitor,dns,raw/benign/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,true,true,true,false,2114866,,,2025-01-14T18:40:33.326145Z,2025-01-25T19:46:03.864291Z,225603,2327,2025-01-14T18:40:15.974940Z,2025-01-14T20:46:42.275739Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-6.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-6_0-0_to_OpenvSwitch-19_6-0.pcap,true,true,true,false,13726,,,2025-01-14T18:40:16.611034Z,2025-01-14T20:47:20.012492Z,1817205,14414,2025-01-14T18:40:13.919891Z,2025-01-14T20:47:20.012492Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-1.csv,combined-cycle,telnet,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap,true,true,true,false,5974887,,,2025-01-14T18:39:56.103876Z,2025-01-25T18:28:28.222394Z,90229,1146,2025-01-14T18:39:54.465142Z,2025-01-14T20:46:04.910865Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-3.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-3_0-0_to_OpenvSwitch-13_3-0.pcap,true,true,true,false,254,,,2025-01-14T18:44:56.726947Z,2025-01-14T20:44:04.377108Z,88840,1128,2025-01-14T18:39:56.512365Z,2025-01-14T20:46:04.910180Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-air-quality-1.csv,air-quality,dns,raw/benign/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,true,true,true,false,55052,,,2025-01-14T18:40:22.447710Z,2025-01-25T19:45:38.701819Z,231885,2391,2025-01-14T18:40:20.062613Z,2025-01-14T20:47:24.908404Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-4.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-4_0-0_to_OpenvSwitch-19_4-0.pcap,true,true,true,false,13726,,,2025-01-14T18:40:15.915710Z,2025-01-14T20:47:20.206356Z,1817493,14418,2025-01-14T18:40:07.775463Z,2025-01-14T20:47:20.206356Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-domotic-monitor-3.csv,domotic-monitor,dns,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap,true,true,true,false,1668,,,2025-01-14T18:40:34.950431Z,2025-01-14T20:47:25.150840Z,226151,2331,2025-01-14T18:40:15.974539Z,2025-01-14T20:47:25.150840Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-domotic-monitor-2.csv,domotic-monitor,dns,raw/benign/iotsim-domotic-monitor-2_0-0_to_OpenvSwitch-23_2-0.pcap,true,true,true,false,1660,,,2025-01-14T18:40:34.636660Z,2025-01-14T20:46:50.074751Z,225803,2332,2025-01-14T18:40:15.974850Z,2025-01-14T20:46:50.074751Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-5.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-5_0-0_to_OpenvSwitch-19_5-0.pcap,true,true,true,false,13710,,,2025-01-14T18:40:16.393592Z,2025-01-14T20:47:16.905983Z,1815411,14403,2025-01-14T18:40:13.919701Z,2025-01-14T20:47:16.905983Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-2.csv,combined-cycle,coap,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap,true,true,true,false,254,,,2025-01-14T18:44:53.503965Z,2025-01-14T20:44:01.261838Z,89153,1132,2025-01-14T18:39:55.488673Z,2025-01-14T20:46:04.910898Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-combined-cycle-tls-2.csv,combined-cycle-tls,dtls,raw/benign/iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0.pcap,true,true,true,false,1944,,,2025-01-14T18:44:55.792045Z,2025-01-14T20:45:06.222080Z,270738,2819,2025-01-14T18:39:57.536049Z,2025-01-14T20:46:04.913380Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-predictive-maintenance-10.csv,predictive-maintenance,dns,raw/benign/iotsim-predictive-maintenance-10_0-0_to_OpenvSwitch-19_10-0.pcap,true,true,true,false,13720,,,2025-01-14T18:40:11.937385Z,2025-01-14T20:47:17.413967Z,1817317,14406,2025-01-14T18:40:11.937385Z,2025-01-14T20:47:17.413967Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
processed/iotsim-hydraulic-system-4.csv,hydraulic-system,mqtt,raw/benign/iotsim-hydraulic-system-4_0-0_to_OpenvSwitch-15_4-0.pcap,true,true,true,false,2511,,,2025-01-14T18:40:11.516591Z,2025-01-14T20:46:53.408500Z,1293254,3849,2025-01-14T18:40:03.680619Z,2025-01-14T20:46:58.669903Z,ok,mismatch,range_overlap,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_overlap; pcap_status=ok
processed/iotsim-cooler-motor-7.csv,cooler-motor,mqtt,raw/benign/iotsim-cooler-motor-7_0-0_to_OpenvSwitch-18_7-0.pcap,true,true,true,false,22475,,,2025-01-14T18:40:06.834420Z,2025-01-14T20:47:20.010389Z,2933084,23242,2025-01-14T18:40:06.754106Z,2025-01-14T20:47:20.010389Z,ok,mismatch,range_endpoint_match_within_1s,medium_filename_path_match,medium_filename_path_match,count=mismatch; time=range_endpoint_match_within_1s; pcap_status=ok
