seed,role,gate_label,gate_name,margin,hard_alarm_rate,needs_review_rate,suppressed_rate,operational_attention_rate,report_only_if_final_or_attack,used_for_gate_selection
45,ood_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.0,0.0,0.0,0.0,False,False
45,support_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.875,0.0,0.0,0.875,False,False
45,support_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.8125,0.0,0.0625,0.8125,False,False
45,support_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.8125,0.0625,0.8125,False,False
45,support_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.8125,0.0,0.0625,0.8125,False,False
45,support_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.875,0.0,0.0,0.875,False,False
45,final_ood_benign_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.03266666666666666,0.0,0.0,0.03266666666666666,True,False
45,final_ood_benign_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0003333333333333333,0.0,0.03233333333333333,0.0003333333333333333,True,False
45,final_ood_benign_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0003333333333333333,0.0,0.03233333333333333,0.0003333333333333333,True,False
45,final_ood_benign_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0003333333333333333,0.0,0.03233333333333333,0.0003333333333333333,True,False
45,final_ood_benign_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.03266666666666666,0.0,0.0,0.03266666666666666,True,False
45,medium_attack_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.9008888888888889,0.0,0.0,0.9008888888888889,True,False
45,medium_attack_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.8186666666666667,0.0,0.08222222222222222,0.8186666666666667,True,False
45,medium_attack_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0013333333333333333,0.8173333333333334,0.08222222222222222,0.8186666666666667,True,False
45,medium_attack_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.8813333333333333,0.0,0.019555555555555555,0.8813333333333333,True,False
45,medium_attack_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.9008888888888889,0.0,0.0,0.9008888888888889,True,False
45,dev_heavy_query_report_only,baseline_no_veto,baseline_no_veto,0.0,0.99825,0.0,0.0,0.99825,True,False
45,dev_heavy_query_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.177,0.0,0.82125,0.177,True,False
45,dev_heavy_query_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.177,0.82125,0.177,True,False
45,dev_heavy_query_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.99825,0.0,0.0,0.99825,True,False
45,dev_heavy_query_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.99825,0.0,0.0,0.99825,True,False
46,id_calib_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
46,id_calib_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,id_calib_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,id_calib_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,id_calib_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.0,0.0,0.0,0.0,False,False
46,ood_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.0,0.0,0.0,0.0,False,False
46,ood_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,ood_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,ood_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0,0.0,0.0,0.0,False,False
46,ood_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.0,0.0,0.0,0.0,False,False
46,support_val_dev,baseline_no_veto,baseline_no_veto,0.0,0.84375,0.0,0.0,0.84375,False,False
46,support_val_dev,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.78125,0.0,0.0625,0.78125,False,False
46,support_val_dev,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.78125,0.0625,0.78125,False,False
46,support_val_dev,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.75,0.0,0.09375,0.75,False,False
46,support_val_dev,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.84375,0.0,0.0,0.84375,False,False
46,final_ood_benign_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.021666666666666667,0.0,0.0,0.021666666666666667,True,False
46,final_ood_benign_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.0003333333333333333,0.0,0.021333333333333333,0.0003333333333333333,True,False
46,final_ood_benign_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0003333333333333333,0.0,0.021333333333333333,0.0003333333333333333,True,False
46,final_ood_benign_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.0003333333333333333,0.0,0.021333333333333333,0.0003333333333333333,True,False
46,final_ood_benign_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.021666666666666667,0.0,0.0,0.021666666666666667,True,False
46,medium_attack_eval_report_only,baseline_no_veto,baseline_no_veto,0.0,0.7644444444444445,0.0,0.0,0.7644444444444445,True,False
46,medium_attack_eval_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.628,0.0,0.13644444444444445,0.628,True,False
46,medium_attack_eval_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.628,0.13644444444444445,0.628,True,False
46,medium_attack_eval_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.7448888888888889,0.0,0.019555555555555555,0.7448888888888889,True,False
46,medium_attack_eval_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.7644444444444445,0.0,0.0,0.7644444444444445,True,False
46,dev_heavy_query_report_only,baseline_no_veto,baseline_no_veto,0.0,0.991,0.0,0.0,0.991,True,False
46,dev_heavy_query_report_only,fixed_benign_prototype_veto_v1,benign_prototype_veto_v1,0.0,0.2335,0.0,0.7575,0.2335,True,False
46,dev_heavy_query_report_only,fixed_conflict_review_v1,conflict_review_v1,0.0,0.0,0.2335,0.7575,0.2335,True,False
46,dev_heavy_query_report_only,fixed_attack_advantage_zero_v1,attack_advantage_zero_v1,0.0,0.991,0.0,0.0,0.991,True,False
46,dev_heavy_query_report_only,selected_dev_gate,attack_advantage_margin_dev_v1,-69.51171875,0.991,0.0,0.0,0.991,True,False
