reason,global_id,source_asset,source_index,source_role,csv_member,device_hint,attack_type,phase_bucket,recorded_index,packet_index,packet_timestamp_epoch,binary_label,model_ready_hint
warmup_edge_excluded,heavy_active_labeled_candidate_stream:31,heavy_active_labeled_candidate_stream,31,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,31,644584,1737235770.579419,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:32,heavy_active_labeled_candidate_stream,32,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,32,644585,1737235770.579445,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:33,heavy_active_labeled_candidate_stream,33,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,33,644586,1737235770.579453,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:34,heavy_active_labeled_candidate_stream,34,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,34,644587,1737235770.579486,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:35,heavy_active_labeled_candidate_stream,35,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,35,644588,1737235770.584011,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:36,heavy_active_labeled_candidate_stream,36,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,36,644589,1737235770.584027,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:37,heavy_active_labeled_candidate_stream,37,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,37,644590,1737235770.584055,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:38,heavy_active_labeled_candidate_stream,38,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,38,644591,1737235770.596135,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:39,heavy_active_labeled_candidate_stream,39,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,39,644592,1737235770.614012,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:40,heavy_active_labeled_candidate_stream,40,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,40,644593,1737235770.614037,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:41,heavy_active_labeled_candidate_stream,41,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,41,644594,1737235770.624064,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:42,heavy_active_labeled_candidate_stream,42,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,42,644595,1737235770.648304,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:43,heavy_active_labeled_candidate_stream,43,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,43,644596,1737235770.648329,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:44,heavy_active_labeled_candidate_stream,44,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,44,644597,1737235770.654355,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:45,heavy_active_labeled_candidate_stream,45,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,45,644598,1737235770.654395,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:46,heavy_active_labeled_candidate_stream,46,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,46,644599,1737235770.671332,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:47,heavy_active_labeled_candidate_stream,47,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,47,644600,1737235770.671381,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:48,heavy_active_labeled_candidate_stream,48,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,48,644601,1737235770.671427,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:49,heavy_active_labeled_candidate_stream,49,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,warmup_edge_0_49,49,644602,1737235770.675988,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3000,heavy_active_labeled_candidate_stream,3000,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,0,413113,1737235800.982347,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3001,heavy_active_labeled_candidate_stream,3001,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,1,413114,1737235800.982456,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3002,heavy_active_labeled_candidate_stream,3002,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,2,413115,1737235800.98599,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3003,heavy_active_labeled_candidate_stream,3003,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,3,413116,1737235800.990427,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3004,heavy_active_labeled_candidate_stream,3004,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,4,413117,1737235801.028189,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3005,heavy_active_labeled_candidate_stream,3005,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,5,413118,1737235801.028229,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3006,heavy_active_labeled_candidate_stream,3006,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,6,413119,1737235801.028241,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3007,heavy_active_labeled_candidate_stream,3007,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,7,413120,1737235801.028257,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3008,heavy_active_labeled_candidate_stream,3008,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,8,413121,1737235801.098768,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3009,heavy_active_labeled_candidate_stream,3009,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,9,413122,1737235801.0988,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3010,heavy_active_labeled_candidate_stream,3010,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,10,413123,1737235801.098812,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3011,heavy_active_labeled_candidate_stream,3011,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,11,413124,1737235801.098834,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3012,heavy_active_labeled_candidate_stream,3012,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,12,413125,1737235801.098844,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3013,heavy_active_labeled_candidate_stream,3013,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,13,413126,1737235801.098862,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3014,heavy_active_labeled_candidate_stream,3014,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,14,413127,1737235801.098874,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3015,heavy_active_labeled_candidate_stream,3015,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,15,413128,1737235801.098884,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3016,heavy_active_labeled_candidate_stream,3016,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,16,413129,1737235801.098899,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3017,heavy_active_labeled_candidate_stream,3017,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,17,413130,1737235801.09891,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3018,heavy_active_labeled_candidate_stream,3018,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,18,413131,1737235801.098919,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3019,heavy_active_labeled_candidate_stream,3019,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,19,413132,1737235801.098935,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3020,heavy_active_labeled_candidate_stream,3020,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,20,413133,1737235801.098946,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3021,heavy_active_labeled_candidate_stream,3021,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,21,413134,1737235801.098958,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3022,heavy_active_labeled_candidate_stream,3022,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,22,413135,1737235801.098974,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3023,heavy_active_labeled_candidate_stream,3023,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,23,413136,1737235801.098985,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3024,heavy_active_labeled_candidate_stream,3024,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,24,413137,1737235801.099001,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3025,heavy_active_labeled_candidate_stream,3025,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,25,413138,1737235801.099013,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3026,heavy_active_labeled_candidate_stream,3026,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,26,413139,1737235801.099025,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3027,heavy_active_labeled_candidate_stream,3027,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,27,413140,1737235801.159386,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3028,heavy_active_labeled_candidate_stream,3028,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,28,413141,1737235801.159442,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3029,heavy_active_labeled_candidate_stream,3029,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,29,413142,1737235801.159466,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3030,heavy_active_labeled_candidate_stream,3030,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,30,413143,1737235801.159507,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3031,heavy_active_labeled_candidate_stream,3031,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,31,413144,1737235801.159529,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3032,heavy_active_labeled_candidate_stream,3032,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,32,413145,1737235801.15957,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3033,heavy_active_labeled_candidate_stream,3033,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,33,413146,1737235801.22999,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3034,heavy_active_labeled_candidate_stream,3034,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,34,413147,1737235801.230027,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3035,heavy_active_labeled_candidate_stream,3035,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,35,413148,1737235801.230055,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3036,heavy_active_labeled_candidate_stream,3036,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,36,413149,1737235801.230069,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3037,heavy_active_labeled_candidate_stream,3037,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,37,413150,1737235801.241513,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3038,heavy_active_labeled_candidate_stream,3038,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,38,413151,1737235801.24154,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3039,heavy_active_labeled_candidate_stream,3039,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,39,413152,1737235801.241564,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3040,heavy_active_labeled_candidate_stream,3040,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,40,413153,1737235801.241579,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3041,heavy_active_labeled_candidate_stream,3041,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,41,413154,1737235801.24159,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3042,heavy_active_labeled_candidate_stream,3042,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,42,413155,1737235801.241598,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3043,heavy_active_labeled_candidate_stream,3043,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,43,413156,1737235801.241604,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3044,heavy_active_labeled_candidate_stream,3044,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,44,413157,1737235801.241611,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3045,heavy_active_labeled_candidate_stream,3045,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,45,413158,1737235801.300618,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3046,heavy_active_labeled_candidate_stream,3046,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,46,413159,1737235801.300673,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3047,heavy_active_labeled_candidate_stream,3047,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,47,413160,1737235801.300691,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3048,heavy_active_labeled_candidate_stream,3048,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,48,413161,1737235801.300707,attack,true
warmup_edge_excluded,heavy_active_labeled_candidate_stream:3049,heavy_active_labeled_candidate_stream,3049,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,warmup_edge_0_49,49,413162,1737235801.331052,attack,true
