contract_id,contract_role,order,global_id,source_asset,source_index,source_role,csv_member,device_hint,attack_type,phase_bucket,recorded_index,packet_index,packet_timestamp_epoch,selection_policy
phase_balanced_dev_v2,support_train,12,heavy_active_labeled_candidate_stream:3157,heavy_active_labeled_candidate_stream,3157,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,157,413270,1737235801.585417,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,13,heavy_active_labeled_candidate_stream:3159,heavy_active_labeled_candidate_stream,3159,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,159,413272,1737235801.588057,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,14,heavy_active_labeled_candidate_stream:3160,heavy_active_labeled_candidate_stream,3160,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,160,413273,1737235801.593292,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,15,heavy_active_labeled_candidate_stream:3161,heavy_active_labeled_candidate_stream,3161,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,161,413274,1737235801.593464,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,16,heavy_active_labeled_candidate_stream:3165,heavy_active_labeled_candidate_stream,3165,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,165,413278,1737235801.634171,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,17,heavy_active_labeled_candidate_stream:3192,heavy_active_labeled_candidate_stream,3192,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,192,413305,1737235801.676659,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,18,heavy_active_labeled_candidate_stream:3193,heavy_active_labeled_candidate_stream,3193,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,193,413306,1737235801.681438,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,19,heavy_active_labeled_candidate_stream:3205,heavy_active_labeled_candidate_stream,3205,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,205,413318,1737235801.746281,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,20,heavy_active_labeled_candidate_stream:3214,heavy_active_labeled_candidate_stream,3214,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,214,413327,1737235801.816098,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,21,heavy_active_labeled_candidate_stream:3216,heavy_active_labeled_candidate_stream,3216,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,216,413329,1737235801.821094,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,22,heavy_active_labeled_candidate_stream:3221,heavy_active_labeled_candidate_stream,3221,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,early_50_499,221,413334,1737235801.847072,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,23,heavy_active_labeled_candidate_stream:3501,heavy_active_labeled_candidate_stream,3501,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,501,413614,1737235803.795881,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,24,heavy_active_labeled_candidate_stream:3545,heavy_active_labeled_candidate_stream,3545,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,545,413658,1737235804.17554,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,25,heavy_active_labeled_candidate_stream:3546,heavy_active_labeled_candidate_stream,3546,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,546,413659,1737235804.178707,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,26,heavy_active_labeled_candidate_stream:3550,heavy_active_labeled_candidate_stream,3550,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,550,413663,1737235804.19122,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,27,heavy_active_labeled_candidate_stream:3551,heavy_active_labeled_candidate_stream,3551,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,551,413664,1737235804.19648,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,28,heavy_active_labeled_candidate_stream:3555,heavy_active_labeled_candidate_stream,3555,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,555,413668,1737235804.205193,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,29,heavy_active_labeled_candidate_stream:3557,heavy_active_labeled_candidate_stream,3557,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,557,413670,1737235804.227081,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,30,heavy_active_labeled_candidate_stream:3560,heavy_active_labeled_candidate_stream,3560,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,560,413673,1737235804.237713,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,31,heavy_active_labeled_candidate_stream:3562,heavy_active_labeled_candidate_stream,3562,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,562,413675,1737235804.24235,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,32,heavy_active_labeled_candidate_stream:3563,heavy_active_labeled_candidate_stream,3563,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,563,413676,1737235804.246115,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,33,heavy_active_labeled_candidate_stream:3569,heavy_active_labeled_candidate_stream,3569,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,569,413682,1737235804.276031,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,34,heavy_active_labeled_candidate_stream:3571,heavy_active_labeled_candidate_stream,3571,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,571,413684,1737235804.276123,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,35,heavy_active_labeled_candidate_stream:3572,heavy_active_labeled_candidate_stream,3572,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,572,413685,1737235804.276141,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,36,heavy_active_labeled_candidate_stream:3573,heavy_active_labeled_candidate_stream,3573,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,573,413686,1737235804.281038,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,37,heavy_active_labeled_candidate_stream:3639,heavy_active_labeled_candidate_stream,3639,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,639,413752,1737235804.56994,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,38,heavy_active_labeled_candidate_stream:3673,heavy_active_labeled_candidate_stream,3673,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-street-1.csv,ip-camera-street,mirai-infection,mid_500_1999,673,413786,1737235804.825707,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,39,heavy_active_labeled_candidate_stream:504,heavy_active_labeled_candidate_stream,504,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,504,645057,1737235772.857778,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,40,heavy_active_labeled_candidate_stream:506,heavy_active_labeled_candidate_stream,506,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,506,645059,1737235772.863519,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,41,heavy_active_labeled_candidate_stream:507,heavy_active_labeled_candidate_stream,507,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,507,645060,1737235772.867588,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,42,heavy_active_labeled_candidate_stream:508,heavy_active_labeled_candidate_stream,508,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,508,645061,1737235772.870809,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,43,heavy_active_labeled_candidate_stream:509,heavy_active_labeled_candidate_stream,509,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,509,645062,1737235772.870831,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,44,heavy_active_labeled_candidate_stream:511,heavy_active_labeled_candidate_stream,511,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,511,645064,1737235772.870853,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,45,heavy_active_labeled_candidate_stream:517,heavy_active_labeled_candidate_stream,517,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,517,645070,1737235772.875352,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,46,heavy_active_labeled_candidate_stream:520,heavy_active_labeled_candidate_stream,520,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,520,645073,1737235772.875452,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,47,heavy_active_labeled_candidate_stream:522,heavy_active_labeled_candidate_stream,522,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,522,645075,1737235772.879805,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,48,heavy_active_labeled_candidate_stream:573,heavy_active_labeled_candidate_stream,573,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,573,645126,1737235773.019836,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,49,heavy_active_labeled_candidate_stream:581,heavy_active_labeled_candidate_stream,581,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,581,645134,1737235773.083663,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,50,heavy_active_labeled_candidate_stream:611,heavy_active_labeled_candidate_stream,611,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,611,645164,1737235773.151912,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,51,heavy_active_labeled_candidate_stream:616,heavy_active_labeled_candidate_stream,616,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,616,645169,1737235773.250009,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,52,heavy_active_labeled_candidate_stream:69,heavy_active_labeled_candidate_stream,69,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,early_50_499,69,644622,1737235770.71693,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,53,heavy_active_labeled_candidate_stream:70,heavy_active_labeled_candidate_stream,70,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,early_50_499,70,644623,1737235770.71698,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,54,heavy_active_labeled_candidate_stream:708,heavy_active_labeled_candidate_stream,708,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,708,645261,1737235773.720639,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,55,heavy_active_labeled_candidate_stream:709,heavy_active_labeled_candidate_stream,709,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,mid_500_1999,709,645262,1737235773.720668,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,56,heavy_active_labeled_candidate_stream:83,heavy_active_labeled_candidate_stream,83,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,early_50_499,83,644636,1737235770.819379,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,57,heavy_active_labeled_candidate_stream:84,heavy_active_labeled_candidate_stream,84,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,early_50_499,84,644637,1737235770.824999,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,58,heavy_active_labeled_candidate_stream:85,heavy_active_labeled_candidate_stream,85,new_heldout_attack_eval_probe,processed/iotsim-ip-camera-museum-1.csv,ip-camera-museum,mirai-infection,early_50_499,85,644638,1737235770.856477,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,59,medium_attack_support_role:10101,medium_attack_support_role,10101,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,501,2533,1737235814.811869,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,60,medium_attack_support_role:10158,medium_attack_support_role,10158,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,558,2590,1737235817.435045,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,61,medium_attack_support_role:10202,medium_attack_support_role,10202,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,602,2634,1737235818.692134,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,62,medium_attack_support_role:10217,medium_attack_support_role,10217,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,617,2649,1737235819.18692,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,63,medium_attack_support_role:10220,medium_attack_support_role,10220,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,620,2652,1737235819.196871,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,64,medium_attack_support_role:10221,medium_attack_support_role,10221,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,621,2653,1737235819.19691,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,65,medium_attack_support_role:10223,medium_attack_support_role,10223,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,623,2655,1737235819.271476,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,66,medium_attack_support_role:10227,medium_attack_support_role,10227,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,627,2659,1737235819.275438,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,67,medium_attack_support_role:10228,medium_attack_support_role,10228,attack_support,processed/iotsim-air-quality-1.csv,air-quality,mirai-infection,mid_500_1999,628,2660,1737235819.279694,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,68,medium_attack_support_role:10469,medium_attack_support_role,10469,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,69,932,1737235786.647796,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,69,medium_attack_support_role:10481,medium_attack_support_role,10481,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,81,944,1737235786.782016,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,70,medium_attack_support_role:10497,medium_attack_support_role,10497,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,97,960,1737235787.476582,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,71,medium_attack_support_role:10501,medium_attack_support_role,10501,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,101,964,1737235787.799878,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,72,medium_attack_support_role:10537,medium_attack_support_role,10537,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,137,1000,1737235788.759564,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,73,medium_attack_support_role:10538,medium_attack_support_role,10538,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,138,1001,1737235788.759609,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,74,medium_attack_support_role:10547,medium_attack_support_role,10547,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,147,1010,1737235789.066597,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,75,medium_attack_support_role:10548,medium_attack_support_role,10548,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,148,1011,1737235789.069284,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,76,medium_attack_support_role:10560,medium_attack_support_role,10560,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,160,1023,1737235789.337505,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,77,medium_attack_support_role:10593,medium_attack_support_role,10593,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,193,1056,1737235790.278205,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,78,medium_attack_support_role:10600,medium_attack_support_role,10600,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,200,1063,1737235790.287621,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,79,medium_attack_support_role:10636,medium_attack_support_role,10636,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,236,1099,1737235791.361018,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,80,medium_attack_support_role:10645,medium_attack_support_role,10645,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,245,1108,1737235791.640534,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,81,medium_attack_support_role:10650,medium_attack_support_role,10650,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,early_50_499,250,1113,1737235791.895973,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,82,medium_attack_support_role:10901,medium_attack_support_role,10901,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,501,1364,1737235797.875178,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,83,medium_attack_support_role:10912,medium_attack_support_role,10912,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,512,1375,1737235797.91715,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,84,medium_attack_support_role:10928,medium_attack_support_role,10928,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,528,1391,1737235798.020935,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,85,medium_attack_support_role:10953,medium_attack_support_role,10953,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,553,1416,1737235799.129867,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,86,medium_attack_support_role:10961,medium_attack_support_role,10961,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,561,1424,1737235799.189121,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,87,medium_attack_support_role:10977,medium_attack_support_role,10977,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,577,1440,1737235800.217811,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,88,medium_attack_support_role:11001,medium_attack_support_role,11001,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,601,1464,1737235801.515719,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,89,medium_attack_support_role:11022,medium_attack_support_role,11022,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,622,1485,1737235801.623668,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,90,medium_attack_support_role:11034,medium_attack_support_role,11034,attack_support,processed/iotsim-city-power-1.csv,city-power,mirai-infection,mid_500_1999,634,1497,1737235801.675722,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,91,medium_attack_support_role:11250,medium_attack_support_role,11250,attack_support,processed/iotsim-combined-cycle-10.csv,combined-cycle,mirai-infection,early_50_499,50,1016,1737235782.515852,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
phase_balanced_dev_v2,support_train,92,medium_attack_support_role:11251,medium_attack_support_role,11251,attack_support,processed/iotsim-combined-cycle-10.csv,combined-cycle,mirai-infection,early_50_499,51,1017,1737235782.519669,stratified_by_source_file_attack_phase_then_kcenter_or_even_time
