role,csv_member,pcap_member,target_rows,emitted_rows,packets_scanned,pre_record_packets,parse_errors,first_timestamp_epoch,last_timestamp_epoch,state_hash_before,state_hash_after,max_scan_packets,completed_target,report_only,selection_allowed,elapsed_seconds,cache_key,cache_status,feature_count,x_sha256,y_sha256,sidecar_sha256,created_utc,timeout
ood_benign_val,processed/iotsim-hydraulic-system-2.csv,raw/benign/iotsim-hydraulic-system-2_0-0_to_OpenvSwitch-15_2-0.pcap,2501,2501,2502,0,0,1736880003.680754,1736884798.963253,a2a8dbf5727efba7c4162139e1bfe07fb44ef5883461fa183463ede5f8b479ce,b1f43ff223ed21508e500910d6fdc745f4f13405c439855a2288b1f54ea49875,7551,True,False,False,0.506,1cdb3b30a2056398b5510f26951e16f22a16ce3114665442f88bde628d7b596d,hit,115,f3f5fac38b0900ddeeba3e21651f19412813f93cd904b169f67f679437a82e2e,b78e3cbabc6923a941d1e5b670efd948bd48eaae61f2e470cc24f0956bd243e7,829cb3559f76060d1f1fd7e9f98a434b06ec2c9a15755ba8e0a60406833dd966,2026-06-12T06:12:38.235665+00:00,
ood_benign_val,processed/iotsim-hydraulic-system-12.csv,raw/benign/iotsim-hydraulic-system-12_0-0_to_OpenvSwitch-16_2-0.pcap,2496,2496,2497,0,0,1736880003.684415,1736884731.44685,827e72064f1bc6fbc787b6c1a1fc4996ee90a256912c5d326558ddaa68edd1a3,44007ac29af7d1aecd7203563b502b8b1830d5171da42f8d2737a2b7f6db016a,7546,True,False,False,0.53,18a8cdb7b98b99073eee47226ee0c57347bcbcb6db641688f7ee761e164c736c,hit,115,4da66397eeb5f4663cd6e145d07112f77f9889a399374f31800f0d675064a28b,2de88e747974e74b4acdb59ba97ccdd16ebffa97ebd4e48ac8a6a857334116c1,ba44aba9347c166b73d3ce7b0b829cefbbcf2d6edd454f34718c368b2aca35de,2026-06-12T06:12:43.248345+00:00,
ood_benign_val,processed/iotsim-hydraulic-system-15.csv,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,2496,2496,2497,0,0,1736880003.684146,1736884739.044273,393be4e7a3535a957c02a15bc4134dabe506060aa2ab2e4f4eadbac51cfce1d6,723bcc9cf37811dd073a888a46218af2e8763fe80e45325eaaa70f43efdfa865,7546,True,False,False,0.557,b4c01fc05c63768a7f177ec70eabfb24b307b6daf3b0a655aa7f9154770a5bf5,hit,115,9631e69c587af2ad8dcff57fed2a71ff722ecb43c1ba0c59b4ba70f36777ff22,2de88e747974e74b4acdb59ba97ccdd16ebffa97ebd4e48ac8a6a857334116c1,3812e32f71962ed67ce05764977a2d9b3309d0ba6c31e7bd0b1bf9a07b1704cf,2026-06-12T06:12:48.315455+00:00,
ood_benign_val,processed/iotsim-hydraulic-system-13.csv,raw/benign/iotsim-hydraulic-system-13_0-0_to_OpenvSwitch-16_3-0.pcap,2481,2481,2482,0,0,1736880003.682867,1736884882.132615,86e0e74ecac8d4cec095956ff32cbab59e60fa93d02667a808d31a974cee7c8a,acd850badc44316d35697faba0e1f9ed4da2567083592a70c1942a00c2bf527f,7531,True,False,False,0.572,0fc2a601324f0b3b3ab6e83ca81e072643a82330aef411e960908473c831098e,hit,115,1615e5ff7f51ed98bd05b189f2cbf0652346712e7670bdfef74f349bde0e9724,83182468c2ef4ec1eecf6c6cf199bc0c437b4295f240ab9790cc32996ef28b0d,7d8780c76639a08c5ba02abd72738890c090db913e8b71b455aaa5d82a73c083,2026-06-12T06:12:53.441420+00:00,
ood_benign_val,processed/iotsim-hydraulic-system-14.csv,raw/benign/iotsim-hydraulic-system-14_0-0_to_OpenvSwitch-16_4-0.pcap,2481,2481,2482,0,0,1736880003.684301,1736884780.253437,f7889e8c3218a9a8dcb568db3e6137dfbea8626812ae023b13d02e78c342a0e8,0d61b25d5af52f6d3eba82d96de76c4474586a8c1631db6156215ce82bed1a92,7531,True,False,False,0.551,dca5745722ca3dabf1712e6b8d0f468e04d87bc6cfcf971c3084b45a15a242b7,hit,115,c5195b06d8adb76dda7cc33208c222545958c90bc94902c4125045f4cdb4ebc2,83182468c2ef4ec1eecf6c6cf199bc0c437b4295f240ab9790cc32996ef28b0d,052e0c09400f67b6df6997f5d6cf945e87929c3ec86bb89e0694497bf9db070e,2026-06-12T06:12:58.403584+00:00,
ood_benign_val,processed/iotsim-hydraulic-system-11.csv,raw/benign/iotsim-hydraulic-system-11_0-0_to_OpenvSwitch-16_1-0.pcap,2466,2466,2467,0,0,1736880003.685075,1736884722.656506,3921d362af115123a3308f444b97df5752799db1e0378db7a9a7c5e8c4ed0713,d53177c3d5c254af9a4e533375bc4f0096940513e36e22e1d3accf3a2e1d75b4,7516,True,False,False,0.593,09a398d6fb1dfb4209f74ec424f929bec5e6396dba96d22fb326669adfa83f1b,hit,115,686a9cbc8811dda29f780fe85f8d577930fe1d538e66a3a9fb5350c6e8c47181,fd52651e7e6a2385d3622dfc2852f60a7a28a4a8ce0250f5820e9dbad49bd210,acbf43b480db41a24ab9ee804cbc5578d21bf4e92129bb52805f890f5eaf3d6b,2026-06-12T06:13:03.282497+00:00,
ood_benign_val,processed/iotsim-building-monitor-2.csv,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap,1740,1740,1741,0,0,1736880023.100015,1736885473.649793,e0fde4932b3b0aaacd68fdeacc4cfb0f6bdc411417e736f139f5be02e5ab407f,f0aa9e6a7325ef1a43508958a4df536a4245af3af6fb6d787ef60c974c58c54c,6790,True,False,False,0.53,423f5d7e6e0ad5e7ab7064c5a11b43acf977e5d3e1e96cac333b8eb94df55c00,hit,115,19d49b58c2e4893f02bcc60dfef3261ad78ae2fa07eb013a23411c4b437776d9,311674aec3a08ec3e3e5cdee0de4e28849adac8a80e8b7e5b85c1f9320e0e13c,4dd985a39cd019c2d1816a8b6bf012032ced44963d0a72bd38c63deb4a72f933,2026-06-12T06:13:13.085402+00:00,
ood_benign_val,processed/iotsim-building-monitor-3.csv,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,964,964,965,0,0,1736880023.3023,1736882968.341594,74ab84ff525065036f70edddf87b1ad4f0329de7f615ffa911c2d8918a94e056,c68653b044981172b54082a84a886a50391802b3b98b44a61b5f7b0434832de7,6014,True,False,False,0.489,5ce8e0abbbf4f923afd00276e2efa1c2a732e9df54096e526a29482085e23ae4,hit,115,3b82ab9b7b1fc910faf6aa95d2d2d4b21b9801892abaa25320052d4e331c36d5,4a69b8a73052891449db2bc4d3ee3a5fd671f04f8cc6a15e96caa5f0354921bb,59ebeb49c5974463028adee53dd2ea0aa6065b2f389fb910df14142f9cf9abf9,2026-06-12T06:13:18.367466+00:00,
ood_benign_stress,processed/iotsim-stream-consumer-2.csv,raw/benign/iotsim-stream-consumer-2_0-0_to_OpenvSwitch-30_2-0.pcap,80000,80000,80001,0,0,1736880021.679492,1736881319.245809,7e6086ebdac54553a4e266724bb73c8901fb93b62b20884c634491e881fbaa29,ddb20c8bb5d0ab9710da8091f448a9d2ca7acc9845c4ebfc82a3e8a906461e49,85050,True,False,False,3.292,05aca9fb81b51383790a84293d23db860d67505b7995a7c68e1a8aac5c6230c3,hit,115,4b1f4c7b1015102d329ee3f3617920bf08145bd43b36df97bec7d1e1cddc85e1,55a8608e4967f926aa7528d38f12f1c1a03b05a35cd8bd41838e4a0d719f4d53,1b3a2b97630d29f54f67bca21ed6b61b13b49fb25bf7891f2a27a6db5fc024e8,2026-06-12T06:14:17.518666+00:00,
sealed_final_ood,processed/iotsim-ip-camera-museum-2.csv,raw/benign/iotsim-ip-camera-museum-2_0-0_to_OpenvSwitch-29_2-0.pcap,55000,55000,55001,0,0,1736880020.755726,1736880359.907554,4586c1fc8fee7127a1c9a4902badeac74d24be73dc3563cfdcda973d3bac6b93,f6ba25a8ed2362d04d41b3cb8948209a2aaabbde6e582e130d1cce91ad7d5d87,60050,True,True,False,2.594,40a3e850290ac6d2e0f15fb22d4df0596196f0fcb7d3321e31582419541d39e8,hit,115,af589fe9f5d98dc768830ff798a007bce251e1f719e539836ae9af717bdc2ba1,35c5af9f4393d680854c2e4380377418ebb1bf7060832e870ad42f193d8cb164,ba19780ce2b40c8165d7a335ba2a195097726d4c17e53709c42b0a1b15dc527f,2026-06-12T06:14:44.176509+00:00,
attack_support_candidate_pool,processed/iotsim-city-power-1.csv,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,45000,45000,45864,863,0,1737235783.576491,1737236297.156932,ccb32b012da1f1e4979ca324ff54cf49e0c03da885996ea087c31ce5f72ed059,1704e78f304ab22933144182acd7d69d5205d569967b12931a29f43beb817883,50913,True,False,True,2.214,eca88cb925b84e5834d6b253cface68b7d2ab5e577cf3481fb5cae64ff5cf575,hit,115,f5efff9f58bc317f3dbb8da32c8c52e18aabc7a854105de0b17b0ffdd5775457,e885f064693da49deb307b9be4e72ac98be3f08b72cf2e07d8bf872553cb4357,82dba167375e623c27ef1849aef42bb757458c406d665a12da17c2ed19bdcd74,2026-06-12T06:18:50.116976+00:00,
dev_future_attack_query,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,80000,80000,724554,644553,0,1737235770.488062,1737236123.481064,77932350737521d6e17c49de3c942f313e3126269d1dfb19273d6da00587f0af,6e21e6e7f458aa522918c0a538bc04517777432dee7e3b514b2fad77f022e00a,729603,True,True,False,3.523,51f6434dcdd4788303097cb4fe5c00e52ee3503c1063f61f81ba385eb4c36cd0,hit,115,08e7803e8c431298721ad6b8265ae93ef7b49ab4843cd9b3ff0d9eac2cf6acde,bf262260d2fcf9c08b5c7af86c648ccf9fe2cb63d89624c7c0b95deeb83fe759,e6837bcb5b49a10cf57043ba43ad29550c20cd0f3514eb710fb84dbdafd39d9c,2026-06-12T06:27:17.266850+00:00,
sealed_final_attack,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,35000,35000,448114,413113,0,1737235800.982347,1737236031.320876,3a78a088f84c6850d9e5f51393f4305d7c3c2b994a497ca0c150472d822ca647,2d9e67b5a01a72d34f0af488a12255b59b5834550e90905b04ccf4e93a2e86a9,453163,True,True,False,1.96,ec36bcc4f5a82808547c9d77fea7d2cadd15a2235395f341bb72fcf1289f1b8b,hit,115,ea6b2cb5830d47711ddd9f2b5c2686cfdb2ce13d62ef9daad1361942c2faed27,c2c3690c408963ff3dc8ef8b0f0902ff918437c3983d8b1956c0a677bffff07c,b226fbe57e558aad7c6b8e3bf87c326590ca4d94817b2b96a4ce0567cf0c2386,2026-06-12T06:32:09.741526+00:00,
id_benign_calib,processed/iotsim-cooler-motor-5.csv,raw/benign/iotsim-cooler-motor-5_0-0_to_OpenvSwitch-18_5-0.pcap,22471,22471,22472,0,0,1736880006.176131,1736887468.614626,b154fbdbf5ff5b4a3fb8dd0100448be60710fd5423bdb5c094bb1b30c2d2e6d4,e150e8d10279fe6dce4f579e168176aa0c8908161d27c0c6e0273301843cb53f,27521,True,False,False,1.421,afe93b962694c4c57d8487b638eb82795019aef9ca832c60dca794815856d9e0,hit,115,678d7aab14d01b724ce5fbaba60eb871dd0597c630c9ad93972ef0edd5acb4f6,ee83dabfe70b708c1f9a5f4846facaf631640f6acf180d71923d33550faf9fb2,b8bd7d0a897d6a039582385c85770f31168c3ad62cdaa4937d8851244e165fd7,2026-06-12T07:38:07.947774+00:00,
id_benign_calib,processed/iotsim-cooler-motor-6.csv,raw/benign/iotsim-cooler-motor-6_0-0_to_OpenvSwitch-18_6-0.pcap,22468,22468,22469,0,0,1736880004.947695,1736887465.307975,81645a8e2de3c812f956e92e41e9ed78fbadb732f8f9959fba7a7b6abe0f0447,919efddcd33d7f374bd2ad8213fa309951da018ae45a25080d118fef33e1b65f,27518,True,False,False,1.298,2fd27fceea6dda63680248dadced04c94c176b14a809ed4b5235324a82419f0f,hit,115,3a83d2bcfb56d3d257525eb8f17737c772705332f55453fe0692d0937b71e234,6cbe83edc50b059cde2a586578d0e0ed6fedb593e9647733a538b92d90744852,fdf6cb3e6b4205c156bb1eb6cd91e3d1a4023b035bc3b95ce26e7bea804db25a,2026-06-12T07:38:19.569931+00:00,
id_benign_calib,processed/iotsim-cooler-motor-8.csv,raw/benign/iotsim-cooler-motor-8_0-0_to_OpenvSwitch-18_8-0.pcap,5061,5061,5062,0,0,1736880004.192795,1736881420.012797,ebd262ec893fddcdaab5c094b7c2713e17f39bde063dcc5e6923607d4dd274d1,9d45416d9383e45b9980731b9b850486ffdfd2c5721891fffeb9b5836421aeed,10111,True,False,False,0.639,54ea8011e35c513ce18bf3140832cf422d883a07f5c432fc417c6d6cf962c438,hit,115,774858d43ec57ede836fe3f581ad137ed429db54508636bd18a40d7a6e274cf1,3fbe07dc6f4d8c0ad1482ceb9f399d4dd5ec800df52e0e601540deac541e1616,f53c3d8d046a4dce0ab1f8cb49fab087a1afd41c69320fb6b628d4f7baa071e8,2026-06-12T07:38:22.633078+00:00,
ood_benign_stress,processed/iotsim-stream-consumer-1.csv,raw/benign/iotsim-stream-consumer-1_0-0_to_OpenvSwitch-30_1-0.pcap,150000,150000,150001,0,0,1736880022.008562,1736882455.2457,363f5e0f5dd9d75d8b2226a57af37070d75ce33c02ecd558072f469a1440ecb6,abed33fce36b50224b41d40d4927fc4254f97668f55d841ce0a200d7d5a39218,155050,True,False,False,5.968,792e888f2c6b0a994383a8a3a08304e32ae989287589b5e8b3ac68e2137c1545,hit,115,3f0322d891aa78ca0ecf0889fef111541182d7cc01ea617deda257442098868a,d29680713118eeb84f332db715d60b3998c7fb71e93ef0f761da925794322411,3c01a99dd83660a496bc82f25d88a3bc44b3ae5ac664153e8292e9d9640e71ff,2026-06-12T07:39:21.499789+00:00,
sealed_final_ood,processed/iotsim-ip-camera-street-2.csv,raw/benign/iotsim-ip-camera-street-2_0-0_to_OpenvSwitch-24_2-0.pcap,100000,100000,100001,0,0,1736880016.945452,1736880988.543067,786a447a09103fce0c0fbbf1741b85c1ad8fbd4a142b1712ce3e61e5a2c49dde,4bc65981b3c4ed4c6adeb3b7e29d7168297f3468ba1e713d818c0bb15339d17b,105050,True,True,False,4.648,b234d888904e1e295d9eacd91a5b017e74de0365de264a6221d5075b286b5a72,hit,115,5ba2ee022ec7f3b58e44be38dfd326574d165b302fed7abd29315f09d57d0b32,dfe165a94f128b50de6a2c7ffa4be765c94753534870018d6ce894cf1438239f,08cf1cc255ebcbf320ccc9dee687f1a17dcf7afdbade524986161f4dc36e512d,2026-06-12T07:39:52.767883+00:00,
attack_support_candidate_pool,processed/iotsim-air-quality-1.csv,raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,45000,45000,47033,2032,0,1737235793.490203,1737236301.081749,38356febac81f7add286756481719d430d19e017ec6f144f38cbf9c764ddf550,4b298e5f74816d2b2c0ac2290702b4f6c06b071f70847728c2db2a82c96da89c,52082,True,False,True,2.259,a5c05f4f382f30c12196cc1c363430e4d17197bc0da57086ec343c6a986ccd37,hit,115,5b6a599346c3bf33e2739f1a889a4bc95584d8b3397f87dcdf2c539b4b6ef622,e885f064693da49deb307b9be4e72ac98be3f08b72cf2e07d8bf872553cb4357,e8d21f362d873864c4ce5d235d8a7a318ab4faf1e791f7cbc5850495e7ecf68e,2026-06-12T07:42:47.789502+00:00,
dev_future_attack_query,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,80000,80000,81255,1254,0,1737235764.020608,1737236252.159918,0a0c701c619f2eeacca17344238a48357d5ec8c6e989ca00cab6cadc8e0d1fcf,37a52da6435dd246ae777fc33040a89a53651466b8919ee2a014fb20716917ee,86304,True,True,False,3.782,25059fdf510d6796af01a1a63de89cdb6334b62c6336e8f0a3e8b0c3584fef66,hit,115,0362972e133e505572c41e9b81197ecad164ddf66e0ac3b064b7e1ac4e720eda,bf262260d2fcf9c08b5c7af86c648ccf9fe2cb63d89624c7c0b95deeb83fe759,d308e63a7d119dd2c2c6997fedb272be23b4aa500b3e523984fd35214afdbf85,2026-06-13T17:43:10.283206+00:00,False
dev_future_attack_query,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,75000,75000,77017,2016,0,1737235794.490721,1737236434.915917,0a0c701c619f2eeacca17344238a48357d5ec8c6e989ca00cab6cadc8e0d1fcf,5e3f354b54dd381d242484f762b39f23db69c8f20698a5c1870cd9f15b472a76,82066,True,True,False,3.491,4adc0a6307a46b8d42ae502f841cefa67f2fd2fe667f7cadedc8f1c276d81735,hit,115,8b231587bd7a1f3b0cacedc5dc0272838627dbc2b5d113abeee697b4083908f4,1204fa5a8614aed9a4c89a579263553f74ec699164748425b0c3a333c2865541,1b1943c6df9c0c6647a6fbdfc172b3d3cf961df4ba6ce72dc607387d8f61e714,2026-06-13T16:23:37.129776+00:00,False
