role,csv_member,pcap_member,target_rows,expected_binary_label,report_only,selection_allowed,record_start_ts,first_attack_label,planned_pre_onset_packets,cache_key,cacheable
ood_benign_val,processed/iotsim-hydraulic-system-1.csv,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,3869,benign,False,False,,,0,e7fec2e379f6a4700f645a315698825ad36aa2103d266a9eb25244671fd03025,True
ood_benign_val,processed/iotsim-hydraulic-system-10.csv,raw/benign/iotsim-hydraulic-system-10_0-0_to_OpenvSwitch-15_10-0.pcap,2506,benign,False,False,,,0,cd9f437147a4f13ff148209f282d44a605f50e39e545092720bfff43a8ea8ee2,True
ood_benign_val,processed/iotsim-hydraulic-system-2.csv,raw/benign/iotsim-hydraulic-system-2_0-0_to_OpenvSwitch-15_2-0.pcap,2501,benign,False,False,,,0,1cdb3b30a2056398b5510f26951e16f22a16ce3114665442f88bde628d7b596d,True
ood_benign_val,processed/iotsim-hydraulic-system-12.csv,raw/benign/iotsim-hydraulic-system-12_0-0_to_OpenvSwitch-16_2-0.pcap,2496,benign,False,False,,,0,18a8cdb7b98b99073eee47226ee0c57347bcbcb6db641688f7ee761e164c736c,True
ood_benign_val,processed/iotsim-hydraulic-system-15.csv,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap,2496,benign,False,False,,,0,b4c01fc05c63768a7f177ec70eabfb24b307b6daf3b0a655aa7f9154770a5bf5,True
ood_benign_val,processed/iotsim-hydraulic-system-13.csv,raw/benign/iotsim-hydraulic-system-13_0-0_to_OpenvSwitch-16_3-0.pcap,2481,benign,False,False,,,0,0fc2a601324f0b3b3ab6e83ca81e072643a82330aef411e960908473c831098e,True
ood_benign_val,processed/iotsim-hydraulic-system-14.csv,raw/benign/iotsim-hydraulic-system-14_0-0_to_OpenvSwitch-16_4-0.pcap,2481,benign,False,False,,,0,dca5745722ca3dabf1712e6b8d0f468e04d87bc6cfcf971c3084b45a15a242b7,True
ood_benign_val,processed/iotsim-hydraulic-system-11.csv,raw/benign/iotsim-hydraulic-system-11_0-0_to_OpenvSwitch-16_1-0.pcap,2466,benign,False,False,,,0,09a398d6fb1dfb4209f74ec424f929bec5e6396dba96d22fb326669adfa83f1b,True
ood_benign_val,processed/iotsim-building-monitor-2.csv,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap,1740,benign,False,False,,,0,423f5d7e6e0ad5e7ab7064c5a11b43acf977e5d3e1e96cac333b8eb94df55c00,True
ood_benign_val,processed/iotsim-building-monitor-3.csv,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap,964,benign,False,False,,,0,5ce8e0abbbf4f923afd00276e2efa1c2a732e9df54096e526a29482085e23ae4,True
ood_benign_stress,processed/iotsim-stream-consumer-2.csv,raw/benign/iotsim-stream-consumer-2_0-0_to_OpenvSwitch-30_2-0.pcap,80000,benign,False,False,,,0,05aca9fb81b51383790a84293d23db860d67505b7995a7c68e1a8aac5c6230c3,True
sealed_final_ood,processed/iotsim-ip-camera-museum-2.csv,raw/benign/iotsim-ip-camera-museum-2_0-0_to_OpenvSwitch-29_2-0.pcap,55000,benign,True,False,,,0,40a3e850290ac6d2e0f15fb22d4df0596196f0fcb7d3321e31582419541d39e8,True
attack_support_candidate_pool,processed/iotsim-city-power-1.csv,raw/malicious/mirai-infection/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap,45000,attack,False,True,1737235783.576491,Telnet Brute Force,863,eca88cb925b84e5834d6b253cface68b7d2ab5e577cf3481fb5cae64ff5cf575,True
dev_future_attack_query,processed/iotsim-ip-camera-museum-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap,80000,attack,True,False,1737235770.488062,Telnet Brute Force,644553,51f6434dcdd4788303097cb4fe5c00e52ee3503c1063f61f81ba385eb4c36cd0,True
sealed_final_attack,processed/iotsim-ip-camera-street-1.csv,raw/malicious/mirai-infection/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap,35000,attack,True,False,1737235800.982347,Telnet Brute Force,413113,ec36bcc4f5a82808547c9d77fea7d2cadd15a2235395f341bb72fcf1289f1b8b,True
id_benign_calib,processed/iotsim-cooler-motor-5.csv,raw/benign/iotsim-cooler-motor-5_0-0_to_OpenvSwitch-18_5-0.pcap,22471,benign,False,False,,,0,afe93b962694c4c57d8487b638eb82795019aef9ca832c60dca794815856d9e0,True
id_benign_calib,processed/iotsim-cooler-motor-6.csv,raw/benign/iotsim-cooler-motor-6_0-0_to_OpenvSwitch-18_6-0.pcap,22468,benign,False,False,,,0,2fd27fceea6dda63680248dadced04c94c176b14a809ed4b5235324a82419f0f,True
id_benign_calib,processed/iotsim-cooler-motor-8.csv,raw/benign/iotsim-cooler-motor-8_0-0_to_OpenvSwitch-18_8-0.pcap,5061,benign,False,False,,,0,54ea8011e35c513ce18bf3140832cf422d883a07f5c432fc417c6d6cf962c438,True
ood_benign_stress,processed/iotsim-stream-consumer-1.csv,raw/benign/iotsim-stream-consumer-1_0-0_to_OpenvSwitch-30_1-0.pcap,150000,benign,False,False,,,0,792e888f2c6b0a994383a8a3a08304e32ae989287589b5e8b3ac68e2137c1545,True
sealed_final_ood,processed/iotsim-ip-camera-street-2.csv,raw/benign/iotsim-ip-camera-street-2_0-0_to_OpenvSwitch-24_2-0.pcap,100000,benign,True,False,,,0,b234d888904e1e295d9eacd91a5b017e74de0365de264a6221d5075b286b5a72,True
attack_support_candidate_pool,processed/iotsim-air-quality-1.csv,raw/malicious/mirai-infection/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap,45000,attack,False,True,1737235793.490203,Telnet Brute Force,2032,a5c05f4f382f30c12196cc1c363430e4d17197bc0da57086ec343c6a986ccd37,True
dev_future_attack_query,processed/iotsim-building-monitor-1.csv,raw/malicious/mirai-infection/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap,80000,attack,True,False,1737235764.020608,Telnet Brute Force,1254,25059fdf510d6796af01a1a63de89cdb6334b62c6336e8f0a3e8b0c3584fef66,True
dev_future_attack_query,processed/iotsim-domotic-monitor-1.csv,raw/malicious/mirai-infection/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap,75000,attack,True,False,1737235794.490721,Telnet Brute Force,2016,4adc0a6307a46b8d42ae502f841cefa67f2fd2fe667f7cadedc8f1c276d81735,True
