method,positive_budget,seed,seed_group,selected_attack_row_id,support_source,in_attack_train_pool,overlaps_attack_val,overlaps_attack_eval
original100_fixed_guard_lr,32,43,main_paired_42_46,3655,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,3702,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,3708,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,4054,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,4093,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,4326,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,4593,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,4646,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5027,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5064,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5107,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5108,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5126,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5310,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5338,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5356,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5434,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5569,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,5871,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,6536,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,6614,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,43,main_paired_42_46,6977,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,2938,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,2945,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,2973,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3030,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3186,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3551,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3569,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3697,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3724,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,3853,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,4182,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,4444,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,4596,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,4669,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5033,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5215,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5303,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5377,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5501,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5587,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,5703,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6065,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6074,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6324,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6472,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6492,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6538,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6550,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6697,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6751,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,6854,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,44,main_paired_42_46,7008,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,2994,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3277,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3292,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3298,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3309,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3374,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3438,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3477,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3825,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3919,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,3989,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4025,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4098,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4438,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4451,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4477,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4507,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4745,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4757,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4911,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,4924,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,5170,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,5502,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6041,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6245,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6319,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6382,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6544,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6621,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6717,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6877,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,45,main_paired_42_46,6945,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,2975,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3077,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3091,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3104,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3162,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3194,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3195,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3246,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3377,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3777,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,3810,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,4089,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,4091,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,4608,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,4653,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,4932,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5256,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5293,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5415,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5601,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5669,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5712,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5934,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,5950,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6078,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6265,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6375,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6378,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6463,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6616,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6701,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,46,main_paired_42_46,6795,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,2964,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3024,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3108,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3243,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3363,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3476,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3541,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3770,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,3899,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4118,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4216,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4410,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4687,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4722,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,4939,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5046,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5077,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5130,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5172,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5404,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5425,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5458,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5827,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5839,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5889,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,5947,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6010,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6102,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6525,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6531,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6535,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,47,heldout_support_47_51,6770,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3276,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3522,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3645,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3757,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3868,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,3910,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4081,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4123,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4223,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4247,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4387,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4462,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4865,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4901,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,4921,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5193,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5248,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5270,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5434,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5470,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5703,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5722,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5794,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,5805,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6320,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6559,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6684,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6793,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6810,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6838,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,6969,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,48,heldout_support_47_51,7032,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3034,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3052,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3143,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3166,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3560,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3680,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3697,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3720,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3775,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,3862,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4000,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4026,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4485,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4887,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4942,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,4947,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5008,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5050,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5081,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5257,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5274,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5438,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5458,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5474,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5662,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,5666,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,6181,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,6291,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,6347,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,6897,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,6904,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,49,heldout_support_47_51,7028,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,2964,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,3044,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,3639,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,3839,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4039,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4248,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4265,stage2_high_purity_attack_train_pool,True,False,False
original100_fixed_guard_lr,32,50,heldout_support_47_51,4408,stage2_high_purity_attack_train_pool,True,False,False
