csv_archive_path,csv_file_id,raw_file_role,rows_seen,rows_written,excluded_rows,inferred_device,pcap_counterpart_candidate
processed/iotsim-cooler-motor-1.csv,70,id_benign_train,157310,157310,0,cooler-motor,raw/benign/iotsim-cooler-motor-13_0-0_to_OpenvSwitch-20_3-0.pcap
processed/iotsim-cooler-motor-2.csv,75,id_benign_train,22468,22468,0,cooler-motor,raw/benign/iotsim-cooler-motor-2_0-0_to_OpenvSwitch-18_2-0.pcap
processed/iotsim-cooler-motor-3.csv,76,id_benign_train,22478,22478,0,cooler-motor,raw/benign/iotsim-cooler-motor-3_0-0_to_OpenvSwitch-18_3-0.pcap
processed/iotsim-combined-cycle-tls-2.csv,53,id_benign_train,1944,1944,0,combined-cycle-tls,raw/benign/iotsim-combined-cycle-tls-2_0-0_to_OpenvSwitch-14_2-0.pcap
processed/iotsim-combined-cycle-tls-3.csv,60,id_benign_train,1944,1944,0,combined-cycle-tls,raw/benign/iotsim-combined-cycle-tls-3_0-0_to_OpenvSwitch-14_3-0.pcap
processed/iotsim-combined-cycle-tls-1.csv,61,id_benign_train,1944,1944,0,combined-cycle-tls,raw/benign/iotsim-combined-cycle-tls-1_0-0_to_OpenvSwitch-14_1-0.pcap
processed/iotsim-combined-cycle-tls-4.csv,68,id_benign_train,1944,1944,0,combined-cycle-tls,raw/benign/iotsim-combined-cycle-tls-4_0-0_to_OpenvSwitch-14_4-0.pcap
processed/iotsim-combined-cycle-tls-5.csv,72,id_benign_train,1944,1944,0,combined-cycle-tls,raw/benign/iotsim-combined-cycle-tls-5_0-0_to_OpenvSwitch-14_5-0.pcap
processed/iotsim-combined-cycle-9.csv,22,id_benign_train,258,258,0,combined-cycle,raw/benign/iotsim-combined-cycle-9_0-0_to_OpenvSwitch-13_9-0.pcap
processed/iotsim-combined-cycle-8.csv,29,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-8_0-0_to_OpenvSwitch-13_8-0.pcap
processed/iotsim-combined-cycle-6.csv,31,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-6_0-0_to_OpenvSwitch-13_6-0.pcap
processed/iotsim-combined-cycle-7.csv,34,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-7_0-0_to_OpenvSwitch-13_7-0.pcap
processed/iotsim-combined-cycle-5.csv,35,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-5_0-0_to_OpenvSwitch-13_5-0.pcap
processed/iotsim-combined-cycle-4.csv,41,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-4_0-0_to_OpenvSwitch-13_4-0.pcap
processed/iotsim-combined-cycle-3.csv,46,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-3_0-0_to_OpenvSwitch-13_3-0.pcap
processed/iotsim-combined-cycle-2.csv,52,id_benign_train,254,254,0,combined-cycle,raw/benign/iotsim-combined-cycle-2_0-0_to_OpenvSwitch-13_2-0.pcap
processed/iotsim-stream-consumer-1.csv,32,ood_benign_val,465094,465094,0,stream-consumer,raw/benign/iotsim-stream-consumer-1_0-0_to_OpenvSwitch-30_1-0.pcap
processed/iotsim-stream-consumer-2.csv,36,ood_benign_val,465335,465335,0,stream-consumer,raw/benign/iotsim-stream-consumer-2_0-0_to_OpenvSwitch-30_2-0.pcap
processed/iotsim-predictive-maintenance-8.csv,12,ood_benign_val,13721,13721,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-8_0-0_to_OpenvSwitch-19_8-0.pcap
processed/iotsim-predictive-maintenance-9.csv,16,ood_benign_val,13711,13711,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-9_0-0_to_OpenvSwitch-19_9-0.pcap
processed/iotsim-predictive-maintenance-1.csv,33,ood_benign_val,137502,137502,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-10_0-0_to_OpenvSwitch-19_10-0.pcap
processed/iotsim-predictive-maintenance-2.csv,38,ood_benign_val,13722,13722,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-2_0-0_to_OpenvSwitch-19_2-0.pcap
processed/iotsim-predictive-maintenance-3.csv,39,ood_benign_val,13726,13726,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-3_0-0_to_OpenvSwitch-19_3-0.pcap
processed/iotsim-predictive-maintenance-7.csv,42,ood_benign_val,13724,13724,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-7_0-0_to_OpenvSwitch-19_7-0.pcap
processed/iotsim-predictive-maintenance-6.csv,44,ood_benign_val,13726,13726,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-6_0-0_to_OpenvSwitch-19_6-0.pcap
processed/iotsim-predictive-maintenance-4.csv,48,ood_benign_val,13726,13726,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-4_0-0_to_OpenvSwitch-19_4-0.pcap
processed/iotsim-predictive-maintenance-5.csv,51,ood_benign_val,13710,13710,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-5_0-0_to_OpenvSwitch-19_5-0.pcap
processed/iotsim-predictive-maintenance-10.csv,54,ood_benign_val,13720,13720,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-10_0-0_to_OpenvSwitch-19_10-0.pcap
processed/iotsim-predictive-maintenance-11.csv,59,ood_benign_val,22001,22001,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-11_0-0_to_OpenvSwitch-21_1-0.pcap
processed/iotsim-predictive-maintenance-13.csv,62,ood_benign_val,22011,22011,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-13_0-0_to_OpenvSwitch-21_3-0.pcap
processed/iotsim-predictive-maintenance-12.csv,67,ood_benign_val,22016,22016,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-12_0-0_to_OpenvSwitch-21_2-0.pcap
processed/iotsim-predictive-maintenance-15.csv,74,ood_benign_val,22021,22021,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-15_0-0_to_OpenvSwitch-21_5-0.pcap
processed/iotsim-predictive-maintenance-14.csv,77,ood_benign_val,21997,21997,0,predictive-maintenance,raw/benign/iotsim-predictive-maintenance-14_0-0_to_OpenvSwitch-21_4-0.pcap
processed/iotsim-building-monitor-3.csv,14,ood_benign_val,1740,1740,0,building-monitor,raw/benign/iotsim-building-monitor-3_0-0_to_OpenvSwitch-28_3-0.pcap
processed/iotsim-building-monitor-2.csv,15,ood_benign_val,1740,1740,0,building-monitor,raw/benign/iotsim-building-monitor-2_0-0_to_OpenvSwitch-28_2-0.pcap
processed/iotsim-building-monitor-5.csv,25,ood_benign_val,1740,1740,0,building-monitor,raw/benign/iotsim-building-monitor-5_0-0_to_OpenvSwitch-28_5-0.pcap
processed/iotsim-building-monitor-4.csv,27,ood_benign_val,1740,1740,0,building-monitor,raw/benign/iotsim-building-monitor-4_0-0_to_OpenvSwitch-28_4-0.pcap
processed/iotsim-ip-camera-street-2.csv,24,final_ood_benign_eval,783243,783243,0,ip-camera-street,raw/benign/iotsim-ip-camera-street-2_0-0_to_OpenvSwitch-24_2-0.pcap
processed/iotsim-hydraulic-system-8.csv,8,final_ood_benign_eval,2522,2522,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-8_0-0_to_OpenvSwitch-15_8-0.pcap
processed/iotsim-hydraulic-system-9.csv,9,final_ood_benign_eval,2509,2509,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-9_0-0_to_OpenvSwitch-15_9-0.pcap
processed/iotsim-hydraulic-system-12.csv,11,final_ood_benign_eval,2496,2496,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-12_0-0_to_OpenvSwitch-16_2-0.pcap
processed/iotsim-hydraulic-system-13.csv,17,final_ood_benign_eval,2481,2481,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-13_0-0_to_OpenvSwitch-16_3-0.pcap
processed/iotsim-hydraulic-system-11.csv,18,final_ood_benign_eval,2466,2466,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-11_0-0_to_OpenvSwitch-16_1-0.pcap
processed/iotsim-hydraulic-system-10.csv,21,final_ood_benign_eval,2506,2506,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-10_0-0_to_OpenvSwitch-15_10-0.pcap
processed/iotsim-hydraulic-system-14.csv,23,final_ood_benign_eval,2481,2481,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-14_0-0_to_OpenvSwitch-16_4-0.pcap
processed/iotsim-hydraulic-system-15.csv,28,final_ood_benign_eval,2496,2496,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap
processed/iotsim-hydraulic-system-4.csv,55,final_ood_benign_eval,2511,2511,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-4_0-0_to_OpenvSwitch-15_4-0.pcap
processed/iotsim-hydraulic-system-5.csv,58,final_ood_benign_eval,2503,2503,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-5_0-0_to_OpenvSwitch-15_5-0.pcap
processed/iotsim-hydraulic-system-7.csv,63,final_ood_benign_eval,2501,2501,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-7_0-0_to_OpenvSwitch-15_7-0.pcap
processed/iotsim-hydraulic-system-6.csv,66,final_ood_benign_eval,2502,2502,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-6_0-0_to_OpenvSwitch-15_6-0.pcap
processed/iotsim-hydraulic-system-2.csv,69,final_ood_benign_eval,2501,2501,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-2_0-0_to_OpenvSwitch-15_2-0.pcap
processed/iotsim-hydraulic-system-3.csv,71,final_ood_benign_eval,2499,2499,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-3_0-0_to_OpenvSwitch-15_3-0.pcap
processed/iotsim-hydraulic-system-1.csv,73,final_ood_benign_eval,17432,17432,0,hydraulic-system,raw/benign/iotsim-hydraulic-system-15_0-0_to_OpenvSwitch-16_5-0.pcap
processed/iotsim-domotic-monitor-5.csv,37,final_ood_benign_eval,1668,1668,0,domotic-monitor,raw/benign/iotsim-domotic-monitor-5_0-0_to_OpenvSwitch-23_5-0.pcap
processed/iotsim-domotic-monitor-4.csv,40,final_ood_benign_eval,1662,1662,0,domotic-monitor,raw/benign/iotsim-domotic-monitor-4_0-0_to_OpenvSwitch-23_4-0.pcap
processed/iotsim-domotic-monitor-3.csv,49,final_ood_benign_eval,1668,1668,0,domotic-monitor,raw/benign/iotsim-domotic-monitor-3_0-0_to_OpenvSwitch-23_3-0.pcap
processed/iotsim-domotic-monitor-2.csv,50,final_ood_benign_eval,1660,1660,0,domotic-monitor,raw/benign/iotsim-domotic-monitor-2_0-0_to_OpenvSwitch-23_2-0.pcap
processed/iotsim-air-quality-1.csv,47,attack_support_pool,55052,46962,8090,air-quality,raw/benign/iotsim-air-quality-1_0-0_to_OpenvSwitch-25_1-0.pcap
processed/iotsim-city-power-1.csv,78,attack_support_pool,1516431,1513259,3172,city-power,raw/benign/iotsim-city-power-1_0-0_to_OpenvSwitch-26_1-0.pcap
processed/iotsim-combined-cycle-10.csv,26,attack_support_pool,138509,136692,1817,combined-cycle,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap
processed/iotsim-ip-camera-museum-1.csv,13,attack_support_pool,10447197,5922657,4524540,ip-camera-museum,raw/benign/iotsim-ip-camera-museum-1_0-0_to_OpenvSwitch-29_1-0.pcap
processed/iotsim-building-monitor-1.csv,20,attack_eval,5550987,5543719,7268,building-monitor,raw/benign/iotsim-building-monitor-1_0-0_to_OpenvSwitch-28_1-0.pcap
processed/iotsim-combined-cycle-1.csv,45,attack_eval,5974887,5971118,3769,combined-cycle,raw/benign/iotsim-combined-cycle-10_0-0_to_OpenvSwitch-13_10-0.pcap
processed/iotsim-domotic-monitor-1.csv,43,attack_eval,2114866,2105832,9034,domotic-monitor,raw/benign/iotsim-domotic-monitor-1_0-0_to_OpenvSwitch-23_1-0.pcap
processed/iotsim-ip-camera-street-1.csv,30,attack_eval,5469337,1629489,3839848,ip-camera-street,raw/benign/iotsim-ip-camera-street-1_0-0_to_OpenvSwitch-24_1-0.pcap
